qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	taxid	taxname
LONINKCB_00028-0	KAH8311715.1	81.1	37	7	0	18	54	122	158	3.08e-12	67.8	7250	Drosophila immigrans
LONINKCB_00028-0	XP_023172720.1	81.1	37	7	0	18	54	113	149	2.56e-12	67.8	7224	Drosophila hydei
LONINKCB_00028-0	XP_030370041.1	81.1	37	7	0	18	54	113	149	2.56e-12	67.8	7225	Scaptodrosophila lebanonensis
LONINKCB_00028-0	CAH0757562.1	88.2	34	4	0	21	54	116	149	2.56e-12	67.8	40085	Diatraea saccharalis
LONINKCB_00028-0	XP_050677100.1	85.3	34	5	0	21	54	148	181	4.80e-12	67.8	189913	Leptidea sinapis
LONINKCB_00028-0	KAH8408418.1	81.1	37	7	0	18	54	102	138	2.01e-12	67.8	46877;LCA:46877	Drosophilini;LCA:Drosophilini
LONINKCB_00028-0	XP_017048806.1	81.1	37	7	0	18	54	113	149	2.56e-12	67.8	30025	Drosophila ficusphila
LONINKCB_00028-0	KAH8381492.1	81.1	37	7	0	18	54	102	138	2.01e-12	67.8	30044	Drosophila rubida
LONINKCB_00028-0	XP_051863597.1	81.1	37	7	0	18	54	113	149	2.56e-12	67.8	7291	Drosophila albomicans
LONINKCB_00028-0	XP_034838902.1	85.3	34	5	0	21	54	116	149	3.61e-12	67.4	2795564	Maniola hyperantus
LONINKCB_00028-0	XP_034137509.1	81.1	37	7	0	18	54	113	149	3.61e-12	67.4	32357;LCA:32357	obscura subgroup;LCA:obscura subgroup
LONINKCB_00041-0	XP_037049704.1	84.1	44	7	0	29	72	180	223	1.01e-14	76.6	38358	Bradysia coprophila
LONINKCB_00057-0	XP_037049668.1	98.2	55	0	1	1	55	194	247	1.76e-22	96.3	38358	Bradysia coprophila
LONINKCB_00057-0	XP_037049674.1	98.2	55	0	1	1	55	188	241	1.56e-22	96.3	38358	Bradysia coprophila
LONINKCB_00057-0	XP_037049691.1	98.2	55	0	1	1	55	184	237	1.44e-22	96.3	38358	Bradysia coprophila
LONINKCB_00152-0	XP_037025038.1	76.7	60	14	0	1	60	316	375	2.74e-22	98.2	38358	Bradysia coprophila
LONINKCB_00152-0	XP_037046532.1	76.7	60	14	0	1	60	934	993	7.82e-22	98.2	38358	Bradysia coprophila
LONINKCB_00152-0	XP_037044233.1	75.0	60	15	0	1	60	934	993	1.99e-21	97.1	38358	Bradysia coprophila
LONINKCB_00152-0	XP_037026722.1	78.3	60	13	0	1	60	513	572	4.83e-21	95.9	38358	Bradysia coprophila
LONINKCB_00153-0	XP_037026722.1	69.5	59	18	0	1	59	445	503	1.37e-19	92.0	38358	Bradysia coprophila
LONINKCB_00154-0	XP_037027492.1	91.0	122	6	1	43	164	193	309	4.78e-65	212	38358	Bradysia coprophila
LONINKCB_00155-0	XP_037027492.1	96.3	107	4	0	39	145	1	107	5.98e-60	199	38358	Bradysia coprophila
LONINKCB_00236-0	XP_037033451.1	53.0	134	57	3	24	155	6	135	3.07e-35	138	38358	Bradysia coprophila
LONINKCB_00272-0	XP_037027486.1	78.3	115	2	1	1	115	1	92	2.96e-50	173	38358	Bradysia coprophila
LONINKCB_00273-0	XP_037027487.1	78.1	96	0	1	1	96	50	124	3.23e-39	142	38358	Bradysia coprophila
LONINKCB_00273-0	XP_037027486.1	78.1	96	0	1	1	96	111	185	1.27e-38	142	38358	Bradysia coprophila
LONINKCB_00273-0	KAG4079038.1	76.0	96	2	1	1	96	111	185	2.52e-38	141	1564500	Bradysia odoriphaga
LONINKCB_00277-0	XP_037027489.1	96.1	76	3	0	1	76	63	138	1.83e-42	146	38358	Bradysia coprophila
LONINKCB_00277-0	XP_037027490.1	96.1	76	3	0	1	76	58	133	1.58e-42	146	38358	Bradysia coprophila
LONINKCB_00277-0	KAG4079014.1	97.2	72	2	0	1	72	63	134	8.59e-41	142	1564500	Bradysia odoriphaga
LONINKCB_00277-0	KAJ6637008.1	93.1	72	5	0	1	72	58	129	1.53e-37	134	35572	Pseudolycoriella hygida
LONINKCB_00278-0	XP_037027489.1	100	48	0	0	12	59	13	60	1.69e-25	103	38358	Bradysia coprophila
LONINKCB_00278-0	KAG4079014.1	100	48	0	0	12	59	13	60	1.69e-25	103	1564500	Bradysia odoriphaga
LONINKCB_00278-0	XP_037027490.1	100	48	0	0	12	59	8	55	1.48e-25	103	38358	Bradysia coprophila
LONINKCB_00278-0	KAJ6637008.1	71.4	63	14	1	12	70	8	70	4.19e-22	94.4	35572	Pseudolycoriella hygida
LONINKCB_00293-0	ACU13178.1	34.1	129	80	3	8	133	59	185	2.96e-05	54.7	3847	Glycine max
LONINKCB_00294-0	KAG4079008.1	97.6	42	1	0	17	58	40	81	5.27e-19	87.0	1564500	Bradysia odoriphaga
LONINKCB_00294-0	XP_037027488.1	97.6	42	1	0	17	58	40	81	5.27e-19	87.0	38358	Bradysia coprophila
LONINKCB_00294-0	KAJ6637007.1	95.2	42	2	0	17	58	40	81	1.05e-18	86.3	35572	Pseudolycoriella hygida
LONINKCB_00294-0	XP_001963023.1	85.7	42	6	0	17	58	40	81	1.73e-16	80.5	545632;LCA:545632	ananassae species complex;LCA:ananassae species complex
LONINKCB_00294-0	XP_034474574.1	85.7	42	6	0	17	58	40	81	1.73e-16	80.5	198719	Drosophila innubila
LONINKCB_00294-0	XP_023177536.1	85.7	42	6	0	17	58	40	81	1.73e-16	80.5	7224	Drosophila hydei
LONINKCB_00294-0	KAH8378343.1	85.7	42	6	0	17	58	40	81	1.70e-16	80.5	30044	Drosophila rubida
LONINKCB_00294-0	XP_005188755.1	85.7	42	6	0	17	58	40	81	1.52e-16	80.5	7370	Musca domestica
LONINKCB_00294-0	XP_013109855.1	85.7	42	6	0	17	58	40	81	1.52e-16	80.5	35570	Stomoxys calcitrans
LONINKCB_00294-0	ACK44340.1	83.3	42	7	0	17	58	40	81	2.39e-16	80.1	47010	Drosophila silvestris
LONINKCB_00294-0	KAH8395179.1	83.3	42	7	0	17	58	40	81	2.39e-16	80.1	309927	Zaprionus bogoriensis
LONINKCB_00294-0	XP_037894442.1	83.3	42	7	0	17	58	40	81	2.18e-16	80.1	7396	Glossina fuscipes
LONINKCB_00294-0	KAH8273961.1	83.3	42	7	0	17	58	40	81	2.39e-16	80.1	7250	Drosophila immigrans
LONINKCB_00294-0	XP_002057754.1	83.3	42	7	0	17	58	40	81	2.39e-16	80.1	32335;LCA:32335	virilis group;LCA:virilis group
LONINKCB_00294-0	XP_002065688.1	87.8	41	5	0	18	58	41	81	2.39e-16	80.1	7260	Drosophila willistoni
LONINKCB_00294-0	XP_037902936.1	83.3	42	7	0	17	58	40	81	2.48e-16	80.1	343691	Hermetia illucens
LONINKCB_00294-0	XP_034098725.1	83.3	42	7	0	17	58	40	81	2.39e-16	80.1	32307;LCA:32307	nasuta subgroup;LCA:nasuta subgroup
LONINKCB_00294-0	KAH8287964.1	83.3	42	7	0	17	58	40	81	4.82e-16	79.3	2848634	Drosophila ironensis
LONINKCB_00294-0	XP_037959545.1	83.3	42	7	0	17	58	40	81	4.73e-16	79.3	139649	Teleopsis dalmanni
LONINKCB_00294-0	XP_017095789.1	83.3	42	7	0	17	58	40	81	4.82e-16	79.3	42026	Drosophila bipectinata
LONINKCB_00294-0	XP_030240390.1	83.3	42	7	0	17	58	40	81	4.82e-16	79.3	7232	Drosophila navojoa
LONINKCB_00294-0	KAH8329240.1	83.3	42	7	0	17	58	40	81	4.82e-16	79.3	65964	Drosophila pseudoananassae
LONINKCB_00294-0	KAH8410264.1	83.3	42	7	0	17	58	40	81	6.88e-16	79.3	2848635	Drosophila setifemur
LONINKCB_00294-0	XP_002002807.1	83.3	42	7	0	17	58	40	81	4.82e-16	79.3	198037;LCA:198037	mojavensis species complex;LCA:mojavensis species complex
LONINKCB_00294-0	XP_017841433.1	83.3	42	7	0	17	58	40	81	4.73e-16	79.3	30019	Drosophila busckii
LONINKCB_00294-0	XP_055300728.1	83.3	42	7	0	17	58	40	81	6.31e-16	79.0	263140	Sitodiplosis mosellana
LONINKCB_00294-0	XP_037826907.1	72.9	48	13	0	11	58	34	81	5.97e-16	79.0	13632	Lucilia sericata
LONINKCB_00294-0	TMW43565.1	72.9	48	13	0	11	58	34	81	5.86e-16	79.0	7385	Sarcophaga bullata
LONINKCB_00294-0	XP_037807289.1	72.9	48	13	0	11	58	34	81	6.08e-16	79.0	13632	Lucilia sericata
LONINKCB_00294-0	XP_023303269.1	72.9	48	13	0	11	58	34	81	5.97e-16	79.0	7375	Lucilia cuprina
LONINKCB_00294-0	XP_001988257.1	83.3	42	7	0	17	58	40	81	9.36e-16	78.6	7222	Drosophila grimshawi
LONINKCB_00297-0	KAG4079019.1	99.4	179	1	0	1	179	110	288	4.89e-124	368	1564500	Bradysia odoriphaga
LONINKCB_00297-0	KAJ6637006.1	97.2	179	5	0	1	179	110	288	1.49e-120	359	35572	Pseudolycoriella hygida
LONINKCB_00297-0	XP_055300721.1	86.6	179	24	0	1	179	130	308	5.30e-110	333	263140	Sitodiplosis mosellana
LONINKCB_00298-0	KAG4079019.1	98.2	169	3	0	14	182	290	458	1.87e-112	339	1564500	Bradysia odoriphaga
LONINKCB_00298-0	KAJ6637006.1	88.8	169	19	0	14	182	290	458	1.42e-101	311	35572	Pseudolycoriella hygida
LONINKCB_00301-0	XP_037027484.1	100	29	0	0	23	51	510	538	2.88e-07	58.5	38358	Bradysia coprophila
LONINKCB_00301-0	XP_037027485.1	100	29	0	0	23	51	486	514	2.87e-07	58.5	38358	Bradysia coprophila
LONINKCB_00301-0	KAG4078975.1	96.6	29	1	0	23	51	79	107	3.39e-07	57.4	1564500	Bradysia odoriphaga
LONINKCB_00302-0	XP_037027484.1	96.0	75	3	0	52	126	404	478	8.64e-34	135	38358	Bradysia coprophila
LONINKCB_00302-0	XP_037027485.1	96.0	75	3	0	52	126	380	454	7.61e-34	135	38358	Bradysia coprophila
LONINKCB_00305-0	XP_037027484.1	95.7	47	2	0	9	55	215	261	2.59e-16	84.0	38358	Bradysia coprophila
LONINKCB_00305-0	XP_037027485.1	95.7	47	2	0	9	55	215	261	2.58e-16	84.0	38358	Bradysia coprophila
LONINKCB_00305-0	KAG4078984.1	95.7	47	2	0	9	55	212	258	1.25e-16	84.0	1564500	Bradysia odoriphaga
LONINKCB_00307-0	XP_037027484.1	98.8	80	1	0	14	93	1	80	6.39e-46	167	38358	Bradysia coprophila
LONINKCB_00307-0	XP_037027485.1	98.8	80	1	0	14	93	1	80	4.90e-46	167	38358	Bradysia coprophila
LONINKCB_00307-0	KAG4078984.1	98.8	80	1	0	14	93	1	80	3.23e-48	167	1564500	Bradysia odoriphaga
LONINKCB_00312-0	KAG4079047.1	94.7	57	3	0	1	57	40	96	2.82e-27	113	1564500	Bradysia odoriphaga
LONINKCB_00312-0	XP_037027482.1	94.7	57	3	0	1	57	1	57	2.57e-27	113	38358	Bradysia coprophila
LONINKCB_00312-0	KAJ6637004.1	91.2	57	5	0	1	57	31	87	3.86e-25	107	35572	Pseudolycoriella hygida
LONINKCB_00313-0	KAG4079047.1	98.6	69	1	0	15	83	93	161	6.11e-39	148	1564500	Bradysia odoriphaga
LONINKCB_00313-0	XP_037027482.1	98.6	69	1	0	15	83	54	122	2.55e-39	148	38358	Bradysia coprophila
LONINKCB_00313-0	KAJ6637004.1	88.4	69	8	0	15	83	84	152	3.90e-35	136	35572	Pseudolycoriella hygida
LONINKCB_00315-0	KAG4079047.1	100	59	0	0	22	80	219	277	1.01e-27	117	1564500	Bradysia odoriphaga
LONINKCB_00315-0	XP_037027482.1	100	59	0	0	22	80	180	238	8.54e-28	117	38358	Bradysia coprophila
LONINKCB_00315-0	KAJ6637004.1	93.2	59	4	0	22	80	210	268	2.68e-26	112	35572	Pseudolycoriella hygida
LONINKCB_00316-0	KAG4079047.1	91.7	48	4	0	1	48	289	336	7.26e-18	89.0	1564500	Bradysia odoriphaga
LONINKCB_00316-0	XP_037027482.1	91.7	48	4	0	1	48	250	297	6.91e-18	89.0	38358	Bradysia coprophila
LONINKCB_00316-0	KAJ6637004.1	83.3	48	8	0	1	48	280	327	6.50e-15	80.5	35572	Pseudolycoriella hygida
LONINKCB_00317-0	KAG4079047.1	94.9	59	3	0	1	59	378	436	4.95e-27	113	1564500	Bradysia odoriphaga
LONINKCB_00317-0	XP_037027482.1	94.9	59	3	0	1	59	339	397	4.46e-27	113	38358	Bradysia coprophila
LONINKCB_00317-0	KAJ6637004.1	89.8	59	6	0	1	59	369	427	1.02e-25	109	35572	Pseudolycoriella hygida
LONINKCB_00318-0	XP_037027482.1	100	72	0	0	1	72	425	496	6.60e-40	149	38358	Bradysia coprophila
LONINKCB_00318-0	KAG4079047.1	98.6	72	1	0	1	72	464	535	4.16e-39	148	1564500	Bradysia odoriphaga
LONINKCB_00319-0	KAG4079047.1	88.7	115	13	0	5	119	542	656	1.16e-57	203	1564500	Bradysia odoriphaga
LONINKCB_00334-0	XP_037027479.1	95.5	67	3	0	1	67	1	67	1.70e-32	130	38358	Bradysia coprophila
LONINKCB_00334-0	KAG4079047.1	87.0	69	9	0	1	69	673	741	4.63e-30	123	1564500	Bradysia odoriphaga
LONINKCB_00335-0	XP_037027479.1	100	55	0	0	18	72	122	176	1.27e-24	108	38358	Bradysia coprophila
LONINKCB_00335-0	KAG4079047.1	94.5	55	3	0	18	72	794	848	3.95e-23	104	1564500	Bradysia odoriphaga
LONINKCB_00339-0	XP_037027479.1	95.5	67	3	0	1	67	1	67	1.70e-32	130	38358	Bradysia coprophila
LONINKCB_00339-0	KAG4079047.1	87.0	69	9	0	1	69	673	741	4.63e-30	123	1564500	Bradysia odoriphaga
LONINKCB_00340-0	XP_037027479.1	100	55	0	0	18	72	122	176	1.27e-24	108	38358	Bradysia coprophila
LONINKCB_00340-0	KAG4079047.1	94.5	55	3	0	18	72	794	848	3.95e-23	104	1564500	Bradysia odoriphaga
LONINKCB_00341-0	XP_037027479.1	98.9	174	2	0	1	174	187	360	1.13e-105	336	38358	Bradysia coprophila
LONINKCB_00341-0	KAG4079047.1	93.7	174	11	0	1	174	859	1032	2.94e-97	319	1564500	Bradysia odoriphaga
LONINKCB_00342-0	XP_037027479.1	100	352	0	0	1	352	390	741	1.61e-249	715	38358	Bradysia coprophila
LONINKCB_00342-0	KAG4079047.1	94.0	352	21	0	1	352	1062	1413	2.00e-226	675	1564500	Bradysia odoriphaga
LONINKCB_00343-0	XP_037027479.1	99.1	116	1	0	1	116	746	861	1.09e-62	218	38358	Bradysia coprophila
LONINKCB_00343-0	KAG4079047.1	92.2	115	9	0	1	115	1418	1532	1.59e-56	201	1564500	Bradysia odoriphaga
LONINKCB_00344-0	XP_037027479.1	95.6	91	3	1	1	91	879	968	1.25e-49	181	38358	Bradysia coprophila
LONINKCB_00344-0	KAG4079047.1	90.1	91	9	0	1	91	1551	1641	3.03e-48	177	1564500	Bradysia odoriphaga
LONINKCB_00345-0	XP_037027479.1	100	46	0	0	1	46	993	1038	1.01e-23	102	38358	Bradysia coprophila
LONINKCB_00345-0	KAG4079047.1	95.7	46	2	0	1	46	1666	1711	1.21e-22	99.8	1564500	Bradysia odoriphaga
LONINKCB_00347-0	XP_037027481.1	100	121	0	0	1	121	149	269	2.57e-82	253	38358	Bradysia coprophila
LONINKCB_00347-0	KAG4079009.1	95.9	121	5	0	1	121	149	269	2.79e-79	246	1564500	Bradysia odoriphaga
LONINKCB_00348-0	XP_037027481.1	96.8	94	3	0	25	118	3	96	1.20e-60	198	38358	Bradysia coprophila
LONINKCB_00348-0	KAG4079009.1	95.7	94	4	0	25	118	3	96	6.86e-60	196	1564500	Bradysia odoriphaga
LONINKCB_00361-0	XP_037027478.1	89.4	94	6	1	1	90	113	206	8.97e-50	168	38358	Bradysia coprophila
LONINKCB_00361-0	KAG4079053.1	88.3	94	7	1	1	90	113	206	2.55e-49	167	1564500	Bradysia odoriphaga
LONINKCB_00362-0	XP_037027478.1	100	100	0	0	1	100	1	100	3.43e-65	207	38358	Bradysia coprophila
LONINKCB_00362-0	KAG4079053.1	96.0	100	4	0	1	100	1	100	9.19e-63	201	1564500	Bradysia odoriphaga
LONINKCB_00372-0	XP_037027476.1	87.1	31	4	0	24	54	1	31	4.49e-07	54.7	35571;LCA:35571	Bradysia;LCA:Bradysia
LONINKCB_00373-0	XP_036370417.1	52.7	55	25	1	31	84	51	105	9.78e-04	48.1	2607531	Octopus sinensis
LONINKCB_00375-0	KAJ2938424.1	60.0	135	53	1	2	135	103	237	6.56e-50	169	702717	Tuta absoluta
LONINKCB_00375-0	CAG9108432.1	55.1	136	60	1	1	135	294	429	8.20e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7296473.1	55.1	136	60	1	1	135	856	991	1.76e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7302610.1	55.1	136	60	1	1	135	205	340	1.52e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7304823.1	55.1	136	60	1	1	135	479	614	2.38e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7305929.1	55.1	136	60	1	1	135	318	453	1.87e-47	169	51655	Plutella xylostella
LONINKCB_00375-0	CAG9136005.1	55.1	136	60	1	1	135	762	897	1.54e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7312718.1	55.1	136	60	1	1	135	113	248	1.28e-49	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7313542.1	55.1	136	60	1	1	135	179	314	7.82e-49	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7295553.1	55.1	136	60	1	1	135	479	614	2.38e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7311779.1	55.1	136	60	1	1	135	856	991	1.76e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7296546.1	55.1	136	60	1	1	135	205	340	1.52e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7297179.1	55.1	136	60	1	1	135	205	340	1.52e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7297229.1	55.1	136	60	1	1	135	610	745	8.08e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7301266.1	55.1	136	60	1	1	135	708	843	1.32e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7299871.1	55.1	136	60	1	1	135	557	692	5.37e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	CAG9102454.1	55.1	136	60	1	1	135	61	196	2.72e-50	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7295356.1	55.1	136	60	1	1	135	113	248	1.28e-49	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7302879.1	55.1	136	60	1	1	135	471	606	2.16e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7295773.1	55.1	136	60	1	1	135	479	614	2.38e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7305598.1	55.1	136	60	1	1	135	855	990	1.76e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7301770.1	55.1	136	60	1	1	135	205	340	1.52e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	CAG9126153.1	55.1	136	60	1	1	135	1107	1242	1.87e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7301765.1	55.1	136	60	1	1	135	856	991	1.76e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	XP_048487141.1	55.1	136	60	1	1	135	411	546	9.43e-47	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7296612.1	55.1	136	60	1	1	135	113	248	1.28e-49	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7305696.1	55.1	136	60	1	1	135	710	845	1.33e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7305128.1	55.1	136	60	1	1	135	557	692	5.37e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7308313.1	55.1	136	60	1	1	135	205	340	1.52e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7296890.1	55.1	136	60	1	1	135	855	990	1.76e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7298213.1	55.1	136	60	1	1	135	856	991	1.76e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7311746.1	55.1	136	60	1	1	135	710	845	1.33e-45	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7296782.1	55.1	136	60	1	1	135	205	340	1.52e-48	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7299764.1	55.1	136	60	1	1	135	557	692	5.37e-46	169	51655	Plutella xylostella
LONINKCB_00375-0	KAG7312334.1	55.1	136	60	1	1	135	843	978	1.74e-45	169	51655	Plutella xylostella
