#gene_id	taxID	e_value	fasta_id
LONINKCB_00093			LONINKCB_00093-0
LONINKCB_00094			LONINKCB_00094-0
LONINKCB_00095			LONINKCB_00095-0
LONINKCB_00096			LONINKCB_00096-0
LONINKCB_00097			LONINKCB_00097-0
LONINKCB_00098			LONINKCB_00098-0
LONINKCB_00099			LONINKCB_00099-0
LONINKCB_00100			LONINKCB_00100-0
LONINKCB_00101			LONINKCB_00101-0
LONINKCB_00102			LONINKCB_00102-0
LONINKCB_00103			LONINKCB_00103-0
LONINKCB_00104			LONINKCB_00104-0
LONINKCB_00105			LONINKCB_00105-0
LONINKCB_00106			LONINKCB_00106-0
LONINKCB_00107			LONINKCB_00107-0
LONINKCB_00108			LONINKCB_00108-0
LONINKCB_00109			LONINKCB_00109-0
LONINKCB_00110			LONINKCB_00110-0
LONINKCB_00111			LONINKCB_00111-0
LONINKCB_00112			LONINKCB_00112-0
LONINKCB_01318			LONINKCB_01318-0
LONINKCB_01319			LONINKCB_01319-0
LONINKCB_01320			LONINKCB_01320-0
LONINKCB_01321			LONINKCB_01321-0
LONINKCB_01322			LONINKCB_01322-0
LONINKCB_01323			LONINKCB_01323-0
LONINKCB_01324			LONINKCB_01324-0
LONINKCB_01325	38358	1.13e-16	LONINKCB_01325-0
LONINKCB_01326			LONINKCB_01326-0
LONINKCB_01327			LONINKCB_01327-0
LONINKCB_01328	38358	4.09e-16	LONINKCB_01328-0
LONINKCB_01329			LONINKCB_01329-0
LONINKCB_01330	182803	9.85e-05	LONINKCB_01330-0
LONINKCB_01331		1.36e-04	LONINKCB_01331-0
LONINKCB_01332		4.90e-08	LONINKCB_01332-0
LONINKCB_01333		2.56e-04	LONINKCB_01333-0
LONINKCB_01334			LONINKCB_01334-0
LONINKCB_01335		2.58e-20	LONINKCB_01335-0
LONINKCB_01336			LONINKCB_01336-0
LONINKCB_01337		2.28e-11	LONINKCB_01337-0
LONINKCB_01338	35572	8.86e-37	LONINKCB_01338-0
LONINKCB_01339			LONINKCB_01339-0
LONINKCB_01340		7.31e-54	LONINKCB_01340-0
LONINKCB_01341		2.77e-28	LONINKCB_01341-0
LONINKCB_01342	38358	2.96e-11	LONINKCB_01342-0
LONINKCB_01343			LONINKCB_01343-0
LONINKCB_01344			LONINKCB_01344-0
LONINKCB_00001			LONINKCB_00001-0
LONINKCB_00002			LONINKCB_00002-0
LONINKCB_00003			LONINKCB_00003-0
LONINKCB_00004			LONINKCB_00004-0
LONINKCB_00005			LONINKCB_00005-0
LONINKCB_00006			LONINKCB_00006-0
LONINKCB_00007			LONINKCB_00007-0
LONINKCB_00008			LONINKCB_00008-0
LONINKCB_00009			LONINKCB_00009-0
LONINKCB_00010			LONINKCB_00010-0
LONINKCB_00011			LONINKCB_00011-0
LONINKCB_00012			LONINKCB_00012-0
LONINKCB_00013			LONINKCB_00013-0
LONINKCB_00014			LONINKCB_00014-0
LONINKCB_00015			LONINKCB_00015-0
LONINKCB_00016			LONINKCB_00016-0
LONINKCB_00017			LONINKCB_00017-0
LONINKCB_00018			LONINKCB_00018-0
LONINKCB_00019	35571	1.94e-06	LONINKCB_00019-0
LONINKCB_00020	38358	4.25e-41	LONINKCB_00020-0
LONINKCB_00021			LONINKCB_00021-0
LONINKCB_00022			LONINKCB_00022-0
LONINKCB_00023			LONINKCB_00023-0
LONINKCB_00024			LONINKCB_00024-0
LONINKCB_00025			LONINKCB_00025-0
LONINKCB_00026			LONINKCB_00026-0
LONINKCB_00027		7.19e-32	LONINKCB_00027-0
LONINKCB_00028		5.03e-15	LONINKCB_00028-0
LONINKCB_00029			LONINKCB_00029-0
LONINKCB_00030			LONINKCB_00030-0
LONINKCB_00031			LONINKCB_00031-0
LONINKCB_00032			LONINKCB_00032-0
LONINKCB_00033			LONINKCB_00033-0
LONINKCB_00034			LONINKCB_00034-0
LONINKCB_00035			LONINKCB_00035-0
LONINKCB_00036			LONINKCB_00036-0
LONINKCB_00037			LONINKCB_00037-0
LONINKCB_00038			LONINKCB_00038-0
LONINKCB_00039			LONINKCB_00039-0
LONINKCB_00040			LONINKCB_00040-0
LONINKCB_00041	38358	1.01e-14	LONINKCB_00041-0
LONINKCB_00042			LONINKCB_00042-0
LONINKCB_00043			LONINKCB_00043-0
LONINKCB_00044			LONINKCB_00044-0
LONINKCB_00045			LONINKCB_00045-0
LONINKCB_00046			LONINKCB_00046-0
LONINKCB_00047			LONINKCB_00047-0
LONINKCB_00048			LONINKCB_00048-0
LONINKCB_00049			LONINKCB_00049-0
LONINKCB_00050			LONINKCB_00050-0
LONINKCB_00051			LONINKCB_00051-0
LONINKCB_00052			LONINKCB_00052-0
LONINKCB_00053			LONINKCB_00053-0
LONINKCB_00054			LONINKCB_00054-0
LONINKCB_00055			LONINKCB_00055-0
LONINKCB_00056			LONINKCB_00056-0
LONINKCB_00057	38358	1.76e-22	LONINKCB_00057-0
LONINKCB_00058			LONINKCB_00058-0
LONINKCB_02476			LONINKCB_02476-0
LONINKCB_02477			LONINKCB_02477-0
LONINKCB_02478			LONINKCB_02478-0
LONINKCB_02479			LONINKCB_02479-0
LONINKCB_02480			LONINKCB_02480-0
LONINKCB_02481			LONINKCB_02481-0
LONINKCB_02482			LONINKCB_02482-0
LONINKCB_02483			LONINKCB_02483-0
LONINKCB_02484			LONINKCB_02484-0
LONINKCB_02485			LONINKCB_02485-0
LONINKCB_02486			LONINKCB_02486-0
LONINKCB_02487	38358	7.80e-25	LONINKCB_02487-0
LONINKCB_02488	38358	1.90e-38	LONINKCB_02488-0
LONINKCB_02489			LONINKCB_02489-0
LONINKCB_02490		6.92e-15	LONINKCB_02490-0
LONINKCB_02491			LONINKCB_02491-0
LONINKCB_02492	131567	1.17e-33	LONINKCB_02492-0
LONINKCB_02493		9.95e-223	LONINKCB_02493-0
LONINKCB_02494			LONINKCB_02494-0
LONINKCB_02495			LONINKCB_02495-0
LONINKCB_02496			LONINKCB_02496-0
LONINKCB_00564			LONINKCB_00564-0
LONINKCB_00565			LONINKCB_00565-0
LONINKCB_00566			LONINKCB_00566-0
LONINKCB_00567			LONINKCB_00567-0
LONINKCB_00568			LONINKCB_00568-0
LONINKCB_00569			LONINKCB_00569-0
LONINKCB_00570			LONINKCB_00570-0
LONINKCB_00571			LONINKCB_00571-0
LONINKCB_00572			LONINKCB_00572-0
LONINKCB_00573			LONINKCB_00573-0
LONINKCB_00574			LONINKCB_00574-0
LONINKCB_00575			LONINKCB_00575-0
LONINKCB_00576		1.67e-102	LONINKCB_00576-0
LONINKCB_00577	2	2.87e-14	LONINKCB_00577-0
LONINKCB_00578			LONINKCB_00578-0
LONINKCB_00579			LONINKCB_00579-0
LONINKCB_00580			LONINKCB_00580-0
LONINKCB_00581			LONINKCB_00581-0
LONINKCB_00582			LONINKCB_00582-0
LONINKCB_00583			LONINKCB_00583-0
LONINKCB_00584			LONINKCB_00584-0
LONINKCB_00585			LONINKCB_00585-0
LONINKCB_00586			LONINKCB_00586-0
LONINKCB_00587			LONINKCB_00587-0
LONINKCB_00588			LONINKCB_00588-0
LONINKCB_00589			LONINKCB_00589-0
LONINKCB_00590			LONINKCB_00590-0
LONINKCB_00591			LONINKCB_00591-0
LONINKCB_00592			LONINKCB_00592-0
LONINKCB_00593			LONINKCB_00593-0
LONINKCB_00594			LONINKCB_00594-0
LONINKCB_00595			LONINKCB_00595-0
LONINKCB_00596			LONINKCB_00596-0
LONINKCB_00597			LONINKCB_00597-0
LONINKCB_00598			LONINKCB_00598-0
LONINKCB_00599	35571	1.23e-163	LONINKCB_00599-0
LONINKCB_00600			LONINKCB_00600-0
LONINKCB_00601			LONINKCB_00601-0
LONINKCB_00602			LONINKCB_00602-0
LONINKCB_00603			LONINKCB_00603-0
LONINKCB_00604			LONINKCB_00604-0
LONINKCB_00605			LONINKCB_00605-0
LONINKCB_00606			LONINKCB_00606-0
LONINKCB_00607	35571	1.45e-103	LONINKCB_00607-0
LONINKCB_00608			LONINKCB_00608-0
LONINKCB_00609			LONINKCB_00609-0
LONINKCB_00610			LONINKCB_00610-0
LONINKCB_00611			LONINKCB_00611-0
LONINKCB_00612			LONINKCB_00612-0
LONINKCB_00613			LONINKCB_00613-0
LONINKCB_00614			LONINKCB_00614-0
LONINKCB_00615			LONINKCB_00615-0
LONINKCB_00616			LONINKCB_00616-0
LONINKCB_00617			LONINKCB_00617-0
LONINKCB_00618			LONINKCB_00618-0
LONINKCB_00619			LONINKCB_00619-0
LONINKCB_00620			LONINKCB_00620-0
LONINKCB_00621			LONINKCB_00621-0
LONINKCB_00622			LONINKCB_00622-0
LONINKCB_00623			LONINKCB_00623-0
LONINKCB_00624			LONINKCB_00624-0
LONINKCB_00625			LONINKCB_00625-0
LONINKCB_00626		1.07e-19	LONINKCB_00626-0
LONINKCB_00627		1.34e-26	LONINKCB_00627-0
LONINKCB_01268			LONINKCB_01268-0
LONINKCB_01269			LONINKCB_01269-0
LONINKCB_01270			LONINKCB_01270-0
LONINKCB_01271			LONINKCB_01271-0
LONINKCB_01272			LONINKCB_01272-0
LONINKCB_01273			LONINKCB_01273-0
LONINKCB_01274			LONINKCB_01274-0
LONINKCB_01275			LONINKCB_01275-0
LONINKCB_01276			LONINKCB_01276-0
LONINKCB_01277			LONINKCB_01277-0
LONINKCB_01278	38358	1.17e-35	LONINKCB_01278-0
LONINKCB_01279	38358	8.62e-36	LONINKCB_01279-0
LONINKCB_01280			LONINKCB_01280-0
LONINKCB_01281	38358	3.02e-39	LONINKCB_01281-0
LONINKCB_01282	38358	1.34e-49	LONINKCB_01282-0
LONINKCB_01283			LONINKCB_01283-0
LONINKCB_01284	38358	8.56e-28	LONINKCB_01284-0
LONINKCB_01285	38358	1.37e-61	LONINKCB_01285-0
LONINKCB_01286			LONINKCB_01286-0
LONINKCB_01287			LONINKCB_01287-0
LONINKCB_01288	38358	1.55e-61	LONINKCB_01288-0
LONINKCB_01289			LONINKCB_01289-0
LONINKCB_01290			LONINKCB_01290-0
LONINKCB_01291			LONINKCB_01291-0
LONINKCB_01292			LONINKCB_01292-0
LONINKCB_01293			LONINKCB_01293-0
LONINKCB_01294		3.52e-12	LONINKCB_01294-0
LONINKCB_01295		8.86e-23	LONINKCB_01295-0
LONINKCB_01296		2.41e-97	LONINKCB_01296-0
LONINKCB_01297			LONINKCB_01297-0
LONINKCB_01298			LONINKCB_01298-0
LONINKCB_01299	35571	6.80e-275	LONINKCB_01299-0
LONINKCB_01300		9.85e-55	LONINKCB_01300-0
LONINKCB_01301			LONINKCB_01301-0
LONINKCB_01302			LONINKCB_01302-0
LONINKCB_01303			LONINKCB_01303-0
LONINKCB_01304			LONINKCB_01304-0
LONINKCB_01305			LONINKCB_01305-0
LONINKCB_01306			LONINKCB_01306-0
LONINKCB_01307			LONINKCB_01307-0
LONINKCB_01308			LONINKCB_01308-0
LONINKCB_01309			LONINKCB_01309-0
LONINKCB_01310			LONINKCB_01310-0
LONINKCB_01311			LONINKCB_01311-0
LONINKCB_01312		3.91e-73	LONINKCB_01312-0
LONINKCB_01313			LONINKCB_01313-0
LONINKCB_01314			LONINKCB_01314-0
LONINKCB_01315			LONINKCB_01315-0
LONINKCB_01316			LONINKCB_01316-0
LONINKCB_01317			LONINKCB_01317-0
LONINKCB_02759			LONINKCB_02759-0
LONINKCB_02760			LONINKCB_02760-0
LONINKCB_02761			LONINKCB_02761-0
LONINKCB_02762			LONINKCB_02762-0
LONINKCB_02763			LONINKCB_02763-0
LONINKCB_02764			LONINKCB_02764-0
LONINKCB_02765			LONINKCB_02765-0
LONINKCB_02766			LONINKCB_02766-0
LONINKCB_02767			LONINKCB_02767-0
LONINKCB_02768			LONINKCB_02768-0
LONINKCB_02769			LONINKCB_02769-0
LONINKCB_02770			LONINKCB_02770-0
LONINKCB_02771			LONINKCB_02771-0
LONINKCB_02772			LONINKCB_02772-0
LONINKCB_02773			LONINKCB_02773-0
LONINKCB_02774			LONINKCB_02774-0
LONINKCB_02775			LONINKCB_02775-0
LONINKCB_02776			LONINKCB_02776-0
LONINKCB_02777			LONINKCB_02777-0
LONINKCB_02778			LONINKCB_02778-0
LONINKCB_02779			LONINKCB_02779-0
LONINKCB_02780			LONINKCB_02780-0
LONINKCB_02781			LONINKCB_02781-0
LONINKCB_02782			LONINKCB_02782-0
LONINKCB_02783			LONINKCB_02783-0
LONINKCB_02784			LONINKCB_02784-0
LONINKCB_00440			LONINKCB_00440-0
LONINKCB_00441			LONINKCB_00441-0
LONINKCB_00442			LONINKCB_00442-0
LONINKCB_00443			LONINKCB_00443-0
LONINKCB_00444			LONINKCB_00444-0
LONINKCB_00445			LONINKCB_00445-0
LONINKCB_00446			LONINKCB_00446-0
LONINKCB_00447			LONINKCB_00447-0
LONINKCB_00448			LONINKCB_00448-0
LONINKCB_00449			LONINKCB_00449-0
LONINKCB_00450			LONINKCB_00450-0
LONINKCB_00451			LONINKCB_00451-0
LONINKCB_00452			LONINKCB_00452-0
LONINKCB_00453			LONINKCB_00453-0
LONINKCB_00454			LONINKCB_00454-0
LONINKCB_00455			LONINKCB_00455-0
LONINKCB_00456			LONINKCB_00456-0
LONINKCB_00457			LONINKCB_00457-0
LONINKCB_00458			LONINKCB_00458-0
LONINKCB_00459			LONINKCB_00459-0
LONINKCB_00460			LONINKCB_00460-0
LONINKCB_00461			LONINKCB_00461-0
LONINKCB_00462			LONINKCB_00462-0
LONINKCB_00463			LONINKCB_00463-0
LONINKCB_00464			LONINKCB_00464-0
LONINKCB_00465			LONINKCB_00465-0
LONINKCB_00466			LONINKCB_00466-0
LONINKCB_00467			LONINKCB_00467-0
LONINKCB_00468			LONINKCB_00468-0
LONINKCB_00469			LONINKCB_00469-0
LONINKCB_00470			LONINKCB_00470-0
LONINKCB_00471			LONINKCB_00471-0
LONINKCB_00472			LONINKCB_00472-0
LONINKCB_00473			LONINKCB_00473-0
LONINKCB_00474			LONINKCB_00474-0
LONINKCB_00475			LONINKCB_00475-0
LONINKCB_00476			LONINKCB_00476-0
LONINKCB_00477			LONINKCB_00477-0
LONINKCB_00478			LONINKCB_00478-0
LONINKCB_00479			LONINKCB_00479-0
LONINKCB_00480			LONINKCB_00480-0
LONINKCB_00481			LONINKCB_00481-0
LONINKCB_00482			LONINKCB_00482-0
LONINKCB_00483			LONINKCB_00483-0
LONINKCB_00484			LONINKCB_00484-0
LONINKCB_00485			LONINKCB_00485-0
LONINKCB_00486			LONINKCB_00486-0
LONINKCB_00487			LONINKCB_00487-0
LONINKCB_00488			LONINKCB_00488-0
LONINKCB_00489			LONINKCB_00489-0
LONINKCB_00490			LONINKCB_00490-0
LONINKCB_00491			LONINKCB_00491-0
LONINKCB_00492			LONINKCB_00492-0
LONINKCB_00493			LONINKCB_00493-0
LONINKCB_00494			LONINKCB_00494-0
LONINKCB_00495			LONINKCB_00495-0
LONINKCB_00496			LONINKCB_00496-0
LONINKCB_00497			LONINKCB_00497-0
LONINKCB_00498			LONINKCB_00498-0
LONINKCB_00499			LONINKCB_00499-0
LONINKCB_00500			LONINKCB_00500-0
LONINKCB_00501			LONINKCB_00501-0
LONINKCB_00502			LONINKCB_00502-0
LONINKCB_00503			LONINKCB_00503-0
LONINKCB_00504			LONINKCB_00504-0
LONINKCB_00505			LONINKCB_00505-0
LONINKCB_00506			LONINKCB_00506-0
LONINKCB_00507			LONINKCB_00507-0
LONINKCB_00508			LONINKCB_00508-0
LONINKCB_00509			LONINKCB_00509-0
LONINKCB_00510			LONINKCB_00510-0
LONINKCB_00511			LONINKCB_00511-0
LONINKCB_00512			LONINKCB_00512-0
LONINKCB_00513			LONINKCB_00513-0
LONINKCB_00514			LONINKCB_00514-0
LONINKCB_00515			LONINKCB_00515-0
LONINKCB_00516			LONINKCB_00516-0
LONINKCB_00517			LONINKCB_00517-0
LONINKCB_00518			LONINKCB_00518-0
LONINKCB_00519			LONINKCB_00519-0
LONINKCB_00520			LONINKCB_00520-0
LONINKCB_02497			LONINKCB_02497-0
LONINKCB_02498			LONINKCB_02498-0
LONINKCB_02499		1.40e-14	LONINKCB_02499-0
LONINKCB_02500	35571	1.69e-63	LONINKCB_02500-0
LONINKCB_02501			LONINKCB_02501-0
LONINKCB_02502			LONINKCB_02502-0
LONINKCB_02503			LONINKCB_02503-0
LONINKCB_02504			LONINKCB_02504-0
LONINKCB_02505			LONINKCB_02505-0
LONINKCB_02506			LONINKCB_02506-0
LONINKCB_02507			LONINKCB_02507-0
LONINKCB_02508			LONINKCB_02508-0
LONINKCB_02509			LONINKCB_02509-0
LONINKCB_02510			LONINKCB_02510-0
LONINKCB_02511			LONINKCB_02511-0
LONINKCB_02512			LONINKCB_02512-0
LONINKCB_02513	38358	1.07e-18	LONINKCB_02513-0
LONINKCB_02514		3.69e-12	LONINKCB_02514-0
LONINKCB_02515		1.83e-27	LONINKCB_02515-0
LONINKCB_02516	35571	6.38e-127	LONINKCB_02516-0
LONINKCB_02517			LONINKCB_02517-0
LONINKCB_02518			LONINKCB_02518-0
LONINKCB_02519			LONINKCB_02519-0
LONINKCB_02520			LONINKCB_02520-0
LONINKCB_02521	38358	7.68e-75	LONINKCB_02521-0
LONINKCB_02522			LONINKCB_02522-0
LONINKCB_02523	38358	6.87e-112	LONINKCB_02523-0
LONINKCB_02524			LONINKCB_02524-0
LONINKCB_02525			LONINKCB_02525-0
LONINKCB_02526			LONINKCB_02526-0
LONINKCB_02527			LONINKCB_02527-0
LONINKCB_02528			LONINKCB_02528-0
LONINKCB_02529			LONINKCB_02529-0
LONINKCB_02530	35572	4.00e-04	LONINKCB_02530-0
LONINKCB_02531			LONINKCB_02531-0
LONINKCB_02532			LONINKCB_02532-0
LONINKCB_02533			LONINKCB_02533-0
LONINKCB_02534		3.40e-18	LONINKCB_02534-0
LONINKCB_02535	38358	3.76e-112	LONINKCB_02535-0
LONINKCB_02536	38358	1.33e-53	LONINKCB_02536-0
LONINKCB_02537			LONINKCB_02537-0
LONINKCB_02538	38358	5.78e-36	LONINKCB_02538-0
LONINKCB_02539	38358	1.79e-36	LONINKCB_02539-0
LONINKCB_02540	38358	1.28e-35	LONINKCB_02540-0
LONINKCB_02541	38358	5.49e-131	LONINKCB_02541-0
LONINKCB_02542			LONINKCB_02542-0
LONINKCB_02543		1.11e-104	LONINKCB_02543-0
LONINKCB_02544			LONINKCB_02544-0
LONINKCB_02545			LONINKCB_02545-0
LONINKCB_02546			LONINKCB_02546-0
LONINKCB_02547	35571	3.40e-170	LONINKCB_02547-0
LONINKCB_02548	35571	4.29e-41	LONINKCB_02548-0
LONINKCB_02549	35571	1.18e-32	LONINKCB_02549-0
LONINKCB_02550			LONINKCB_02550-0
LONINKCB_02551			LONINKCB_02551-0
LONINKCB_02552			LONINKCB_02552-0
LONINKCB_02553			LONINKCB_02553-0
LONINKCB_02554			LONINKCB_02554-0
LONINKCB_02555			LONINKCB_02555-0
LONINKCB_02556			LONINKCB_02556-0
LONINKCB_02557			LONINKCB_02557-0
LONINKCB_02558			LONINKCB_02558-0
LONINKCB_02559		1.87e-47	LONINKCB_02559-0
LONINKCB_02560		2.35e-42	LONINKCB_02560-0
LONINKCB_02561		3.17e-59	LONINKCB_02561-0
LONINKCB_02562	35571	9.16e-221	LONINKCB_02562-0
LONINKCB_02563		1.93e-17	LONINKCB_02563-0
LONINKCB_02564		2.91e-10	LONINKCB_02564-0
LONINKCB_02565	35571	1.97e-240	LONINKCB_02565-0
LONINKCB_02566	35571	2.94e-34	LONINKCB_02566-0
LONINKCB_02567	38358	5.15e-124	LONINKCB_02567-0
LONINKCB_02568			LONINKCB_02568-0
LONINKCB_02569			LONINKCB_02569-0
LONINKCB_03997			LONINKCB_03997-0
LONINKCB_03998	35572	6.30e-06	LONINKCB_03998-0
LONINKCB_03999			LONINKCB_03999-0
LONINKCB_04000			LONINKCB_04000-0
LONINKCB_04001			LONINKCB_04001-0
LONINKCB_04002			LONINKCB_04002-0
LONINKCB_04003			LONINKCB_04003-0
LONINKCB_04004			LONINKCB_04004-0
LONINKCB_04005			LONINKCB_04005-0
LONINKCB_04006			LONINKCB_04006-0
LONINKCB_04007			LONINKCB_04007-0
LONINKCB_04008			LONINKCB_04008-0
LONINKCB_04009			LONINKCB_04009-0
LONINKCB_04010			LONINKCB_04010-0
LONINKCB_04011			LONINKCB_04011-0
LONINKCB_04012			LONINKCB_04012-0
LONINKCB_04013			LONINKCB_04013-0
LONINKCB_04014			LONINKCB_04014-0
LONINKCB_04015			LONINKCB_04015-0
LONINKCB_04016			LONINKCB_04016-0
LONINKCB_04017			LONINKCB_04017-0
LONINKCB_04018			LONINKCB_04018-0
LONINKCB_04019			LONINKCB_04019-0
LONINKCB_04020			LONINKCB_04020-0
LONINKCB_04021			LONINKCB_04021-0
LONINKCB_04022			LONINKCB_04022-0
LONINKCB_04023			LONINKCB_04023-0
LONINKCB_03467		2.04e-05	LONINKCB_03467-0
LONINKCB_03468			LONINKCB_03468-0
LONINKCB_03469			LONINKCB_03469-0
LONINKCB_03470			LONINKCB_03470-0
LONINKCB_03471			LONINKCB_03471-0
LONINKCB_03472			LONINKCB_03472-0
LONINKCB_03473	35572	6.53e-06	LONINKCB_03473-0
LONINKCB_03474			LONINKCB_03474-0
LONINKCB_03475			LONINKCB_03475-0
LONINKCB_03476			LONINKCB_03476-0
LONINKCB_03477			LONINKCB_03477-0
LONINKCB_03478			LONINKCB_03478-0
LONINKCB_03479			LONINKCB_03479-0
LONINKCB_03480			LONINKCB_03480-0
LONINKCB_03481			LONINKCB_03481-0
LONINKCB_03482			LONINKCB_03482-0
LONINKCB_03483			LONINKCB_03483-0
LONINKCB_03484			LONINKCB_03484-0
LONINKCB_03485			LONINKCB_03485-0
LONINKCB_03486			LONINKCB_03486-0
LONINKCB_03487			LONINKCB_03487-0
LONINKCB_03488			LONINKCB_03488-0
LONINKCB_03489			LONINKCB_03489-0
LONINKCB_03490			LONINKCB_03490-0
LONINKCB_03491			LONINKCB_03491-0
LONINKCB_03492			LONINKCB_03492-0
LONINKCB_03493			LONINKCB_03493-0
LONINKCB_03494			LONINKCB_03494-0
LONINKCB_03495			LONINKCB_03495-0
LONINKCB_03496			LONINKCB_03496-0
LONINKCB_03497			LONINKCB_03497-0
LONINKCB_03498			LONINKCB_03498-0
