g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
LONINKCB_00634,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,840,0.6222,3.9679,0.095,0,0,0.1712,0.006,0.1384,0.0268,0.4131,-1.0759,0.736,0.4285210495515397,9.01787290166103,10.730717226001016,LONINKCB_00634-0,LONINKCB_00634-0,Bradysia coprophila,38358,35.8,1.19e-40,162,Bradysia coprophila,38358,,,Bradysia coprophila,38358,0,Sciaroidea,41830,5888,6727,LONINKCB_00633,LONINKCB_00635,mRNA
LONINKCB_00635,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,735,0.2442,3.2388,0.194,0,0,0.2466,0.0001,0.4088,0.0,0.4463,0.6317,1.4175,0.7624347661489237,8.953927287184957,10.459044959969034,LONINKCB_00635-0,LONINKCB_00635-0,Folsomia candida,158441,34.0,1.50e-14,85.1,Opisthokonta,33154,,,,,1,Unassigned,,7034,7768,LONINKCB_00634,LONINKCB_00636,mRNA
LONINKCB_00636,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,567,-0.3605,2.0724,0.2792,0,0,0.1307,0.0398,0.2792,0.0,0.4621,1.4464,1.7427,0.62384617542017,7.383156375522813,11.277261387361337,LONINKCB_00636-0,LONINKCB_00636-0,Folsomia candida,158441,32.2,1.15e-07,63.2,Hexapoda,6960,,,,,1,Unassigned,,7756,8322,LONINKCB_00635,LONINKCB_00637,mRNA
LONINKCB_00637,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,828,0.579,3.8846,0.4063,0,0,0.0629,0.3164,0.2948,0.0,0.4589,1.2845,1.6781,0.5592850149938133,8.858141852770313,10.806267593171595,LONINKCB_00637-0,LONINKCB_00637-0,Folsomia candida,158441,44.3,1.92e-57,210,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,8322,9149,LONINKCB_00636,LONINKCB_00638,mRNA
LONINKCB_00638,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,561,-0.3821,2.0307,0.4982,0,0,0.0996,0.1168,0.2868,0.0,0.4242,-0.5019,0.9651,0.6204566689246668,7.276498129734166,11.389111887432229,LONINKCB_00638-0,LONINKCB_00638-0,Hemicordylus capensis,884348,51.5,2.98e-48,179,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,9187,9747,LONINKCB_00637,LONINKCB_00639,mRNA
LONINKCB_00639,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,999,1.1946,5.0719,0.6498,0,0,0.2202,0.0004,0.4554,0.0,0.4494,0.796,1.4831,0.7388647943532216,10.629251294773953,9.932204502018179,LONINKCB_00639-0,LONINKCB_00639-0,Lasius niger,67767,42.5,3.99e-78,254,Pancrustacea,197562,,,,,1,Unassigned,,9735,10733,LONINKCB_00638,LONINKCB_00640,mRNA
LONINKCB_00640,contig_102,13,13011,0.0,667.1538,277.7865,0.3792,0.0,0.4024,4.2734,966,1.0758,4.8427,0.7963,1,0,0.2063,0.0009,0.3549,0.0,0.4306,-0.1724,1.0966,1.9330504163084579,10.401123198314716,10.686070431713205,LONINKCB_00640-0,LONINKCB_00640-0,Pseudolycoriella hygida,35572,49.4,1.33e-99,328,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Sciaroidea,41830,10721,11686,LONINKCB_00639,,mRNA
LONINKCB_00113,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,246,0.1698,-0.1564,0.8942,1,0,0.1111,0.1004,0.2185,0.0011,0.4472,2.1268,1.4359,4.462627452817274,-0.25131568652125247,-0.988498379931022,LONINKCB_00113-0,LONINKCB_00113-0,,,,,,,,,,,,0,Unassigned,,1500,1745,,LONINKCB_00114,mRNA
LONINKCB_00114,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,318,1.4586,0.3435,0.8588,0,0,0.054,0.4101,0.0948,0.1472,0.3396,-0.1133,-0.774,2.9883064415893625,0.2951865221327496,-1.6522962091437163,LONINKCB_00114-0,LONINKCB_00114-0,,,,,,,,,,,,0,Unassigned,,2000,2317,LONINKCB_00113,LONINKCB_00115,mRNA
LONINKCB_00115,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,321,1.5123,0.3643,0.8103,0,0,-0.0621,0.3592,0.1442,0.0325,0.3146,-0.6338,-1.2874,3.0038048986243684,0.06532784148110027,-1.535558256343839,LONINKCB_00115-0,LONINKCB_00115-0,,,,,,,,,,,,0,Unassigned,,2688,3008,LONINKCB_00114,LONINKCB_00116,mRNA
LONINKCB_00116,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,219,-0.3135,-0.3439,0.6603,0,0,0.0857,0.297,0.1662,0.0421,0.2785,-1.3859,-2.0293,3.110971140665863,-0.948979844008084,-1.2105753981881082,LONINKCB_00116-0,LONINKCB_00116-0,,,,,,,,,,,,0,Unassigned,,4812,5030,LONINKCB_00115,LONINKCB_00117,mRNA
LONINKCB_00117,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,261,0.4383,-0.0523,0.5439,0,0,0.1697,0.0177,0.2224,0.0018,0.2605,-1.7609,-2.3993,3.184641916366891,-0.027897782201496833,-1.7549840125665412,LONINKCB_00117-0,LONINKCB_00117-0,,,,,,,,,,,,0,Unassigned,,6460,6720,LONINKCB_00116,LONINKCB_00118,mRNA
LONINKCB_00118,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,171,-1.1727,-0.6772,0.4535,0,0,-0.0394,0.5878,0.1036,0.1528,0.3509,0.1211,-0.5427,3.0239158583169705,-2.102358963016043,-0.6132818075932382,LONINKCB_00118-0,LONINKCB_00118-0,,,,,,,,,,,,0,Unassigned,,7740,7910,LONINKCB_00117,LONINKCB_00119,mRNA
LONINKCB_00119,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,213,-0.4209,-0.3856,0.4269,0,0,0.0342,0.652,0.1477,0.0504,0.338,-0.1465,-0.8067,3.0801843134709808,-1.22356750731259,-1.099773777432171,LONINKCB_00119-0,LONINKCB_00119-0,,,,,,,,,,,,0,Unassigned,,8117,8329,LONINKCB_00118,LONINKCB_00120,mRNA
LONINKCB_00120,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,207,-0.5283,-0.4272,0.344,0,0,0.0727,0.3062,0.0385,0.5885,0.3188,-0.5463,-1.2011,2.9792265485380853,-1.3527621622893484,-0.9923622242344519,LONINKCB_00120-0,LONINKCB_00120-0,,,,,,,,,,,,0,Unassigned,,9291,9497,LONINKCB_00119,LONINKCB_00121,mRNA
LONINKCB_00121,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,420,3.2843,1.0517,0.305,0,0,0.0689,0.2926,0.3279,0.0,0.3429,-0.0459,-0.7075,3.2139637428370396,2.098855164249644,-2.819313221669101,LONINKCB_00121-0,LONINKCB_00121-0,,,,,,,,,,,,0,Unassigned,,9844,10263,LONINKCB_00120,LONINKCB_00122,mRNA
LONINKCB_00122,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,255,0.3309,-0.0939,0.2189,0,0,0.0013,0.9852,0.1706,0.0122,0.3216,-0.4894,-1.145,3.08261491168946,-0.6942780125138391,-1.3950554376302118,LONINKCB_00122-0,LONINKCB_00122-0,,,,,,,,,,,,0,Unassigned,,11063,11317,LONINKCB_00121,LONINKCB_00123,mRNA
LONINKCB_00123,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,231,-0.0987,-0.2606,0.0586,0,0,0.0026,0.9722,0.0225,0.7623,0.2771,-1.4168,-2.0598,2.9356577472844863,-1.2492806114803687,-1.0592717891151773,LONINKCB_00123-0,LONINKCB_00123-0,,,,,,,,,,,,0,Unassigned,,13333,13563,LONINKCB_00122,LONINKCB_00124,mRNA
LONINKCB_00124,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,159,-1.3875,-0.7605,0.0447,0,0,-0.1183,0.1594,0.1016,0.2272,0.3145,-0.6374,-1.291,3.0064691745867647,-2.529892214667143,-0.47524005772763234,LONINKCB_00124-0,LONINKCB_00124-0,,,,,,,,,,,,0,Unassigned,,13530,13688,LONINKCB_00123,LONINKCB_00125,mRNA
LONINKCB_00125,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,165,-1.2801,-0.7188,0.0461,0,0,-0.0693,0.3382,-0.0913,0.2069,0.3939,1.0182,0.3423,2.8144161188114825,-2.5664234770424788,-0.3251983752374705,LONINKCB_00125-0,LONINKCB_00125-0,,,,,,,,,,,,0,Unassigned,,14652,14816,LONINKCB_00124,LONINKCB_00126,mRNA
LONINKCB_00126,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,270,0.5994,0.0102,0.0657,0,0,-0.0105,0.8794,0.0481,0.4885,0.2889,-1.1703,-1.8166,2.945339157626307,-0.690412726577022,-1.3270362477997177,LONINKCB_00126-0,LONINKCB_00126-0,,,,,,,,,,,,0,Unassigned,,14825,15094,LONINKCB_00125,LONINKCB_00127,mRNA
LONINKCB_00127,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,210,-0.4746,-0.4064,0.0825,0,0,-0.0704,0.3077,0.0664,0.3356,0.4238,1.6405,0.9562,2.9661665981339307,-1.7022813497286131,-0.8417454196134841,LONINKCB_00127-0,LONINKCB_00127-0,,,,,,,,,,,,0,Unassigned,,15122,15331,LONINKCB_00126,LONINKCB_00128,mRNA
LONINKCB_00128,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,351,2.0493,0.5726,0.1147,0,0,0.0862,0.1758,0.1751,0.0057,0.3989,1.1208,0.4434,3.0828599396340315,0.9355000340993704,-2.2179779628862732,LONINKCB_00128-0,LONINKCB_00128-0,,,,,,,,,,,,0,Unassigned,,15438,15788,LONINKCB_00127,LONINKCB_00129,mRNA
LONINKCB_00129,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,213,-0.4209,-0.3856,0.1503,0,0,0.2496,0.0006,0.2772,0.0001,0.3146,-0.6356,-1.2892,3.290090919443111,-0.4311644679123461,-1.7602752530392944,LONINKCB_00129-0,LONINKCB_00129-0,,,,,,,,,,,,0,Unassigned,,16080,16292,LONINKCB_00128,LONINKCB_00130,mRNA
LONINKCB_00130,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,210,-0.4746,-0.4064,0.1838,0,0,0.0379,0.5846,-0.025,0.7189,0.3762,0.6485,-0.0225,2.9017120787082824,-1.507064014176225,-0.8900128648167233,LONINKCB_00130-0,LONINKCB_00130-0,,,,,,,,,,,,0,Unassigned,,16557,16766,LONINKCB_00129,LONINKCB_00131,mRNA
LONINKCB_00131,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,213,-0.4209,-0.3856,0.2085,0,0,0.1119,0.1093,0.0475,0.498,0.3474,0.0491,-0.6138,3.001010020106353,-1.1466259868190598,-1.1503083663471205,LONINKCB_00131-0,LONINKCB_00131-0,,,,,,,,,,,,0,Unassigned,,16904,17116,LONINKCB_00130,LONINKCB_00132,mRNA
LONINKCB_00132,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,255,0.3309,-0.0939,0.2987,0,0,-0.1765,0.0095,-0.1616,0.0178,0.3176,-0.5711,-1.2256,2.6713539060244775,-1.6669602911473425,-0.5543226817122163,LONINKCB_00132-0,LONINKCB_00132-0,,,,,,,,,,,,0,Unassigned,,18139,18393,LONINKCB_00131,LONINKCB_00133,mRNA
LONINKCB_00133,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,237,0.0087,-0.2189,0.3401,0,0,0.0691,0.3169,0.054,0.4342,0.308,-0.7718,-1.4235,2.9843888360157496,-0.9104649690412685,-1.206493658939285,LONINKCB_00133-0,LONINKCB_00133-0,,,,,,,,,,,,0,Unassigned,,18744,18980,LONINKCB_00132,LONINKCB_00134,mRNA
LONINKCB_00134,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,168,-1.2264,-0.698,0.3584,0,0,-0.025,0.7536,-0.1659,0.0361,0.3036,-0.8644,-1.5149,2.7437019771604465,-2.4803473326516814,-0.24839424283541345,LONINKCB_00134-0,LONINKCB_00134-0,,,,,,,,,,,,0,Unassigned,,19071,19238,LONINKCB_00133,LONINKCB_00135,mRNA
LONINKCB_00135,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,189,-0.8505,-0.5522,0.4003,0,0,0.0848,0.2566,-0.0709,0.3429,0.3228,-0.4648,-1.1207,2.871903248263062,-1.7239826146266886,-0.7241894424557609,LONINKCB_00135-0,LONINKCB_00135-0,,,,,,,,,,,,0,Unassigned,,19644,19832,LONINKCB_00134,LONINKCB_00136,mRNA
LONINKCB_00136,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,231,-0.0987,-0.2606,0.4456,0,0,0.0605,0.3579,0.1249,0.057,0.3939,1.0182,0.3423,3.05781657903338,-0.918709815968697,-1.2301943651869767,LONINKCB_00136-0,LONINKCB_00136-0,,,,,,,,,,,,0,Unassigned,,20244,20474,LONINKCB_00135,LONINKCB_00137,mRNA
LONINKCB_00137,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,210,-0.4746,-0.4064,0.5455,0,0,0.194,0.0083,-0.1033,0.1628,0.3095,-0.7404,-1.3925,2.86280907432275,-1.1405919819900288,-0.9884281418806988,LONINKCB_00137-0,LONINKCB_00137-0,,,,,,,,,,,,0,Unassigned,,21679,21888,LONINKCB_00136,LONINKCB_00138,mRNA
LONINKCB_00138,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,213,-0.4209,-0.3856,0.5594,0,0,0.1783,0.0082,0.188,0.0052,0.3662,0.4403,-0.2278,3.1669374203429954,-0.7406120270731401,-1.401295435922201,LONINKCB_00138-0,LONINKCB_00138-0,,,,,,,,,,,,0,Unassigned,,21873,22085,LONINKCB_00137,LONINKCB_00139,mRNA
LONINKCB_00139,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,213,-0.4209,-0.3856,0.6045,0,0,0.0312,0.6456,0.2112,0.0017,0.3709,0.5381,-0.1313,3.1444672205201813,-1.1353623918602644,-1.1463541364715981,LONINKCB_00139-0,LONINKCB_00139-0,,,,,,,,,,,,0,Unassigned,,22512,22724,LONINKCB_00138,LONINKCB_00140,mRNA
LONINKCB_00140,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,225,-0.2061,-0.3022,0.6234,0,0,0.08,0.2159,0.1733,0.007,0.3867,0.8667,0.1928,3.1151758518945614,-0.8712467677117409,-1.2581778331711675,LONINKCB_00140-0,LONINKCB_00140-0,,,,,,,,,,,,0,Unassigned,,22768,22992,LONINKCB_00139,LONINKCB_00141,mRNA
LONINKCB_00141,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,192,-0.7968,-0.5314,0.7161,0,0,0.0638,0.4085,0.0654,0.3966,0.3021,-0.8954,-1.5455,3.005134638223763,-1.5373251339715752,-0.8313409933021502,LONINKCB_00141-0,LONINKCB_00141-0,,,,,,,,,,,,0,Unassigned,,24114,24305,LONINKCB_00140,LONINKCB_00142,mRNA
LONINKCB_00142,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,258,0.3846,-0.0731,0.7888,0,0,-0.033,0.6175,0.0212,0.7479,0.4341,1.8551,1.1678,2.903833996762213,-0.9270777777163264,-1.001138032913858,LONINKCB_00142-0,LONINKCB_00142-0,,,,,,,,,,,,0,Unassigned,,25077,25334,LONINKCB_00141,LONINKCB_00143,mRNA
LONINKCB_00143,contig_1005,31,28325,0.0001,236.5161,55.8661,0.4641,0.0,0.3314,-2.3461,288,0.9216,0.1352,0.9444,1,0,-0.0339,0.6119,0.0765,0.2512,0.4028,1.2024,0.5239,4.250395441247639,-0.2628737036948011,-0.7713329112724973,LONINKCB_00143-0,LONINKCB_00143-0,,,,,,,,,,,,0,Unassigned,,27251,27538,LONINKCB_00142,,mRNA
LONINKCB_00525,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,339,1.0951,0.4893,0.946,1,0,0.0106,0.8654,0.1447,0.0205,0.3687,-0.1889,-0.1757,3.973259549291904,0.606763131808742,-0.37195220208084123,LONINKCB_00525-0,LONINKCB_00525-0,,,,,,,,,,,,0,Unassigned,,809,1147,,LONINKCB_00526,mRNA
LONINKCB_00526,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,285,0.4025,0.1144,0.9123,0,0,0.1403,0.0433,0.2729,0.0001,0.3719,-0.0995,-0.11,2.867219660538316,0.38693006577485484,-1.0095478986837134,LONINKCB_00526-0,LONINKCB_00526-0,,,,,,,,,,,,0,Unassigned,,1313,1597,LONINKCB_00525,LONINKCB_00527,mRNA
LONINKCB_00527,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,174,-1.0211,-0.6564,0.8629,0,0,0.102,0.1793,0.1853,0.0141,0.3851,0.2672,0.1598,2.795699811249658,-1.1270387254559213,-0.25747081715335474,LONINKCB_00527-0,LONINKCB_00527-0,,,,,,,,,,,,0,Unassigned,,2052,2225,LONINKCB_00526,LONINKCB_00528,mRNA
LONINKCB_00528,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,267,0.1717,-0.0106,0.8323,0,0,0.031,0.6627,0.1171,0.0979,0.3446,-0.8639,-0.6723,2.6731212841060943,-0.35823687112268165,-0.5018615329453904,LONINKCB_00528-0,LONINKCB_00528-0,,,,,,,,,,,,0,Unassigned,,2509,2775,LONINKCB_00527,LONINKCB_00529,mRNA
LONINKCB_00529,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,249,-0.0592,-0.1356,0.7586,0,0,0.1621,0.0132,0.1666,0.0108,0.3896,0.3929,0.2523,2.7737498223826518,-0.11859044328425775,-0.7481955772937372,LONINKCB_00529-0,LONINKCB_00529-0,,,,,,,,,,,,0,Unassigned,,3612,3860,LONINKCB_00528,LONINKCB_00530,mRNA
LONINKCB_00530,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,255,0.0178,-0.0939,0.7059,0,0,0.0558,0.3894,0.1204,0.0625,0.4157,1.1229,0.7892,2.689793839428805,-0.42581848839171815,-0.5219384798414728,LONINKCB_00530-0,LONINKCB_00530-0,,,,,,,,,,,,0,Unassigned,,4400,4654,LONINKCB_00529,LONINKCB_00531,mRNA
LONINKCB_00531,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,171,-1.0596,-0.6772,0.6707,0,0,-0.1391,0.1697,0.2307,0.0216,0.4094,0.9461,0.6592,2.771242301033366,-1.8126042321233713,0.10404183114441448,LONINKCB_00531-0,LONINKCB_00531-0,,,,,,,,,,,,0,Unassigned,,4927,5097,LONINKCB_00530,LONINKCB_00532,mRNA
LONINKCB_00532,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,213,-0.5209,-0.3856,0.5346,0,0,0.247,0.0003,0.1633,0.019,0.3052,-1.9648,-1.4821,2.810936076119739,-0.3016731707736718,-0.7730272749001165,LONINKCB_00532-0,LONINKCB_00532-0,,,,,,,,,,,,0,Unassigned,,6963,7175,LONINKCB_00531,LONINKCB_00533,mRNA
LONINKCB_00533,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,249,-0.0592,-0.1356,0.4743,0,0,-0.0881,0.1667,0.1125,0.077,0.4498,2.0759,1.4903,2.6407664824993,-0.9381122604051995,-0.2602761157432619,LONINKCB_00533-0,LONINKCB_00533-0,,,,,,,,,,,,0,Unassigned,,7864,8112,LONINKCB_00532,LONINKCB_00534,mRNA
LONINKCB_00534,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,264,0.1332,-0.0315,0.4481,0,0,0.0556,0.4474,0.1143,0.1172,0.2727,-2.871,-2.1488,2.684046347743688,-0.3452981675035356,-0.6169007936852356,LONINKCB_00534-0,LONINKCB_00534-0,,,,,,,,,,,,0,Unassigned,,8256,8519,LONINKCB_00533,LONINKCB_00535,mRNA
LONINKCB_00535,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,258,0.0562,-0.0731,0.4184,0,0,0.005,0.9427,0.0969,0.166,0.3488,-0.7447,-0.5846,2.651681099215391,-0.586908773419095,-0.47237295255011374,LONINKCB_00535-0,LONINKCB_00535-0,,,,,,,,,,,,0,Unassigned,,8700,8957,LONINKCB_00534,LONINKCB_00536,mRNA
LONINKCB_00536,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,210,-0.5594,-0.4064,0.4011,0,0,0.0058,0.9325,0.1337,0.0486,0.3762,0.0195,-0.0225,2.705753700306491,-1.0878803994687527,-0.2882294942272751,LONINKCB_00536-0,LONINKCB_00536-0,,,,,,,,,,,,0,Unassigned,,8960,9169,LONINKCB_00535,LONINKCB_00537,mRNA
LONINKCB_00537,contig_1017,39,29917,0.0001,253.6154,77.97,0.5225,0.0,0.3565,-0.0059,228,-0.3285,-0.2814,0.3774,0,0,0.0946,0.1491,0.1962,0.0026,0.3772,0.0475,-0.0019,2.7953799322087787,-0.5366779626211943,-0.6443626798858498,LONINKCB_00537-0,LONINKCB_00537-0,,,,,,,,,,,,0,Unassigned,,9314,9541,LONINKCB_00536,LONINKCB_00538,mRNA
