g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
None-gene-66186,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,306,-0.5326,-0.5326,0.9976,0,0,0.0845,0.1956,0.0845,0.1956,0.3889,0.2528,0.2528,-0.9180605671294199,1.1033395086995403,-1.1760214115135033,None-gene-66186-0,None-gene-66186-0,Pseudolycoriella hygida,35572,46.1,4.08e-23,96.3,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Bilateria,33213,66186,66491,None-gene-52171513,None-gene-27617876,mRNA
None-gene-67085,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,117,-0.5805,-0.5805,0.9975,0,0,0.0518,0.4792,0.0518,0.4792,0.547,4.8313,4.8313,-1.2106793681411685,1.0935667811308105,-1.1699445590098734,None-gene-67085-0,None-gene-67085-0,Hypsibius exemplaris,2072580,69.2,6.60e-12,66.6,cellular organisms,131567,Endopterygota,33392,Endopterygota,33392,1,Bilateria,33213,67085,67201,None-gene-2137512,None-gene-25769712,mRNA
None-gene-68920,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,6449,1.0242,1.0242,0.9975,0,0,0.073,0.2443,0.073,0.2443,0.4502,2.0268,2.0268,0.5515473007280134,1.1324117481042777,-1.1825601989725019,None-gene-68920-0,None-gene-68920-0,Tribolium castaneum,7070,92.9,2.17e-11,79.0,Eukaryota,2759,Endopterygota,33392,Endopterygota,33392,1,Bilateria,33213,68920,75368,None-gene-31334517,None-gene-17719293,mRNA
None-gene-69991,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,1959,-0.1137,-0.1137,0.9974,0,0,0.0649,0.3009,0.0649,0.3009,0.4768,2.7976,2.7976,-0.6457194299471656,1.1064511390474827,-1.1745546941817122,None-gene-69991-0,None-gene-69991-0,Rhynchosciara americana,7186,54.3,1.55e-242,709,Rhynchosciara americana,7186,,,Rhynchosciara americana,7186,0,Bilateria,33213,69991,71949,None-gene-2799939,None-gene-52754912,mRNA
None-gene-72052,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,579,-0.4634,-0.4634,0.9974,0,0,-0.0571,0.3706,-0.0571,0.3706,0.4093,0.8446,0.8446,-1.9069993568296744,1.0673486021751977,-1.1518339978183008,None-gene-72052-0,None-gene-72052-0,Asbolus verrucosus,1661398,48.4,6.43e-55,198,cellular organisms,131567,Bradysia,35571,Bradysia,35571,1,Bilateria,33213,72052,72630,None-gene-9818546,None-gene-2753220,mRNA
None-gene-73715,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,1233,-0.2977,-0.2977,0.9973,0,0,0.0268,0.67,0.0268,0.67,0.4574,2.2372,2.2372,-1.1143854417350285,1.092450607575916,-1.1667968846338939,None-gene-73715-0,None-gene-73715-0,Rhynchosciara americana,7186,51.5,5.99e-138,430,Rhynchosciara americana,7186,,,Rhynchosciara americana,7186,0,Bilateria,33213,73715,74947,None-gene-30098360,None-gene-45106878,mRNA
None-gene-75179,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,636,-0.449,-0.449,0.9973,0,0,-0.0661,0.2995,-0.0661,0.2995,0.4182,1.1027,1.1027,-1.9600198008614698,1.0650594324004694,-1.1501404703426383,None-gene-75179-0,None-gene-75179-0,Dracunculus medinensis,318479,42.6,2.18e-33,127,Bilateria,33213,Neoptera,33340,Neoptera,33340,1,Bilateria,33213,75179,75814,None-gene-11291600,None-gene-31334255,mRNA
None-gene-84922,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,384,-0.5128,-0.5128,0.9969,0,0,-0.0596,0.342,-0.0596,0.342,0.4256,1.3155,1.3155,-1.974748193659488,1.064497515670306,-1.14992186769409,None-gene-84922-0,None-gene-84922-0,Ancylostoma duodenale,51022,45.3,5.87e-29,121,root,1,Endopterygota,33392,Endopterygota,33392,1,Bilateria,33213,84922,85305,None-gene-23218721,None-gene-3817590,mRNA
None-gene-86763,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,228,-0.5524,-0.5524,0.9968,0,0,0.2057,0.0011,0.2057,0.0011,0.4518,2.0731,2.0731,-0.03298067672961489,1.1326563860461056,-1.194588565055475,None-gene-86763-0,None-gene-86763-0,Aphanomyces astaci,112090,51.9,2.61e-18,89.0,Eukaryota,2759,Nematocera,7148,Nematocera,7148,1,Bilateria,33213,86763,86990,None-gene-20660698,None-gene-34747289,mRNA
None-gene-87106,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,381,-0.5136,-0.5136,0.9968,0,0,0.0576,0.3667,0.0576,0.3667,0.4226,1.2282,1.2282,-1.1003480614721763,1.0948206996989776,-1.1696120122418787,None-gene-87106-0,None-gene-87106-0,Pseudolycoriella hygida,35572,55.6,4.56e-38,147,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Bilateria,33213,87106,87486,None-gene-36250032,None-gene-7045694,mRNA
None-gene-89599,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,435,-0.4999,-0.4999,0.9967,0,0,0.0538,0.3913,0.0538,0.3913,0.4207,1.1736,1.1736,-1.114905177193421,1.0938804896908132,-1.1688009868442872,None-gene-89599-0,None-gene-89599-0,Hermetia illucens,343691,49.7,9.05e-36,142,cellular organisms,131567,Diptera,7147,Diptera,7147,1,Bilateria,33213,89599,90033,None-gene-44711898,None-gene-22709705,mRNA
None-gene-90952,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,198,-0.56,-0.56,0.9967,0,0,0.0236,0.7599,0.0236,0.7599,0.2929,-2.5258,-2.5258,-1.4005219510600608,1.0847535428767754,-1.1633261067630758,None-gene-90952-0,None-gene-90952-0,Rhagoletis pomonella,28610,56.1,5.55e-20,93.2,cellular organisms,131567,Diptera,7147,Diptera,7147,1,Bilateria,33213,90952,91149,None-gene-54445830,None-gene-35749750,mRNA
None-gene-92377,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,300,-0.5341,-0.5341,0.9966,0,0,-0.0266,0.6764,-0.0266,0.6764,0.45,2.0223,2.0223,-1.7500181021902959,1.0719483106219219,-1.1546869019029662,None-gene-92377-0,None-gene-92377-0,Paramacrobiotus metropolitanus,2943436,51.0,2.01e-22,99.0,Parachela,149990,,,Parachela,149990,0,Bilateria,33213,92377,92676,None-gene-19314066,None-gene-4877604,mRNA
None-gene-97726,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,213,-0.5562,-0.5562,0.9964,0,0,-0.098,0.1239,-0.098,0.1239,0.4883,3.1303,3.1303,-2.3048338140075493,1.0524000784762577,-1.1419350900966336,None-gene-97726-0,None-gene-97726-0,Phaedon cochleariae,80249,48.6,2.71e-15,80.1,cellular organisms,131567,Nematocera,7148,Nematocera,7148,1,Bilateria,33213,97726,97938,None-gene-40258612,None-gene-1205408,mRNA
None-gene-100444,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,288,-0.5372,-0.5372,0.9963,0,0,0.0897,0.1722,0.0897,0.1722,0.4375,1.6604,1.6604,-0.8841586316937513,1.1015271199291201,-1.1737292561539636,None-gene-100444-0,None-gene-100444-0,Brachionus calyciflorus,104777,38.9,4.69e-10,66.2,cellular organisms,131567,Endopterygota,33392,Endopterygota,33392,1,Bilateria,33213,100444,100731,None-gene-37518452,None-gene-20791698,mRNA
None-gene-102234,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,222,-0.5539,-0.5539,0.9963,0,0,-0.007,0.9156,-0.007,0.9156,0.4369,1.6441,1.6441,-1.6232284470410507,1.0759473961038195,-1.1571843989887924,None-gene-102234-0,None-gene-102234-0,Callosobruchus chinensis,146774,48.6,2.63e-11,68.9,Neoptera,33340,Endopterygota,33392,Endopterygota,33392,1,Bilateria,33213,102234,102455,None-gene-15210341,None-gene-32824444,mRNA
None-gene-102989,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,696,-0.4338,-0.4338,0.9962,0,0,0.0274,0.6622,0.0274,0.6622,0.3405,-1.1478,-1.1478,-1.2462013461920227,1.0871813669994648,-1.1634687924775482,None-gene-102989-0,None-gene-102989-0,Pseudolycoriella hygida,35572,29.0,7.30e-20,99.8,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Bilateria,33213,102989,103684,None-gene-10080009,None-gene-7755366,mRNA
None-gene-110762,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,201,-0.5592,-0.5592,0.996,0,0,0.1499,0.0265,0.1499,0.0265,0.4229,1.2372,1.2372,-0.45662821601616976,1.1160673841313833,-1.1831194908915952,None-gene-110762-0,None-gene-110762-0,Pseudolycoriella hygida,35572,74.6,7.43e-21,88.6,Pseudolycoriella hygida,35572,,,Pseudolycoriella hygida,35572,0,Bilateria,33213,110762,110962,None-gene-30084398,None-gene-47948464,mRNA
None-gene-122583,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,198,-0.56,-0.56,0.9955,0,0,-0.0135,0.8502,-0.0135,0.8502,0.3687,-0.3321,-0.3321,-1.6775338512930813,1.072244745413723,-1.154108425046949,None-gene-122583-0,None-gene-122583-0,Bradysia odoriphaga,1564500,46.2,6.63e-11,67.4,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Bilateria,33213,122583,122780,None-gene-24590948,None-gene-26537192,mRNA
None-gene-125755,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,378,-0.5144,-0.5144,0.9954,0,0,-0.0078,0.9021,-0.0078,0.9021,0.4206,1.1721,1.1721,-1.5891170533399657,1.0744482631492436,-1.1550933684082014,None-gene-125755-0,None-gene-125755-0,Sitodiplosis mosellana,263140,56.6,3.28e-31,127,cellular organisms,131567,Sciaroidea,41830,Sciaroidea,41830,1,Bilateria,33213,125755,126132,None-gene-32390518,None-gene-41646767,mRNA
None-gene-126676,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,234,-0.5508,-0.5508,0.9954,0,0,-0.0593,0.3905,-0.0593,0.3905,0.406,0.7478,0.7478,-2.0108966229855487,1.0602400397354232,-1.146123763629133,None-gene-126676-0,None-gene-126676-0,Rickettsiaceae bacterium,2023360,64.1,8.11e-24,104,Bacteria,2,,,Bacteria,2,0,Bacteria,2,126676,126909,None-gene-36251840,None-gene-32108486,mRNA
None-gene-127918,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,315,-0.5303,-0.5303,0.9953,0,0,-0.0114,0.8608,-0.0114,0.8608,0.3905,0.2988,0.2988,-1.6323526170592797,1.0729335354100182,-1.1541468887376614,None-gene-127918-0,None-gene-127918-0,Rickettsiaceae bacterium,2023360,56.9,1.10e-29,122,cellular organisms,131567,Sciaroidea,41830,Sciaroidea,41830,1,Bilateria,33213,127918,128232,None-gene-54708060,None-gene-38459911,mRNA
None-gene-128526,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,708,-0.4307,-0.4307,0.9953,0,0,-0.0039,0.9511,-0.0039,0.9511,0.4803,2.8986,2.8986,-1.476304484363154,1.0769680912714954,-1.1559846504135451,None-gene-128526-0,None-gene-128526-0,Bradysia odoriphaga,1564500,80.4,8.09e-118,381,Bradysia odoriphaga,1564500,,,Bradysia,35571,1,Bilateria,33213,128526,129233,None-gene-43655000,None-gene-21915227,mRNA
None-gene-129874,JASKUS010000001.1,4731,54744915,1.0,2407.6597,3946.0102,1.0,0.0,0.3476,,93,-0.5866,-0.5866,0.9953,0,0,0.1007,0.2658,0.1007,0.2658,0.4301,1.4463,1.4463,-0.8510142978839188,1.1010201975332554,-1.1729028939192951,None-gene-129874-0,None-gene-129874-0,Bradysia odoriphaga,1564500,96.6,4.60e-08,57.4,Diptera,7147,Bradysia,35571,Bradysia,35571,1,Bilateria,33213,129874,129966,None-gene-29982913,None-gene-46250963,mRNA
