#gene_id	taxID	e_value	fasta_id
None-gene-17058	7375	4.80e-04	None-gene-17058-0
None-gene-30420	35571	3.56e-108	None-gene-30420-0
None-gene-1339	1869227	8.02e-51	None-gene-1339-0
None-gene-4255	263140	1.00e-47	None-gene-4255-0
None-gene-8505	37567	3.36e-15	None-gene-8505-0
None-gene-11706	35571	1.84e-90	None-gene-11706-0
None-gene-21071	35571	2.75e-69	None-gene-21071-0
None-gene-35101	35571	5.68e-36	None-gene-35101-0
None-gene-42542	35571	3.80e-137	None-gene-42542-0
None-gene-67798	35571	8.80e-73	None-gene-67798-0
None-gene-75206	35571	5.48e-40	None-gene-75206-0
None-gene-84999	35572	5.30e-06	None-gene-84999-0
None-gene-101797	35571	5.50e-06	None-gene-101797-0
None-gene-106538	33392	1.35e-27	None-gene-106538-0
None-gene-113923	7148	3.26e-17	None-gene-113923-0
None-gene-117326	7184	1.94e-10	None-gene-117326-0
None-gene-117366	6333	7.38e-17	None-gene-117366-0
None-gene-117942			None-gene-117942-0
None-gene-134066	35572	7.82e-69	None-gene-134066-0
None-gene-768	35571	3.33e-185	None-gene-768-0
None-gene-7142	35571	3.35e-180	None-gene-7142-0
None-gene-9739	35571	1.56e-149	None-gene-9739-0
None-gene-14740	35571	1.80e-85	None-gene-14740-0
None-gene-15193			None-gene-15193-0
None-gene-16618	35571	1.18e-77	None-gene-16618-0
None-gene-20803	35571	2.54e-78	None-gene-20803-0
None-gene-28264	35571	6.67e-218	None-gene-28264-0
None-gene-28658			None-gene-28658-0
None-gene-4241	7148	6.05e-22	None-gene-4241-0
None-gene-6587	35571	3.63e-81	None-gene-6587-0
None-gene-15903	343691	2.36e-06	None-gene-15903-0
None-gene-25748	35571	9.24e-26	None-gene-25748-0
None-gene-27111	35571	1.55e-81	None-gene-27111-0
None-gene-28516	35571	4.78e-62	None-gene-28516-0
None-gene-34631			None-gene-34631-0
None-gene-39179	35571	9.89e-33	None-gene-39179-0
None-gene-41845	7147	7.95e-06	None-gene-41845-0
None-gene-51483	35571	1.45e-40	None-gene-51483-0
None-gene-52585	35571	7.65e-46	None-gene-52585-0
None-gene-60196	35571	3.78e-20	None-gene-60196-0
None-gene-76343	35572	8.63e-80	None-gene-76343-0
None-gene-81764	33392	1.36e-12	None-gene-81764-0
None-gene-83629	35572	1.58e-18	None-gene-83629-0
None-gene-89308	33392	1.27e-15	None-gene-89308-0
None-gene-91159	35571	2.24e-33	None-gene-91159-0
None-gene-110468	35571	4.48e-14	None-gene-110468-0
None-gene-9087	158441	2.42e-82	None-gene-9087-0
None-gene-10135	348720	1.28e-08	None-gene-10135-0
None-gene-23547	33392	3.20e-10	None-gene-23547-0
None-gene-25217	33392	1.24e-23	None-gene-25217-0
None-gene-33096	35571	1.73e-145	None-gene-33096-0
None-gene-47724	35571	2.43e-92	None-gene-47724-0
None-gene-55936	35571	2.48e-158	None-gene-55936-0
None-gene-62154	35571	5.54e-36	None-gene-62154-0
None-gene-63891	33392	1.17e-46	None-gene-63891-0
None-gene-69190	35571	1.32e-125	None-gene-69190-0
None-gene-76324			None-gene-76324-0
None-gene-91039	7148	3.04e-13	None-gene-91039-0
None-gene-95950	35571	4.22e-301	None-gene-95950-0
None-gene-112585	35572	4.32e-06	None-gene-112585-0
None-gene-114971	35572	5.87e-39	None-gene-114971-0
None-gene-127515			None-gene-127515-0
None-gene-132460	37567	4.70e-78	None-gene-132460-0
None-gene-138883	7148	9.93e-40	None-gene-138883-0
None-gene-155320	35572	4.52e-68	None-gene-155320-0
None-gene-173256	104431	6.04e-21	None-gene-173256-0
None-gene-678	35571	1.90e-28	None-gene-678-0
None-gene-31193	35571	9.00e-32	None-gene-31193-0
None-gene-70622	35571	1.15e-26	None-gene-70622-0
None-gene-95390	33392	5.46e-10	None-gene-95390-0
None-gene-136551	7148	3.21e-85	None-gene-136551-0
None-gene-138702	121845	7.13e-25	None-gene-138702-0
None-gene-1906	35571	1.97e-32	None-gene-1906-0
None-gene-4161	35571	2.36e-170	None-gene-4161-0
None-gene-17748	7184	1.64e-08	None-gene-17748-0
None-gene-19237	35571	3.39e-166	None-gene-19237-0
None-gene-24635	35571	1.58e-254	None-gene-24635-0
None-gene-27943	7147	9.69e-23	None-gene-27943-0
None-gene-29119	35571	5.85e-20	None-gene-29119-0
None-gene-29501	33392	1.13e-107	None-gene-29501-0
None-gene-30923	6333	2.07e-11	None-gene-30923-0
None-gene-35856	41088	1.37e-17	None-gene-35856-0
None-gene-53915	35571	7.92e-47	None-gene-53915-0
None-gene-58720	35571	1.27e-108	None-gene-58720-0
None-gene-60454	210409	5.93e-11	None-gene-60454-0
None-gene-61669	35571	7.29e-42	None-gene-61669-0
None-gene-63332	158441	1.18e-10	None-gene-63332-0
None-gene-173664	35571	2.97e-63	None-gene-173664-0
None-gene-201424	35571	2.56e-90	None-gene-201424-0
None-gene-202284	35571	2.21e-37	None-gene-202284-0
None-gene-55417	39272	1.41e-118	None-gene-55417-0
None-gene-56905	33392	3.20e-33	None-gene-56905-0
None-gene-58163			None-gene-58163-0
None-gene-80254	35571	8.74e-97	None-gene-80254-0
None-gene-82157	1869227	3.92e-41	None-gene-82157-0
None-gene-85532	263140	7.16e-48	None-gene-85532-0
None-gene-99122	35571	4.97e-56	None-gene-99122-0
None-gene-7926	35571	2.77e-64	None-gene-7926-0
None-gene-11413	35571	1.80e-42	None-gene-11413-0
None-gene-16457	35571	4.13e-118	None-gene-16457-0
None-gene-32758	7147	4.06e-04	None-gene-32758-0
None-gene-3238	33882	1.66e-09	None-gene-3238-0
None-gene-3968	201174	6.30e-11	None-gene-3968-0
None-gene-4755	1783272	7.23e-119	None-gene-4755-0
None-gene-3300	35571	5.53e-114	None-gene-3300-0
None-gene-8810	35571	1.91e-149	None-gene-8810-0
None-gene-15999	35571	3.93e-240	None-gene-15999-0
None-gene-19878	35571	2.56e-101	None-gene-19878-0
None-gene-21911	35571	2.32e-291	None-gene-21911-0
None-gene-27143	35571	4.68e-70	None-gene-27143-0
None-gene-29096	35571	2.95e-05	None-gene-29096-0
None-gene-29381	33392	9.16e-10	None-gene-29381-0
None-gene-29949	35571	2.33e-22	None-gene-29949-0
None-gene-32059	35571	1.13e-168	None-gene-32059-0
None-gene-33112	35571	4.18e-86	None-gene-33112-0
None-gene-41542	37567	2.35e-11	None-gene-41542-0
None-gene-41943	158441	4.62e-98	None-gene-41943-0
None-gene-48666	35571	2.27e-17	None-gene-48666-0
None-gene-1393	35572	9.14e-265	None-gene-1393-0
None-gene-24152	35571	1.79e-111	None-gene-24152-0
None-gene-24180			None-gene-24180-0
None-gene-26350	35571	7.07e-18	None-gene-26350-0
None-gene-36056	7184	6.01e-22	None-gene-36056-0
None-gene-48479	35571	5.54e-28	None-gene-48479-0
None-gene-68344	7148	4.95e-18	None-gene-68344-0
None-gene-68597	7148	1.13e-19	None-gene-68597-0
None-gene-76680	7148	8.07e-18	None-gene-76680-0
None-gene-96571	35571	1.70e-28	None-gene-96571-0
None-gene-100453	149990	1.14e-10	None-gene-100453-0
None-gene-143646	33392	6.80e-53	None-gene-143646-0
None-gene-165419			None-gene-165419-0
None-gene-214854	7054	2.58e-25	None-gene-214854-0
None-gene-216188	33392	7.88e-82	None-gene-216188-0
None-gene-224578	33392	1.36e-89	None-gene-224578-0
None-gene-228051	35571	5.04e-67	None-gene-228051-0
None-gene-241418	2038154	3.19e-13	None-gene-241418-0
None-gene-247145	35572	1.04e-38	None-gene-247145-0
None-gene-257622	35571	5.42e-27	None-gene-257622-0
None-gene-268088	33392	3.78e-151	None-gene-268088-0
None-gene-287092	104452	1.62e-05	None-gene-287092-0
None-gene-321793	35571	5.01e-49	None-gene-321793-0
None-gene-323838	33392	1.35e-31	None-gene-323838-0
None-gene-368121	35571	1.06e-60	None-gene-368121-0
None-gene-388734	41088	1.74e-22	None-gene-388734-0
None-gene-30104			None-gene-30104-0
None-gene-32011	35571	0.0	None-gene-32011-0
None-gene-3041	37567	5.82e-56	None-gene-3041-0
None-gene-3949	35572	9.52e-156	None-gene-3949-0
None-gene-15599			None-gene-15599-0
None-gene-15985			None-gene-15985-0
None-gene-26605	35571	1.63e-60	None-gene-26605-0
None-gene-31330	35572	7.32e-13	None-gene-31330-0
None-gene-34076	35571	8.25e-05	None-gene-34076-0
None-gene-44288			None-gene-44288-0
None-gene-93486	35571	6.44e-11	None-gene-93486-0
None-gene-102815	35572	1.55e-42	None-gene-102815-0
None-gene-120343	35571	6.55e-60	None-gene-120343-0
None-gene-134606	33392	5.91e-14	None-gene-134606-0
None-gene-142437	263140	5.11e-55	None-gene-142437-0
None-gene-144459	35572	2.50e-153	None-gene-144459-0
None-gene-166024			None-gene-166024-0
None-gene-206182	35572	5.86e-23	None-gene-206182-0
None-gene-237297	33392	1.07e-20	None-gene-237297-0
None-gene-260996	35571	1.38e-71	None-gene-260996-0
None-gene-321915	35571	3.43e-45	None-gene-321915-0
None-gene-337743	35571	7.97e-22	None-gene-337743-0
None-gene-343767			None-gene-343767-0
None-gene-351193	35571	0.0	None-gene-351193-0
None-gene-367860	35571	6.38e-31	None-gene-367860-0
None-gene-368985	143999	5.99e-12	None-gene-368985-0
None-gene-370676			None-gene-370676-0
None-gene-380122	35571	6.98e-60	None-gene-380122-0
None-gene-392352	35571	9.50e-31	None-gene-392352-0
None-gene-395339	35571	1.61e-07	None-gene-395339-0
None-gene-400526	35571	3.20e-84	None-gene-400526-0
None-gene-401162	35571	5.42e-24	None-gene-401162-0
None-gene-404461	35571	5.58e-223	None-gene-404461-0
None-gene-415368	35571	9.96e-96	None-gene-415368-0
None-gene-422520	35571	2.25e-10	None-gene-422520-0
None-gene-426615	35571	5.18e-46	None-gene-426615-0
None-gene-437936	35571	0.0	None-gene-437936-0
None-gene-451529	35571	1.94e-102	None-gene-451529-0
None-gene-457450	35571	4.52e-31	None-gene-457450-0
None-gene-466636	35571	2.12e-05	None-gene-466636-0
None-gene-471362	35571	2.00e-59	None-gene-471362-0
None-gene-1505	35571	8.70e-170	None-gene-1505-0
None-gene-2977	37567	5.48e-82	None-gene-2977-0
None-gene-3060	33392	4.66e-81	None-gene-3060-0
None-gene-43782	35572	1.11e-15	None-gene-43782-0
None-gene-52203	197562	2.46e-28	None-gene-52203-0
None-gene-2666	35571	4.07e-148	None-gene-2666-0
None-gene-16977	33392	7.90e-11	None-gene-16977-0
None-gene-17709	35571	2.34e-121	None-gene-17709-0
None-gene-21793	35571	1.55e-262	None-gene-21793-0
None-gene-34166	35571	2.25e-101	None-gene-34166-0
None-gene-40799	35571	4.97e-170	None-gene-40799-0
None-gene-56880	35571	8.46e-63	None-gene-56880-0
None-gene-66289	35571	7.75e-96	None-gene-66289-0
None-gene-73222	35571	4.03e-35	None-gene-73222-0
None-gene-75494	35571	4.13e-168	None-gene-75494-0
None-gene-86342	35571	5.29e-21	None-gene-86342-0
None-gene-89303	35571	1.08e-27	None-gene-89303-0
None-gene-97959	35571	2.07e-98	None-gene-97959-0
None-gene-108255	35571	2.11e-62	None-gene-108255-0
None-gene-110116			None-gene-110116-0
None-gene-112438	143999	5.99e-12	None-gene-112438-0
None-gene-126543	35571	4.12e-280	None-gene-126543-0
None-gene-158104	7184	7.50e-26	None-gene-158104-0
None-gene-248807	33392	5.13e-36	None-gene-248807-0
None-gene-269178	33392	4.72e-09	None-gene-269178-0
None-gene-273749	35572	3.11e-115	None-gene-273749-0
None-gene-302177			None-gene-302177-0
None-gene-322432	263140	7.80e-57	None-gene-322432-0
None-gene-325877	35572	2.24e-15	None-gene-325877-0
None-gene-326987	263140	2.55e-30	None-gene-326987-0
None-gene-330355	7184	2.10e-10	None-gene-330355-0
None-gene-346673	33392	5.78e-14	None-gene-346673-0
None-gene-354157	33392	8.34e-40	None-gene-354157-0
None-gene-366407	35571	1.93e-25	None-gene-366407-0
None-gene-367306	35571	3.32e-46	None-gene-367306-0
None-gene-374253	35572	5.10e-46	None-gene-374253-0
None-gene-379764	33392	3.92e-163	None-gene-379764-0
None-gene-381040	6333	9.27e-06	None-gene-381040-0
None-gene-382205	4795	1.12e-06	None-gene-382205-0
None-gene-382628	7148	4.46e-29	None-gene-382628-0
None-gene-387269	35571	4.95e-64	None-gene-387269-0
None-gene-389675	35571	3.95e-16	None-gene-389675-0
None-gene-396799	33392	4.14e-08	None-gene-396799-0
None-gene-417876	7147	9.50e-27	None-gene-417876-0
None-gene-432786	80249	9.51e-75	None-gene-432786-0
None-gene-443333	35571	1.05e-217	None-gene-443333-0
None-gene-445495			None-gene-445495-0
None-gene-457105	35571	1.99e-37	None-gene-457105-0
None-gene-462177	35572	2.35e-24	None-gene-462177-0
None-gene-467944	35571	9.92e-179	None-gene-467944-0
None-gene-471271	7184	1.98e-119	None-gene-471271-0
None-gene-478084	7396	1.49e-07	None-gene-478084-0
None-gene-479503			None-gene-479503-0
None-gene-479803			None-gene-479803-0
None-gene-8360	35572	5.05e-24	None-gene-8360-0
None-gene-10361	35571	7.52e-181	None-gene-10361-0
None-gene-20991	35571	2.01e-124	None-gene-20991-0
None-gene-26566	35571	3.14e-95	None-gene-26566-0
None-gene-43531	33340	1.19e-53	None-gene-43531-0
None-gene-59301	33392	7.08e-16	None-gene-59301-0
None-gene-62047	35571	4.51e-97	None-gene-62047-0
None-gene-59386	35571	3.69e-29	None-gene-59386-0
None-gene-84722	35572	9.48e-11	None-gene-84722-0
None-gene-107678	41084	2.13e-07	None-gene-107678-0
None-gene-121770	7148	1.96e-50	None-gene-121770-0
None-gene-125761	41088	1.07e-12	None-gene-125761-0
None-gene-126292	33392	3.67e-05	None-gene-126292-0
None-gene-126640	50385	1.83e-43	None-gene-126640-0
None-gene-131884	35571	8.44e-35	None-gene-131884-0
None-gene-143634	35571	7.74e-52	None-gene-143634-0
None-gene-149834	7148	9.99e-65	None-gene-149834-0
None-gene-152305	35571	5.53e-94	None-gene-152305-0
None-gene-154911	7148	2.46e-22	None-gene-154911-0
None-gene-155504	33392	2.66e-11	None-gene-155504-0
None-gene-163708	35571	2.54e-136	None-gene-163708-0
None-gene-165601			None-gene-165601-0
None-gene-168743	407821	6.20e-10	None-gene-168743-0
None-gene-183286	35571	1.53e-64	None-gene-183286-0
None-gene-48369	35572	2.14e-93	None-gene-48369-0
None-gene-13444	35571	4.24e-305	None-gene-13444-0
None-gene-23374	35571	7.22e-191	None-gene-23374-0
None-gene-66504	35571	8.16e-53	None-gene-66504-0
None-gene-78406	35571	5.23e-62	None-gene-78406-0
None-gene-80664	343691	8.31e-73	None-gene-80664-0
None-gene-86731	35571	7.25e-26	None-gene-86731-0
None-gene-90690	35571	2.87e-47	None-gene-90690-0
None-gene-14661	33392	2.54e-44	None-gene-14661-0
None-gene-15834	171605	2.15e-17	None-gene-15834-0
None-gene-16490	50390	1.32e-13	None-gene-16490-0
None-gene-16932	127320	1.11e-14	None-gene-16932-0
None-gene-20251	33392	1.23e-07	None-gene-20251-0
None-gene-20653	33392	5.69e-12	None-gene-20653-0
None-gene-21414	33392	1.39e-18	None-gene-21414-0
None-gene-26285	33392	3.84e-14	None-gene-26285-0
None-gene-29109	33392	2.04e-16	None-gene-29109-0
None-gene-30519	41088	7.97e-45	None-gene-30519-0
None-gene-32242	197562	5.28e-09	None-gene-32242-0
None-gene-32635			None-gene-32635-0
None-gene-38428	41084	1.75e-73	None-gene-38428-0
None-gene-48636			None-gene-48636-0
None-gene-65703	41084	1.75e-73	None-gene-65703-0
None-gene-71978	41088	1.55e-53	None-gene-71978-0
None-gene-12226	35571	5.06e-39	None-gene-12226-0
None-gene-66201	7147	1.27e-172	None-gene-66201-0
None-gene-69577	263140	1.00e-47	None-gene-69577-0
None-gene-76758	197562	1.86e-08	None-gene-76758-0
None-gene-76785	35571	7.64e-27	None-gene-76785-0
None-gene-77274	7147	1.58e-37	None-gene-77274-0
None-gene-84646	33392	1.28e-25	None-gene-84646-0
None-gene-93478	33392	2.54e-06	None-gene-93478-0
None-gene-94031	33392	3.63e-34	None-gene-94031-0
None-gene-107182	35571	9.72e-60	None-gene-107182-0
None-gene-111272	35571	7.81e-10	None-gene-111272-0
None-gene-146193			None-gene-146193-0
None-gene-164763	35571	2.24e-32	None-gene-164763-0
None-gene-196104	35571	6.37e-132	None-gene-196104-0
None-gene-209766	35571	2.02e-18	None-gene-209766-0
None-gene-8358	158441	9.13e-18	None-gene-8358-0
None-gene-6642	35571	1.82e-185	None-gene-6642-0
None-gene-39159	35572	2.52e-114	None-gene-39159-0
None-gene-9189	35571	2.60e-154	None-gene-9189-0
None-gene-38797	35572	7.37e-25	None-gene-38797-0
None-gene-5861	35571	1.62e-42	None-gene-5861-0
None-gene-8430	35572	1.37e-66	None-gene-8430-0
None-gene-14690	35571	2.53e-16	None-gene-14690-0
None-gene-20249	33392	6.98e-14	None-gene-20249-0
None-gene-24479	41830	1.89e-17	None-gene-24479-0
None-gene-28568	35571	6.61e-19	None-gene-28568-0
None-gene-32125	35571	1.15e-94	None-gene-32125-0
None-gene-38552	35571	2.11e-14	None-gene-38552-0
None-gene-39265	35571	1.25e-104	None-gene-39265-0
None-gene-44176	35571	3.70e-09	None-gene-44176-0
None-gene-50796	35571	1.95e-159	None-gene-50796-0
None-gene-52518	33392	3.28e-07	None-gene-52518-0
None-gene-53306	7108	7.38e-21	None-gene-53306-0
None-gene-53516	33392	5.08e-14	None-gene-53516-0
None-gene-57838	35571	1.13e-179	None-gene-57838-0
None-gene-70256	35571	2.08e-235	None-gene-70256-0
None-gene-77750	35571	0.0	None-gene-77750-0
None-gene-88076	35571	8.05e-96	None-gene-88076-0
None-gene-33744	7067	9.19e-35	None-gene-33744-0
None-gene-53582	35571	1.43e-182	None-gene-53582-0
None-gene-74310	35572	2.26e-35	None-gene-74310-0
None-gene-98049	35571	2.45e-72	None-gene-98049-0
None-gene-108582	35571	1.62e-19	None-gene-108582-0
None-gene-124845	35571	2.95e-57	None-gene-124845-0
None-gene-137395			None-gene-137395-0
None-gene-139656	35571	3.29e-83	None-gene-139656-0
None-gene-18783	35571	5.42e-114	None-gene-18783-0
None-gene-21091	35571	1.47e-73	None-gene-21091-0
None-gene-31463	35571	1.67e-83	None-gene-31463-0
None-gene-33551	35571	3.63e-13	None-gene-33551-0
None-gene-39761			None-gene-39761-0
None-gene-45208	35571	1.88e-144	None-gene-45208-0
None-gene-47987			None-gene-47987-0
None-gene-77341	35571	1.63e-21	None-gene-77341-0
None-gene-83915	35571	6.73e-43	None-gene-83915-0
None-gene-84366	35571	2.66e-97	None-gene-84366-0
None-gene-85083	35571	6.66e-59	None-gene-85083-0
None-gene-87875	35571	7.07e-46	None-gene-87875-0
None-gene-94559	35571	2.37e-62	None-gene-94559-0
None-gene-99103	35571	2.33e-61	None-gene-99103-0
None-gene-99833			None-gene-99833-0
None-gene-101887	33340	5.82e-14	None-gene-101887-0
None-gene-103404	33392	5.21e-18	None-gene-103404-0
None-gene-104415	35571	7.16e-155	None-gene-104415-0
None-gene-112114	35571	7.54e-243	None-gene-112114-0
None-gene-135584	35571	7.58e-15	None-gene-135584-0
None-gene-178256			None-gene-178256-0
None-gene-215059	7370	1.02e-33	None-gene-215059-0
None-gene-263953	7147	2.75e-44	None-gene-263953-0
None-gene-264321	239	5.49e-61	None-gene-264321-0
None-gene-267296	263140	7.16e-48	None-gene-267296-0
None-gene-292277	35571	2.09e-24	None-gene-292277-0
None-gene-304419	7148	4.45e-180	None-gene-304419-0
None-gene-314433	35571	1.14e-166	None-gene-314433-0
None-gene-6354	35571	8.53e-35	None-gene-6354-0
None-gene-8887	35572	7.18e-07	None-gene-8887-0
None-gene-22079	35571	3.56e-72	None-gene-22079-0
None-gene-23412	35571	4.25e-51	None-gene-23412-0
None-gene-31587	35571	2.66e-38	None-gene-31587-0
None-gene-38172	2038154	2.01e-15	None-gene-38172-0
None-gene-42320			None-gene-42320-0
None-gene-46313	35571	2.14e-277	None-gene-46313-0
None-gene-50473	35571	8.59e-102	None-gene-50473-0
None-gene-54350	35571	7.44e-192	None-gene-54350-0
None-gene-68867	35571	5.09e-33	None-gene-68867-0
None-gene-69896	35571	5.80e-78	None-gene-69896-0
None-gene-74642	35571	1.02e-23	None-gene-74642-0
None-gene-88267	35571	7.55e-69	None-gene-88267-0
None-gene-89791	307491	7.59e-22	None-gene-89791-0
None-gene-90938	7148	1.51e-23	None-gene-90938-0
None-gene-95707	35571	8.03e-136	None-gene-95707-0
None-gene-113650	35571	3.78e-227	None-gene-113650-0
None-gene-123985	35571	5.84e-26	None-gene-123985-0
None-gene-128985	35571	3.44e-24	None-gene-128985-0
None-gene-1512	33392	7.16e-100	None-gene-1512-0
None-gene-4277	35571	3.56e-76	None-gene-4277-0
None-gene-34938	7184	3.72e-25	None-gene-34938-0
None-gene-52592	35572	9.00e-95	None-gene-52592-0
None-gene-7968	35571	3.97e-76	None-gene-7968-0
None-gene-16264	35572	7.53e-78	None-gene-16264-0
None-gene-24545	35571	2.87e-06	None-gene-24545-0
None-gene-28078	7147	1.11e-12	None-gene-28078-0
None-gene-39180	35571	8.52e-177	None-gene-39180-0
None-gene-80652	35571	1.57e-15	None-gene-80652-0
None-gene-82544	35571	8.26e-05	None-gene-82544-0
None-gene-92613	35572	2.46e-09	None-gene-92613-0
None-gene-98724	35571	9.57e-07	None-gene-98724-0
None-gene-117114			None-gene-117114-0
None-gene-121312	35571	5.69e-200	None-gene-121312-0
None-gene-135769	392030	6.99e-07	None-gene-135769-0
None-gene-137942			None-gene-137942-0
None-gene-160235	33392	2.95e-07	None-gene-160235-0
None-gene-190589	35572	7.72e-30	None-gene-190589-0
None-gene-202880	35571	6.69e-138	None-gene-202880-0
None-gene-217635	35571	8.29e-262	None-gene-217635-0
None-gene-224225	35572	2.41e-32	None-gene-224225-0
None-gene-42351	35571	3.98e-09	None-gene-42351-0
None-gene-44952	35571	3.41e-23	None-gene-44952-0
None-gene-52977	35571	5.74e-95	None-gene-52977-0
None-gene-66903	35571	7.52e-24	None-gene-66903-0
None-gene-69452	35571	7.86e-19	None-gene-69452-0
None-gene-7693	35571	3.01e-11	None-gene-7693-0
None-gene-14144	35571	2.95e-51	None-gene-14144-0
None-gene-20461	7184	1.22e-61	None-gene-20461-0
None-gene-23291	35571	3.62e-93	None-gene-23291-0
None-gene-26779	7147	1.11e-12	None-gene-26779-0
None-gene-37721	35571	1.26e-102	None-gene-37721-0
None-gene-81314	35571	1.57e-15	None-gene-81314-0
None-gene-82997	35571	5.36e-10	None-gene-82997-0
None-gene-90252	35572	1.07e-09	None-gene-90252-0
None-gene-94495	35571	2.28e-21	None-gene-94495-0
None-gene-103491	33392	8.62e-62	None-gene-103491-0
None-gene-115432	35571	9.37e-09	None-gene-115432-0
None-gene-119134	35572	1.42e-122	None-gene-119134-0
None-gene-126055	33340	2.74e-43	None-gene-126055-0
None-gene-134494	392030	6.99e-07	None-gene-134494-0
None-gene-136670			None-gene-136670-0
None-gene-149539	33392	6.29e-07	None-gene-149539-0
None-gene-189755	35571	1.64e-128	None-gene-189755-0
None-gene-202641	568069	5.60e-07	None-gene-202641-0
None-gene-222403	35571	5.03e-157	None-gene-222403-0
None-gene-228075	35572	3.03e-32	None-gene-228075-0
None-gene-232724	33392	4.52e-41	None-gene-232724-0
None-gene-382	7148	3.79e-142	None-gene-382-0
None-gene-26469	35571	7.99e-42	None-gene-26469-0
None-gene-59950	35572	1.87e-105	None-gene-59950-0
None-gene-130860	33392	3.01e-04	None-gene-130860-0
None-gene-148995	41830	3.40e-67	None-gene-148995-0
None-gene-151837	35571	1.57e-54	None-gene-151837-0
None-gene-152031			None-gene-152031-0
None-gene-154669			None-gene-154669-0
None-gene-169491	35571	7.36e-99	None-gene-169491-0
None-gene-527	35571	1.74e-15	None-gene-527-0
None-gene-4797	35571	1.62e-32	None-gene-4797-0
None-gene-7382			None-gene-7382-0
None-gene-2832	35571	6.63e-45	None-gene-2832-0
None-gene-18545	35571	4.52e-33	None-gene-18545-0
None-gene-4608	35571	3.26e-51	None-gene-4608-0
None-gene-38544	35571	7.42e-15	None-gene-38544-0
None-gene-45104	41830	1.43e-12	None-gene-45104-0
None-gene-55035	35571	3.70e-94	None-gene-55035-0
None-gene-57342			None-gene-57342-0
None-gene-60961	35571	1.08e-16	None-gene-60961-0
None-gene-81244	35571	6.83e-30	None-gene-81244-0
None-gene-98077	35571	9.65e-68	None-gene-98077-0
None-gene-5916	35571	3.98e-52	None-gene-5916-0
None-gene-9492			None-gene-9492-0
None-gene-15088	35572	3.26e-37	None-gene-15088-0
None-gene-18499	35571	3.23e-94	None-gene-18499-0
None-gene-24091			None-gene-24091-0
