qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	taxid	taxname
None-gene-3968-0	WP_087132471.1	87.5	32	4	0	27	58	180	211	1.62e-08	61.6	57043	Microbacterium esteraromaticum
None-gene-3238-0	TQL82586.1	82.5	40	7	0	1	40	16	55	1.66e-09	67.4	69368	Microbacterium saperdae
None-gene-3238-0	MBN9153612.1	85.3	34	5	0	7	40	1	34	2.19e-07	61.2	2609290;LCA:2609290	unclassified Microbacterium;LCA:unclassified Microbacterium
None-gene-3238-0	WP_205282315.1	85.3	34	5	0	7	40	1	34	2.19e-07	61.2	162426	Microbacterium hominis
None-gene-681-0	ANK06693.1	78.1	32	7	0	1	32	1	32	1.02e-06	49.7	941280	Escherichia coli O25b:H4
None-gene-114-0	HAW1207055.1	58.3	84	29	2	1	78	9	92	9.19e-15	73.9	562	Escherichia coli
None-gene-114-0	EIB8311776.1	58.3	84	29	2	1	78	9	92	1.30e-14	73.6	562	Escherichia coli
None-gene-114-0	HCN6454575.1	58.3	84	29	2	1	78	9	92	1.85e-14	73.2	562	Escherichia coli
None-gene-114-0	WP_160517896.1	57.1	84	30	2	1	78	9	92	2.62e-14	72.8	562	Escherichia coli
None-gene-114-0	HBB5916932.1	57.1	84	30	2	1	78	9	92	2.62e-14	72.8	562	Escherichia coli
None-gene-114-0	EFU2167762.1	58.3	84	29	2	1	78	9	92	2.62e-14	72.8	28901	Salmonella enterica
None-gene-114-0	EEV9926816.1	57.1	84	30	2	1	78	9	92	2.62e-14	72.8	562	Escherichia coli
None-gene-114-0	EFH3306070.1	58.3	84	29	2	1	78	9	92	2.62e-14	72.8	562	Escherichia coli
None-gene-114-0	EFE6211472.1	57.1	84	30	2	1	78	9	92	2.62e-14	72.8	562	Escherichia coli
None-gene-114-0	WP_069684468.1	57.1	84	30	2	1	78	9	92	2.62e-14	72.8	562	Escherichia coli
None-gene-114-0	EFB1477246.1	56.0	84	31	2	1	78	9	92	3.71e-14	72.4	562	Escherichia coli
None-gene-114-0	WP_208523859.1	56.0	84	31	2	1	78	9	92	3.71e-14	72.4	562	Escherichia coli
None-gene-114-0	WP_279969021.1	57.1	84	30	2	1	78	9	92	3.71e-14	72.4	562	Escherichia coli
None-gene-114-0	HBC9439090.1	56.0	84	31	2	1	78	9	92	3.71e-14	72.4	562	Escherichia coli
None-gene-114-0	HAW6834147.1	57.1	84	30	2	1	78	9	92	3.71e-14	72.4	562	Escherichia coli
None-gene-114-0	WP_203164798.1	57.1	84	30	2	1	78	9	92	3.71e-14	72.4	562	Escherichia coli
None-gene-114-0	HAJ7587580.1	56.0	84	31	2	1	78	9	92	5.26e-14	72.0	562	Escherichia coli
None-gene-114-0	EFE4915449.1	57.1	84	30	2	1	78	9	92	5.26e-14	72.0	562	Escherichia coli
None-gene-114-0	WP_001529829.1	57.1	84	30	2	1	78	9	92	5.26e-14	72.0	562;LCA:562	Escherichia coli;LCA:Escherichia coli
None-gene-114-0	HAX7377487.1	56.0	84	31	2	1	78	9	92	5.26e-14	72.0	562	Escherichia coli
None-gene-114-0	WP_063077417.1	57.1	84	30	2	1	78	9	92	5.26e-14	72.0	562	Escherichia coli
None-gene-114-0	HBB9687946.1	56.0	84	31	2	1	78	9	92	5.26e-14	72.0	562	Escherichia coli
None-gene-114-0	DAW92537.1	57.1	84	30	2	1	78	7	90	7.09e-14	71.6	2832643	Caudoviricetes sp.
None-gene-114-0	EGN5739553.1	57.1	84	30	2	1	78	9	92	5.63e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_106510132.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_001749488.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	28901;LCA:28901	Salmonella enterica;LCA:Salmonella enterica
None-gene-114-0	EEU9957508.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_217823672.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	WP_273956087.1	57.1	84	30	2	1	78	9	92	6.40e-14	71.6	562	Escherichia coli
None-gene-114-0	HAH1287938.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	ECD3603115.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	28901;LCA:28901	Salmonella enterica;LCA:Salmonella enterica
None-gene-114-0	WP_164476643.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	EJH3832218.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_114213788.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	HAX2392562.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_126511339.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	561;LCA:561	Escherichia;LCA:Escherichia
None-gene-114-0	WP_001114280.1	57.1	84	30	2	1	78	7	90	7.09e-14	71.6	562;LCA:1	Escherichia coli;LCA:root
None-gene-114-0	MBB9851183.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	MBZ8862589.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EHG5077672.1	56.0	84	31	2	1	78	9	92	7.27e-14	71.6	28901	Salmonella enterica
None-gene-114-0	WP_023277062.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562;LCA:1	Escherichia coli;LCA:root
None-gene-114-0	EFH9638283.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EFM9941646.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_252148525.1	57.1	84	30	2	1	78	5	88	6.74e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_255996327.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_271110783.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_264867240.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	208962	Escherichia albertii
None-gene-114-0	WP_124036028.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_137649451.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	561;LCA:561	Escherichia;LCA:Escherichia
None-gene-114-0	WP_060615130.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	EFI1471429.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_032170095.1	57.1	84	30	2	1	78	4	87	6.57e-14	71.6	562;LCA:562	Escherichia coli;LCA:Escherichia coli
None-gene-114-0	HBD5177578.1	57.1	84	30	2	1	78	13	96	8.25e-14	71.6	562	Escherichia coli
None-gene-114-0	HBV0670624.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EFL9528613.1	57.1	84	30	2	1	78	7	90	5.93e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_000783733.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	EEU0042027.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_000783732.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	561;LCA:1	Escherichia;LCA:root
None-gene-114-0	EFD2938108.1	57.1	84	30	2	1	78	9	92	5.08e-14	71.6	562	Escherichia coli
None-gene-114-0	EEZ6029900.1	57.1	84	30	2	1	78	9	92	7.27e-14	71.6	2067428	Escherichia coli O101
None-gene-114-0	EGZ2743167.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EAN7015635.1	57.1	84	30	2	1	78	10	93	7.65e-14	71.6	28901;LCA:28901	Salmonella enterica;LCA:Salmonella enterica
None-gene-114-0	WP_001535925.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562;LCA:562	Escherichia coli;LCA:Escherichia coli
None-gene-114-0	WP_095762183.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	623	Shigella flexneri
None-gene-114-0	WP_137548095.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_089567987.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562;LCA:1	Escherichia coli;LCA:root
None-gene-114-0	EGF5356992.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EHY5840277.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	HBE5760529.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_089648092.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EFO2997577.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_169029825.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	MCI3386684.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_167732292.1	57.1	84	30	2	1	78	9	92	5.08e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_235386042.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	HAJ7597632.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WGA97081.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_097729079.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	DAV23655.1	57.1	84	30	2	1	78	7	90	7.09e-14	71.6	2832643	Caudoviricetes sp.
None-gene-114-0	WP_111966278.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_096099602.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	NYS35053.1	57.1	84	30	2	1	78	9	92	6.57e-14	71.6	747656	Streptococcus danieliae
None-gene-114-0	WP_000783736.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	543;LCA:543	Enterobacteriaceae;LCA:Enterobacteriaceae
None-gene-114-0	EHK0331883.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	EFB9938930.1	57.1	84	30	2	1	78	9	92	5.78e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_079827512.1	57.1	84	30	2	1	78	7	90	7.09e-14	71.6	28901;LCA:28901	Salmonella enterica;LCA:Salmonella enterica
None-gene-114-0	EEZ6973076.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562;LCA:562	Escherichia coli;LCA:Escherichia coli
None-gene-114-0	WP_137658731.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
None-gene-114-0	WP_236933534.1	57.1	84	30	2	1	78	2	85	6.24e-14	71.6	562	Escherichia coli
None-gene-114-0	HAU9304324.1	57.1	84	30	2	1	78	9	92	7.46e-14	71.6	562	Escherichia coli
