qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	taxid	taxname
None-gene-3759944-0	GAU94935.1	47.6	103	54	0	1	103	332	434	9.09e-23	103	947166	Ramazzottius varieornatus
None-gene-3759944-0	OXA39608.1	47.6	103	54	0	1	103	1228	1330	2.83e-22	102	158441	Folsomia candida
None-gene-3759944-0	KAJ4436094.1	46.2	104	56	0	1	104	742	845	2.86e-22	102	6978	Periplaneta americana
None-gene-3759944-0	OXA62831.1	43.0	107	61	0	1	107	142	248	2.33e-22	102	158441	Folsomia candida
None-gene-3759944-0	XP_021957065.1	45.8	107	58	0	1	107	713	819	5.12e-22	101	158441	Folsomia candida
None-gene-3759944-0	KAI5638219.1	48.1	104	52	2	1	103	51	153	6.41e-24	101	192464	Phthorimaea operculella
None-gene-3759944-0	XP_055355042.1	47.6	103	54	0	1	103	821	923	7.05e-22	101	2943436	Paramacrobiotus metropolitanus
None-gene-3759944-0	KAI5635916.1	51.6	95	45	1	1	94	51	145	6.74e-24	101	192464	Phthorimaea operculella
None-gene-3759944-0	XP_021953585.1	44.7	103	57	0	1	103	504	606	6.69e-22	101	158441	Folsomia candida
None-gene-3759944-0	XP_055340250.1	49.0	96	49	0	2	97	432	527	6.39e-22	101	2943436	Paramacrobiotus metropolitanus
None-gene-3759944-0	KAH0812360.1	49.1	108	54	1	1	107	304	411	5.03e-22	100	7067	Tenebrio molitor
None-gene-3759944-0	KAH0820665.1	49.1	108	54	1	1	107	369	476	7.14e-22	100	7067	Tenebrio molitor
None-gene-3759944-0	KAJ4445708.1	44.7	103	57	0	1	103	68	170	4.28e-23	100	6978	Periplaneta americana
None-gene-3759944-0	XP_055352294.1	48.5	103	53	0	1	103	298	400	5.03e-22	100	2943436	Paramacrobiotus metropolitanus
None-gene-3759944-0	KAH0811939.1	49.1	108	54	1	1	107	1053	1160	9.74e-22	100	7067	Tenebrio molitor
None-gene-3759944-0	KAH0820101.1	48.1	108	55	1	1	107	85	192	2.93e-23	100	7067	Tenebrio molitor
None-gene-3759944-0	KAH0810009.1	48.1	108	55	1	1	107	115	222	1.03e-21	100	7067	Tenebrio molitor
None-gene-3759944-0	KAH0810355.1	48.1	108	55	1	1	107	1718	1825	1.35e-21	100	7067	Tenebrio molitor
None-gene-3759944-0	GAU93516.1	45.0	100	55	0	4	103	2	101	1.97e-24	100	947166	Ramazzottius varieornatus
None-gene-3759944-0	GAU97086.1	45.1	102	56	0	1	102	489	590	1.20e-21	100	947166	Ramazzottius varieornatus
None-gene-3759944-0	KAJ4436666.1	45.6	103	56	0	1	103	236	338	5.14e-22	100	6978	Periplaneta americana
None-gene-3759944-0	CAG9816481.1	42.6	108	62	0	1	108	60	167	8.84e-22	99.8	80249	Phaedon cochleariae
None-gene-50048581-0	KAH9420989.1	56.5	69	30	0	27	95	3	71	5.51e-10	62.0	6956	Dermatophagoides pteronyssinus
None-gene-50048581-0	CFR82467.1	45.6	90	49	0	1	90	94	183	4.32e-07	57.0	1773	Mycobacterium tuberculosis
None-gene-50048581-0	CKR02476.1	45.6	90	49	0	1	90	110	199	5.32e-07	57.0	1773	Mycobacterium tuberculosis
None-gene-50048581-0	CKS59718.1	45.6	90	49	0	1	90	38	127	1.65e-07	57.0	1773	Mycobacterium tuberculosis
None-gene-9695524-0	XP_055696634.1	29.9	127	79	3	127	249	1296	1416	2.91e-04	54.7	7200	Lutzomyia longipalpis
None-gene-9695524-0	EDS45371.1	49.2	59	22	2	193	249	1266	1318	5.20e-04	53.9	7176	Culex quinquefasciatus
None-gene-9695524-0	XP_039444730.1	49.2	59	22	2	193	249	1598	1650	5.33e-04	53.9	42434	Culex pipiens pallens
None-gene-9695524-0	XP_038104552.1	49.2	59	22	2	193	249	1595	1647	5.33e-04	53.9	7176	Culex quinquefasciatus
None-gene-39585452-0	KAJ6638003.1	63.8	94	1	1	1	94	13	73	3.31e-26	108	35572	Pseudolycoriella hygida
None-gene-39585452-0	KAG4067046.1	96.2	52	2	0	43	94	43	94	1.82e-24	105	1564500	Bradysia odoriphaga
None-gene-23824263-0	KAB0801760.1	59.6	171	66	3	1	170	5	173	2.29e-49	185	7054	Photinus pyralis
None-gene-23610039-0	KAG4068304.1	96.2	52	2	0	1	52	226	277	1.20e-27	110	1564500	Bradysia odoriphaga
None-gene-23610039-0	KAG4068248.1	86.5	52	7	0	1	52	224	275	7.62e-25	102	1564500	Bradysia odoriphaga
None-gene-1171179-0	KAG4066107.1	37.0	424	257	5	1	419	1366	1784	2.63e-81	286	1564500	Bradysia odoriphaga
None-gene-1171179-0	XP_055306114.1	36.3	422	256	8	1	416	1350	1764	3.00e-74	265	263140	Sitodiplosis mosellana
None-gene-1171179-0	XP_055309665.1	35.1	425	265	6	1	420	1385	1803	1.03e-73	264	263140	Sitodiplosis mosellana
None-gene-7543626-0	KFM75631.1	76.3	38	9	0	1	38	19	56	1.21e-09	57.8	407821	Stegodyphus mimosarum
None-gene-5356386-0	KAG4077370.1	64.3	112	40	0	3	114	69	180	1.13e-40	144	1564500	Bradysia odoriphaga
None-gene-5356386-0	KAG4074349.1	63.4	112	41	0	3	114	193	304	4.09e-39	143	1564500	Bradysia odoriphaga
None-gene-5356386-0	KAG4072561.1	64.3	112	40	0	3	114	182	293	3.16e-39	143	1564500	Bradysia odoriphaga
None-gene-11995855-0	XP_036340251.1	64.1	64	23	0	1	64	195	258	1.23e-20	94.7	28610	Rhagoletis pomonella
None-gene-10780878-0	KAG4074373.1	100	29	0	0	2529	2557	465	493	2.31e-05	64.3	1564500	Bradysia odoriphaga
None-gene-10780878-0	KAJ6638767.1	96.6	29	1	0	2529	2557	151	179	2.28e-05	63.2	35572	Pseudolycoriella hygida
None-gene-10780878-0	XP_054285544.1	44.9	78	34	4	1	78	402	470	4.78e-04	60.1	74068	Macrosteles quadrilineatus
None-gene-10780878-0	XP_055384859.1	44.9	78	34	4	1	78	381	449	4.80e-04	60.1	2530218	Condylostylus longicornis
None-gene-10780878-0	KYM79796.1	43.2	81	37	4	1	81	67	138	3.56e-05	59.3	520822	Atta colombica
None-gene-10780878-0	KAG7295901.1	46.6	73	30	3	2	74	10	73	5.85e-06	58.9	51655	Plutella xylostella
None-gene-10780878-0	KAJ0178057.1	45.8	72	30	4	2	73	21	83	1.63e-04	58.2	765133	Dendrolimus kikuchii
None-gene-17863477-0	KAG4079118.1	81.6	49	9	0	1	49	1	49	1.24e-17	80.9	1564500	Bradysia odoriphaga
None-gene-23362654-0	KAG4068360.1	41.7	722	236	18	1	709	1	550	2.76e-119	402	1564500	Bradysia odoriphaga
None-gene-52191864-0	KAJ6640335.1	46.4	867	252	14	1	764	1	757	2.73e-227	671	35572	Pseudolycoriella hygida
None-gene-35789223-0	KAJ6639574.1	81.8	33	6	0	1	33	17	49	2.30e-09	57.0	35572	Pseudolycoriella hygida
None-gene-13546102-0	KAG4078980.1	49.5	188	2	1	2064	2251	107	201	1.06e-34	149	1564500	Bradysia odoriphaga
None-gene-13546102-0	KAJ6638510.1	47.3	188	6	1	2064	2251	87	181	2.50e-33	140	35572	Pseudolycoriella hygida
None-gene-10833561-0	KAJ6638763.1	97.6	42	1	0	1	42	1	42	1.56e-18	85.5	35572	Pseudolycoriella hygida
None-gene-32070594-0	KAG7196749.1	47.7	86	40	2	1	82	525	609	2.07e-09	72.4	860918	Ampulex compressa
None-gene-32070594-0	KAF4522082.1	43.5	85	43	2	2	82	482	565	1.93e-08	69.3	1049336	Ephemera danica
None-gene-32070594-0	XP_015777964.1	39.2	102	57	2	2	99	591	691	2.87e-08	68.9	70779	Acropora digitifera
None-gene-32070594-0	KMQ88826.1	43.5	85	43	2	1	81	130	213	1.79e-08	68.9	67767	Lasius niger
None-gene-32070594-0	KAI5754579.1	42.0	81	43	1	6	82	428	508	2.70e-08	68.9	121845	Diaphorina citri
None-gene-32070594-0	XP_015124720.1	47.6	82	38	2	3	80	1	81	2.69e-08	68.6	454923	Diachasma alloeum
None-gene-32070594-0	KAI5754292.1	52.1	71	30	1	2	68	649	719	3.87e-08	68.6	121845	Diaphorina citri
None-gene-32070594-0	KAI5721142.1	52.1	71	30	1	2	68	475	545	3.66e-08	68.6	121845	Diaphorina citri
None-gene-32070594-0	XP_015117961.1	47.0	83	39	2	2	80	448	529	4.81e-08	68.2	454923	Diachasma alloeum
None-gene-32070594-0	KAI5746288.1	60.4	53	21	0	16	68	493	545	6.46e-08	67.8	121845	Diaphorina citri
None-gene-32070594-0	CAB0037066.1	49.3	69	31	1	2	66	454	522	8.27e-08	67.4	86971	Trichogramma brassicae
None-gene-32070594-0	CAB0037456.1	49.3	69	31	1	2	66	216	284	5.34e-08	67.4	86971	Trichogramma brassicae
None-gene-32070594-0	CAB0030380.1	49.3	69	31	1	2	66	279	347	8.50e-08	67.4	86971	Trichogramma brassicae
None-gene-32070594-0	XP_015119647.1	47.0	83	39	2	2	80	379	460	1.46e-07	66.6	454923	Diachasma alloeum
None-gene-32070594-0	CAB0030964.1	49.3	69	31	1	2	66	12	80	8.22e-08	66.6	86971	Trichogramma brassicae
None-gene-32070594-0	HBI39512.1	45.8	83	40	2	2	80	586	667	2.09e-07	66.2	1906242	Tenacibaculum sp.
None-gene-32070594-0	HAO14052.1	45.8	83	40	2	2	80	586	667	1.91e-07	66.2	1906242	Tenacibaculum sp.
None-gene-32070594-0	XP_020295078.1	43.0	86	44	2	1	82	436	520	2.26e-07	65.9	219809	Pseudomyrmex gracilis
None-gene-32070594-0	HBI40968.1	49.3	69	31	1	2	66	502	570	3.59e-07	65.5	1906242	Tenacibaculum sp.
None-gene-32070594-0	CAB4044595.1	45.9	85	41	2	2	82	85	168	1.25e-07	65.5	317549	Paramuricea clavata
None-gene-25010388-0	CAI96664.1	52.4	105	45	3	1	100	1	105	6.22e-24	99.0	7175	Culex pipiens
None-gene-25010388-0	CAI96666.1	52.4	105	45	3	1	100	1	105	6.22e-24	99.0	7175	Culex pipiens
None-gene-25010388-0	CAI96665.1	52.4	105	45	3	1	100	1	105	5.42e-24	99.0	7175	Culex pipiens
None-gene-25010388-0	CAJ00466.1	52.4	105	45	3	1	100	1	105	2.94e-23	97.1	7160	Aedes albopictus
None-gene-25010388-0	CAJ00465.1	52.4	105	45	3	1	100	1	105	3.56e-23	97.1	7160	Aedes albopictus
None-gene-25010388-0	pir|B56679|	51.4	105	46	3	1	100	512	616	1.35e-20	96.7	7175	Culex pipiens
None-gene-25010388-0	KAG7299305.1	49.0	104	48	3	1	100	518	620	4.69e-20	95.1	51655	Plutella xylostella
None-gene-25010388-0	CAI96690.1	50.5	105	47	3	1	100	1	105	8.20e-22	93.6	7159	Aedes aegypti
None-gene-25010388-0	XP_055856032.1	45.7	105	52	3	1	100	466	570	3.00e-19	92.8	286459	Episyrphus balteatus
None-gene-25010388-0	KXJ62492.1	45.7	105	52	3	1	100	160	264	3.75e-19	92.4	7160	Aedes albopictus
None-gene-25010388-0	KAJ1112938.1	48.6	105	49	3	1	100	178	282	6.96e-19	91.7	8319	Pleurodeles waltl
None-gene-25010388-0	AAA29354.1	49.5	105	48	3	1	100	506	610	1.05e-18	91.3	7159	Aedes aegypti
None-gene-25010388-0	CAI96667.1	49.0	104	48	3	1	99	1	104	9.40e-21	90.9	7175	Culex pipiens
None-gene-25010388-0	XP_011699550.1	42.9	105	55	3	1	100	37	141	1.23e-19	90.9	64793	Wasmannia auropunctata
None-gene-25010388-0	KAG7308504.1	47.1	104	50	3	1	100	202	304	1.89e-18	90.5	51655	Plutella xylostella
None-gene-25010388-0	CAG9112692.1	48.1	104	49	3	1	100	506	608	1.96e-18	90.5	51655	Plutella xylostella
None-gene-25010388-0	CAI96691.1	48.6	105	49	3	1	100	1	105	1.07e-20	90.5	7159	Aedes aegypti
None-gene-25010388-0	KAG7308559.1	47.1	104	50	3	1	100	423	525	1.95e-18	90.5	51655	Plutella xylostella
None-gene-25010388-0	CAH2092397.1	46.2	104	51	3	1	100	379	481	2.67e-18	90.1	104508	Euphydryas editha
None-gene-25010388-0	KAJ1198904.1	47.6	105	50	3	1	100	199	303	2.57e-18	90.1	8319	Pleurodeles waltl
None-gene-25010388-0	KAJ1120323.1	47.6	105	50	3	1	100	479	583	2.67e-18	90.1	8319	Pleurodeles waltl
None-gene-25010388-0	KAJ1141152.1	46.7	105	51	3	1	100	443	547	3.59e-18	89.7	8319	Pleurodeles waltl
None-gene-25010388-0	CAJ00450.1	47.6	105	50	3	1	100	1	105	2.67e-20	89.7	332059	Toxorhynchites brevipalpis
None-gene-25010388-0	CAD6233478.1	49.5	103	47	3	1	98	15	117	8.25e-20	89.7	51543	Cotesia congregata
None-gene-25010388-0	KXJ75371.1	42.9	105	55	3	1	100	107	211	4.17e-18	89.4	7160	Aedes albopictus
None-gene-25010388-0	KXJ81798.1	44.8	105	53	3	1	100	130	234	3.60e-18	89.4	7160	Aedes albopictus
None-gene-42349-0	KRZ56520.1	43.1	72	41	0	11	82	233	304	1.48e-05	54.3	6335	Trichinella nativa
None-gene-42349-0	KRZ17273.1	43.8	73	40	1	11	82	91	163	7.02e-06	53.9	268475	Trichinella zimbabwensis
None-gene-42349-0	KRZ82015.1	41.7	72	42	0	11	82	233	304	3.75e-05	53.1	92180	Trichinella sp. T8
None-gene-42349-0	KRZ82928.1	41.7	72	42	0	11	82	233	304	3.75e-05	53.1	92180	Trichinella sp. T8
None-gene-42349-0	KRY58835.1	41.7	72	42	0	11	82	233	304	3.75e-05	53.1	45882	Trichinella britovi
None-gene-42349-0	KRX60639.1	41.7	72	42	0	11	82	233	304	3.75e-05	53.1	92179	Trichinella sp. T6
None-gene-42349-0	KRX12625.1	40.3	72	43	0	11	82	233	304	1.78e-04	51.2	6336	Trichinella nelsoni
None-gene-42349-0	KRY67825.1	38.9	72	44	0	11	82	91	162	2.20e-04	50.8	6337	Trichinella pseudospiralis
None-gene-42349-0	KRZ49340.1	40.3	72	43	0	11	82	35	106	2.20e-04	50.1	6335	Trichinella nativa
None-gene-42349-0	KRX72605.1	40.3	72	43	0	11	82	35	106	2.20e-04	50.1	92179	Trichinella sp. T6
None-gene-38670648-0	KAI4478042.1	96.6	29	1	0	3	31	3	31	4.93e-08	57.4	27506	Polistes exclamans
None-gene-5766775-0	KAI4478042.1	92.9	28	2	0	1	28	4	31	3.16e-06	52.4	27506	Polistes exclamans
None-gene-5766775-0	XP_043326279.1	92.3	26	2	0	1	26	394	419	2.07e-05	50.1	1574408	Cervus canadensis
None-gene-5766775-0	XP_053069346.1	100	24	0	0	1	24	325	348	2.83e-05	49.7	32536	Acinonyx jubatus
None-gene-5766775-0	PSN36715.1	76.7	30	7	0	1	30	21	50	6.29e-06	48.9	6973	Blattella germanica
None-gene-5766775-0	GBN74906.1	85.7	28	4	0	1	28	50	77	3.62e-05	47.4	182803	Araneus ventricosus
None-gene-5766775-0	KAF0750002.1	88.5	26	3	0	1	26	2	27	1.51e-04	47.4	307492	Aphis craccivora
None-gene-1647135-0	CAG9837260.1	64.9	94	33	0	1	94	56	149	8.65e-34	127	107213	Diabrotica balteata
None-gene-1647135-0	XP_050510267.1	66.0	94	32	0	1	94	762	855	3.41e-31	126	50390	Diabrotica virgifera virgifera
None-gene-1647135-0	XP_045460338.1	59.6	94	38	0	1	94	471	564	5.87e-28	117	115357	Harmonia axyridis
None-gene-19023381-0	XP_036340251.1	51.5	200	97	0	2	201	104	303	1.97e-58	201	28610	Rhagoletis pomonella
None-gene-19023381-0	XP_039433519.1	46.5	198	106	0	4	201	124	321	2.15e-56	201	42434	Culex pipiens pallens
None-gene-19023381-0	KMQ86555.1	47.0	200	106	0	2	201	320	519	1.32e-55	196	67767	Lasius niger
None-gene-19023381-0	KMQ86893.1	48.0	200	104	0	2	201	286	485	1.72e-55	196	67767	Lasius niger
None-gene-19023381-0	KAI8118534.1	48.2	199	102	1	2	200	421	618	3.51e-52	191	7375	Lucilia cuprina
None-gene-19023381-0	KYB26809.1	47.8	201	105	0	1	201	20	220	5.09e-56	191	7070	Tribolium castaneum
None-gene-19023381-0	KYB24787.1	47.8	201	105	0	1	201	20	220	7.10e-57	191	7070	Tribolium castaneum
None-gene-19023381-0	KMQ84602.1	46.0	200	108	0	2	201	493	692	9.58e-52	187	67767	Lasius niger
None-gene-19023381-0	XP_046743250.1	47.9	192	100	0	10	201	439	630	2.46e-50	186	362088	Diprion similis
None-gene-19023381-0	XP_014299011.1	46.3	201	107	1	2	201	354	554	1.13e-51	185	69319	Microplitis demolitor
None-gene-19023381-0	XP_046748850.1	47.4	192	101	0	10	201	439	630	8.70e-50	184	362088	Diprion similis
None-gene-19023381-0	CAH1967304.1	45.3	192	105	0	10	201	337	528	3.21e-50	183	200917	Acanthoscelides obtectus
None-gene-19023381-0	XP_046750591.1	47.4	192	101	0	10	201	462	653	4.08e-49	182	362088	Diprion similis
None-gene-5550392-0	KAI9584869.1	41.5	123	61	2	3	120	15	131	3.87e-13	74.7	7396	Glossina fuscipes
None-gene-9401076-0	KAI8436174.1	53.7	54	25	0	2	55	376	429	1.60e-11	68.6	7141	Choristoneura fumiferana
None-gene-9401076-0	XP_021944070.1	55.6	54	24	0	2	55	689	742	1.61e-11	68.6	158441	Folsomia candida
None-gene-9401076-0	KAJ4450308.1	50.9	55	27	0	1	55	565	619	1.61e-11	68.6	6978	Periplaneta americana
None-gene-9401076-0	XP_013165281.1	53.7	54	25	0	2	55	587	640	2.19e-11	68.2	66420	Papilio xuthus
None-gene-9401076-0	KAG1702405.1	55.6	54	24	0	2	55	833	886	2.21e-11	68.2	424472	Nymphon striatum
None-gene-9401076-0	KAG1702407.1	55.6	54	24	0	2	55	833	886	2.21e-11	68.2	424472	Nymphon striatum
None-gene-9401076-0	XP_054289185.1	52.7	55	26	0	1	55	49	103	2.20e-11	68.2	74068	Macrosteles quadrilineatus
None-gene-9401076-0	KAJ8727191.1	55.6	54	24	0	2	55	773	826	3.00e-11	67.8	667449	Mythimna loreyi
None-gene-9401076-0	KAJ8709874.1	55.6	54	24	0	2	55	27	80	8.47e-12	67.8	667449	Mythimna loreyi
None-gene-9401076-0	KAJ8707523.1	55.6	54	24	0	2	55	773	826	3.00e-11	67.8	667449	Mythimna loreyi
None-gene-9401076-0	KAJ8719490.1	55.6	54	24	0	2	55	27	80	8.47e-12	67.8	667449	Mythimna loreyi
None-gene-9401076-0	XP_045777024.1	55.6	54	24	0	2	55	107	160	1.29e-11	67.8	191418	Maniola jurtina
None-gene-9401076-0	KAJ8718654.1	55.6	54	24	0	2	55	773	826	3.00e-11	67.8	667449	Mythimna loreyi
None-gene-9401076-0	KAJ8714143.1	55.6	54	24	0	2	55	192	245	2.76e-11	67.8	667449	Mythimna loreyi
None-gene-9401076-0	PXF39672.1	50.0	54	27	0	2	55	135	188	4.37e-11	67.0	448386	Gracilariopsis chorda
None-gene-9401076-0	CAH1116451.1	51.9	54	26	0	2	55	95	148	7.64e-11	66.6	80249	Phaedon cochleariae
None-gene-9401076-0	CAG9822274.1	51.9	54	26	0	2	55	95	148	7.64e-11	66.6	80249	Phaedon cochleariae
None-gene-9401076-0	KAI5651412.1	52.7	55	26	0	1	55	200	254	5.59e-11	66.6	192464	Phthorimaea operculella
None-gene-9401076-0	CAG9816481.1	51.9	54	26	0	2	55	7	60	9.93e-11	66.2	80249	Phaedon cochleariae
None-gene-9401076-0	XP_047997279.1	51.9	54	26	0	2	55	597	650	1.43e-10	65.9	1035111	Leguminivora glycinivorella
None-gene-9401076-0	CAD0193953.1	55.6	54	24	0	2	55	568	621	1.44e-10	65.9	689277	Chrysodeixis includens
None-gene-9401076-0	PZC73418.1	53.7	54	25	0	2	55	97	150	9.27e-11	65.9	29058	Helicoverpa armigera
None-gene-9401076-0	CAG9122416.1	53.7	54	25	0	2	55	542	595	1.95e-10	65.5	51655	Plutella xylostella
None-gene-9401076-0	CAH2087968.1	48.1	54	28	0	2	55	594	647	1.96e-10	65.5	104508	Euphydryas editha
None-gene-9401076-0	OXA58286.1	54.7	53	24	0	3	55	888	940	1.96e-10	65.5	158441	Folsomia candida
None-gene-9401076-0	KAJ0183176.1	50.0	54	27	0	2	55	685	738	2.67e-10	65.1	765133	Dendrolimus kikuchii
None-gene-9401076-0	GAU94690.1	51.9	54	26	0	2	55	290	343	2.66e-10	65.1	947166	Ramazzottius varieornatus
None-gene-9401076-0	OXA62831.1	51.9	54	26	0	2	55	89	142	2.65e-10	65.1	158441	Folsomia candida
None-gene-9401076-0	XP_034825636.1	51.9	54	26	0	2	55	20	73	3.64e-10	64.7	2795564	Maniola hyperantus
None-gene-9401076-0	XP_021957065.1	50.0	54	27	0	2	55	660	713	3.66e-10	64.7	158441	Folsomia candida
None-gene-9401076-0	OXA48253.1	50.0	54	27	0	2	55	929	982	3.66e-10	64.7	158441	Folsomia candida
None-gene-9401076-0	XP_047991091.1	52.7	55	26	0	1	55	108	162	2.66e-10	64.7	1035111	Leguminivora glycinivorella
None-gene-9401076-0	KAJ8721499.1	55.6	54	24	0	2	55	29	82	3.08e-11	64.7	271217	Mythimna separata
None-gene-9401076-0	XP_055355475.1	53.7	54	25	0	2	55	194	247	2.33e-10	64.7	2943436	Paramacrobiotus metropolitanus
None-gene-9401076-0	KAJ8712724.1	53.7	54	25	0	2	55	27	80	1.38e-10	64.3	667449	Mythimna loreyi
None-gene-9401076-0	CAH2215617.1	50.0	54	27	0	2	55	10	63	3.90e-11	64.3	348720	Pararge aegeria aegeria
None-gene-9401076-0	XP_047985709.1	51.9	54	26	0	2	55	51	104	2.31e-10	64.3	1035111	Leguminivora glycinivorella
None-gene-9401076-0	CAG9814718.1	49.1	55	28	0	1	55	375	429	4.97e-10	64.3	80249	Phaedon cochleariae
None-gene-9401076-0	CAH2229907.1	50.0	54	27	0	2	55	60	113	4.97e-10	64.3	348720	Pararge aegeria aegeria
None-gene-9401076-0	XP_011555023.3	50.9	55	27	0	1	55	592	646	4.99e-10	64.3	51655	Plutella xylostella
None-gene-9401076-0	CAH2239572.1	50.0	54	27	0	2	55	44	97	3.01e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	CAG9113932.1	52.7	55	26	0	1	55	1639	1693	6.86e-10	63.9	51655	Plutella xylostella
None-gene-9401076-0	OXA61805.1	50.0	54	27	0	2	55	913	966	6.84e-10	63.9	158441	Folsomia candida
None-gene-9401076-0	CAG9118843.1	47.3	55	29	0	1	55	461	515	6.84e-10	63.9	51655	Plutella xylostella
None-gene-9401076-0	CAH2238391.1	50.0	54	27	0	2	55	27	80	2.45e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	XP_048479723.1	47.3	55	29	0	1	55	584	638	6.83e-10	63.9	51655	Plutella xylostella
None-gene-9401076-0	CAH2268823.1	50.0	54	27	0	2	55	39	92	1.61e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	CAH2235504.1	50.0	54	27	0	2	55	27	80	3.90e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	CAH2215704.1	50.0	54	27	0	2	55	59	112	3.52e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	CAH2243756.1	50.0	54	27	0	2	55	59	112	3.52e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	PZC82576.1	51.9	54	26	0	2	55	144	197	5.92e-10	63.9	29058	Helicoverpa armigera
None-gene-9401076-0	CAH2243580.1	50.0	54	27	0	2	55	59	112	1.53e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	CAH2247530.1	50.0	54	27	0	2	55	18	71	2.17e-10	63.9	348720	Pararge aegeria aegeria
None-gene-9401076-0	KAI5640648.1	50.0	54	27	0	2	55	173	226	6.31e-10	63.9	192464	Phthorimaea operculella
None-gene-9401076-0	KAI8441846.1	50.0	54	27	0	2	55	97	150	8.80e-10	63.5	7141	Choristoneura fumiferana
None-gene-9401076-0	KAG7296648.1	47.3	55	29	0	1	55	62	116	5.00e-10	63.5	51655	Plutella xylostella
None-gene-9401076-0	KAJ0180237.1	51.9	54	26	0	2	55	601	654	9.32e-10	63.5	765133	Dendrolimus kikuchii
None-gene-9401076-0	CAG9089166.1	47.3	55	29	0	1	55	698	752	9.34e-10	63.5	51655	Plutella xylostella
None-gene-9401076-0	KAJ0181588.1	51.9	54	26	0	2	55	601	654	9.32e-10	63.5	765133	Dendrolimus kikuchii
None-gene-9401076-0	CAG9127066.1	47.3	55	29	0	1	55	62	116	9.31e-10	63.5	51655	Plutella xylostella
None-gene-9401076-0	KAJ0179610.1	51.9	54	26	0	2	55	601	654	9.32e-10	63.5	765133	Dendrolimus kikuchii
None-gene-9401076-0	KAJ0181862.1	51.9	54	26	0	2	55	487	540	9.32e-10	63.5	765133	Dendrolimus kikuchii
