#gene_id	taxID	e_value	fasta_id
GBPCPCFC_00878	1236	2.29e-271	GBPCPCFC_00878-0
GBPCPCFC_00879	305	4.23e-17	GBPCPCFC_00879-0
GBPCPCFC_00880			GBPCPCFC_00880-0
GBPCPCFC_00881	4842	2.05e-18	GBPCPCFC_00881-0
GBPCPCFC_00882			GBPCPCFC_00882-0
GBPCPCFC_00883	58291	2.92e-78	GBPCPCFC_00883-0
GBPCPCFC_00884	40323	0.0	GBPCPCFC_00884-0
GBPCPCFC_00885	2759	6.45e-59	GBPCPCFC_00885-0
GBPCPCFC_00886	64495	3.22e-133	GBPCPCFC_00886-0
GBPCPCFC_00887	33154	4.32e-182	GBPCPCFC_00887-0
GBPCPCFC_00888	64495	7.06e-101	GBPCPCFC_00888-0
GBPCPCFC_00889			GBPCPCFC_00889-0
GBPCPCFC_00890	64495	2.81e-34	GBPCPCFC_00890-0
GBPCPCFC_00891	4842	1.99e-32	GBPCPCFC_00891-0
GBPCPCFC_00892	64495	2.85e-26	GBPCPCFC_00892-0
GBPCPCFC_00893	64495	8.17e-128	GBPCPCFC_00893-0
GBPCPCFC_00894			GBPCPCFC_00894-0
GBPCPCFC_00571	2	5.97e-60	GBPCPCFC_00571-0
GBPCPCFC_00572	1349383	1.29e-37	GBPCPCFC_00572-0
GBPCPCFC_00573	1891229	1.76e-09	GBPCPCFC_00573-0
GBPCPCFC_00574	64495	2.49e-103	GBPCPCFC_00574-0
GBPCPCFC_00575	32033	0.0	GBPCPCFC_00575-0
GBPCPCFC_00576	251720	1.29e-10	GBPCPCFC_00576-0
GBPCPCFC_00577	1236	8.64e-22	GBPCPCFC_00577-0
GBPCPCFC_00578	1224	5.37e-180	GBPCPCFC_00578-0
GBPCPCFC_00579			GBPCPCFC_00579-0
GBPCPCFC_00139	936053	1.30e-32	GBPCPCFC_00139-0
GBPCPCFC_00140	64495	6.76e-05	GBPCPCFC_00140-0
GBPCPCFC_00141	64495	9.46e-106	GBPCPCFC_00141-0
GBPCPCFC_00142			GBPCPCFC_00142-0
GBPCPCFC_00143			GBPCPCFC_00143-0
GBPCPCFC_00144			GBPCPCFC_00144-0
GBPCPCFC_00145			GBPCPCFC_00145-0
GBPCPCFC_00146			GBPCPCFC_00146-0
GBPCPCFC_00776			GBPCPCFC_00776-0
GBPCPCFC_00777	64495	2.27e-95	GBPCPCFC_00777-0
GBPCPCFC_00778	33154	9.40e-175	GBPCPCFC_00778-0
GBPCPCFC_00779	2	1.07e-26	GBPCPCFC_00779-0
GBPCPCFC_00780	4842	8.51e-93	GBPCPCFC_00780-0
GBPCPCFC_00781	40323	8.10e-281	GBPCPCFC_00781-0
GBPCPCFC_00782	1822464	1.53e-94	GBPCPCFC_00782-0
GBPCPCFC_00783	2759	1.66e-90	GBPCPCFC_00783-0
GBPCPCFC_00784	1236	3.13e-82	GBPCPCFC_00784-0
GBPCPCFC_00785	33154	1.22e-47	GBPCPCFC_00785-0
GBPCPCFC_00786	2759	4.69e-120	GBPCPCFC_00786-0
GBPCPCFC_00787	2759	6.15e-32	GBPCPCFC_00787-0
GBPCPCFC_00559	2759	1.11e-153	GBPCPCFC_00559-0
GBPCPCFC_00560	2	4.60e-111	GBPCPCFC_00560-0
GBPCPCFC_00561	64495	2.98e-54	GBPCPCFC_00561-0
GBPCPCFC_00562	64495	1.81e-16	GBPCPCFC_00562-0
GBPCPCFC_00563	40324	1.10e-175	GBPCPCFC_00563-0
GBPCPCFC_00564	64495	6.65e-145	GBPCPCFC_00564-0
GBPCPCFC_00565	40324	1.52e-66	GBPCPCFC_00565-0
GBPCPCFC_00566	64495	9.48e-100	GBPCPCFC_00566-0
GBPCPCFC_00567	64495	1.82e-16	GBPCPCFC_00567-0
GBPCPCFC_00568	64495	6.61e-30	GBPCPCFC_00568-0
GBPCPCFC_00569	4842	9.03e-20	GBPCPCFC_00569-0
GBPCPCFC_00570	4842	4.50e-45	GBPCPCFC_00570-0
GBPCPCFC_00129	64495	4.63e-86	GBPCPCFC_00129-0
GBPCPCFC_00130	1236	5.53e-52	GBPCPCFC_00130-0
GBPCPCFC_00131	2045451	1.18e-15	GBPCPCFC_00131-0
GBPCPCFC_00132			GBPCPCFC_00132-0
GBPCPCFC_00133			GBPCPCFC_00133-0
GBPCPCFC_00134	40324	6.69e-211	GBPCPCFC_00134-0
GBPCPCFC_00135			GBPCPCFC_00135-0
GBPCPCFC_00136			GBPCPCFC_00136-0
GBPCPCFC_00137			GBPCPCFC_00137-0
GBPCPCFC_00138	1852821	1.16e-09	GBPCPCFC_00138-0
GBPCPCFC_00147	1206794	1.33e-98	GBPCPCFC_00147-0
GBPCPCFC_00148	166010	5.23e-15	GBPCPCFC_00148-0
GBPCPCFC_00149	71275	5.26e-08	GBPCPCFC_00149-0
GBPCPCFC_00150			GBPCPCFC_00150-0
GBPCPCFC_00151			GBPCPCFC_00151-0
GBPCPCFC_00152	40324	0.0	GBPCPCFC_00152-0
GBPCPCFC_00153			GBPCPCFC_00153-0
GBPCPCFC_00154			GBPCPCFC_00154-0
GBPCPCFC_00155	118510	7.36e-07	GBPCPCFC_00155-0
GBPCPCFC_00156			GBPCPCFC_00156-0
GBPCPCFC_00157	3988	2.09e-17	GBPCPCFC_00157-0
GBPCPCFC_00580	520	5.22e-31	GBPCPCFC_00580-0
GBPCPCFC_00581	118510	1.29e-16	GBPCPCFC_00581-0
GBPCPCFC_00582	198620	3.40e-97	GBPCPCFC_00582-0
GBPCPCFC_00583	759362	1.41e-25	GBPCPCFC_00583-0
GBPCPCFC_00584	936053	1.04e-83	GBPCPCFC_00584-0
GBPCPCFC_00585	33154	1.10e-69	GBPCPCFC_00585-0
GBPCPCFC_00586	64495	1.18e-15	GBPCPCFC_00586-0
GBPCPCFC_00587	573	6.29e-08	GBPCPCFC_00587-0
GBPCPCFC_00588	118510	1.08e-60	GBPCPCFC_00588-0
GBPCPCFC_00589			GBPCPCFC_00589-0
GBPCPCFC_00590	64495	5.46e-118	GBPCPCFC_00590-0
GBPCPCFC_00591	64495	1.13e-104	GBPCPCFC_00591-0
GBPCPCFC_00592	58291	1.53e-116	GBPCPCFC_00592-0
GBPCPCFC_00788	33154	9.33e-190	GBPCPCFC_00788-0
GBPCPCFC_00789	64495	2.96e-31	GBPCPCFC_00789-0
GBPCPCFC_00790	64495	1.49e-104	GBPCPCFC_00790-0
GBPCPCFC_00791	33154	1.87e-210	GBPCPCFC_00791-0
GBPCPCFC_00792			GBPCPCFC_00792-0
GBPCPCFC_00793			GBPCPCFC_00793-0
GBPCPCFC_00794	611301	8.92e-26	GBPCPCFC_00794-0
GBPCPCFC_00795	4751	5.38e-71	GBPCPCFC_00795-0
GBPCPCFC_00796	64495	6.39e-62	GBPCPCFC_00796-0
GBPCPCFC_00797	64495	9.63e-17	GBPCPCFC_00797-0
GBPCPCFC_00798			GBPCPCFC_00798-0
GBPCPCFC_00799	64495	3.39e-62	GBPCPCFC_00799-0
GBPCPCFC_00800	2	1.29e-304	GBPCPCFC_00800-0
GBPCPCFC_00801			GBPCPCFC_00801-0
GBPCPCFC_00802			GBPCPCFC_00802-0
GBPCPCFC_00803			GBPCPCFC_00803-0
GBPCPCFC_00804	2878685	3.46e-23	GBPCPCFC_00804-0
GBPCPCFC_00805	33154	1.38e-175	GBPCPCFC_00805-0
GBPCPCFC_00806			GBPCPCFC_00806-0
GBPCPCFC_00807			GBPCPCFC_00807-0
GBPCPCFC_00539	2	2.34e-49	GBPCPCFC_00539-0
GBPCPCFC_00540	64495	5.99e-36	GBPCPCFC_00540-0
GBPCPCFC_00541			GBPCPCFC_00541-0
GBPCPCFC_00542	2069292	1.35e-98	GBPCPCFC_00542-0
GBPCPCFC_00543	2045451	4.25e-25	GBPCPCFC_00543-0
GBPCPCFC_00544			GBPCPCFC_00544-0
GBPCPCFC_00545	58291	6.18e-91	GBPCPCFC_00545-0
GBPCPCFC_00546	40323	3.68e-177	GBPCPCFC_00546-0
GBPCPCFC_00547			GBPCPCFC_00547-0
GBPCPCFC_00548			GBPCPCFC_00548-0
GBPCPCFC_00549	40324	2.66e-24	GBPCPCFC_00549-0
GBPCPCFC_00550			GBPCPCFC_00550-0
GBPCPCFC_00551			GBPCPCFC_00551-0
GBPCPCFC_00552	53408	5.77e-76	GBPCPCFC_00552-0
GBPCPCFC_00553	33154	2.31e-24	GBPCPCFC_00553-0
GBPCPCFC_00554	2	1.55e-116	GBPCPCFC_00554-0
GBPCPCFC_00555	33154	1.46e-144	GBPCPCFC_00555-0
GBPCPCFC_00556	4842	1.38e-28	GBPCPCFC_00556-0
GBPCPCFC_00557	64495	1.53e-61	GBPCPCFC_00557-0
GBPCPCFC_00558	654	6.55e-14	GBPCPCFC_00558-0
GBPCPCFC_00593	2	1.55e-31	GBPCPCFC_00593-0
GBPCPCFC_00594	2	1.22e-66	GBPCPCFC_00594-0
GBPCPCFC_00595	1224	1.29e-20	GBPCPCFC_00595-0
GBPCPCFC_00596	33317	4.41e-50	GBPCPCFC_00596-0
GBPCPCFC_00597	33317	3.68e-14	GBPCPCFC_00597-0
GBPCPCFC_00598	33317	4.34e-19	GBPCPCFC_00598-0
GBPCPCFC_00599	2	8.76e-46	GBPCPCFC_00599-0
GBPCPCFC_00600	2	8.11e-23	GBPCPCFC_00600-0
GBPCPCFC_00601	33317	2.42e-13	GBPCPCFC_00601-0
GBPCPCFC_00602			GBPCPCFC_00602-0
GBPCPCFC_00603	6656	1.32e-07	GBPCPCFC_00603-0
GBPCPCFC_00604	2	1.02e-20	GBPCPCFC_00604-0
GBPCPCFC_00605	2	1.14e-13	GBPCPCFC_00605-0
GBPCPCFC_00606	131567	2.17e-65	GBPCPCFC_00606-0
GBPCPCFC_00607	1224	6.80e-06	GBPCPCFC_00607-0
GBPCPCFC_00608	33340	1.28e-118	GBPCPCFC_00608-0
GBPCPCFC_00609	2	4.50e-110	GBPCPCFC_00609-0
GBPCPCFC_00610	2	1.22e-47	GBPCPCFC_00610-0
GBPCPCFC_00611	1961830	1.16e-50	GBPCPCFC_00611-0
GBPCPCFC_00612	780	1.79e-37	GBPCPCFC_00612-0
GBPCPCFC_00613	1961830	1.92e-22	GBPCPCFC_00613-0
GBPCPCFC_00614	1961830	1.13e-16	GBPCPCFC_00614-0
GBPCPCFC_00615	1961830	2.85e-92	GBPCPCFC_00615-0
GBPCPCFC_00616	1961830	1.44e-38	GBPCPCFC_00616-0
GBPCPCFC_00710	6656	4.80e-31	GBPCPCFC_00710-0
GBPCPCFC_00711	33340	1.65e-11	GBPCPCFC_00711-0
GBPCPCFC_00712	131567	7.20e-29	GBPCPCFC_00712-0
GBPCPCFC_00713	131567	1.89e-08	GBPCPCFC_00713-0
GBPCPCFC_00714	2	2.55e-10	GBPCPCFC_00714-0
GBPCPCFC_00715	1236	4.06e-13	GBPCPCFC_00715-0
GBPCPCFC_00716			GBPCPCFC_00716-0
GBPCPCFC_00717	2	1.22e-66	GBPCPCFC_00717-0
GBPCPCFC_00718	2878924	0.0	GBPCPCFC_00718-0
GBPCPCFC_00719	6656	1.18e-250	GBPCPCFC_00719-0
GBPCPCFC_00720	780	1.26e-53	GBPCPCFC_00720-0
GBPCPCFC_00721	114277	1.47e-91	GBPCPCFC_00721-0
GBPCPCFC_00722	114277	4.75e-87	GBPCPCFC_00722-0
GBPCPCFC_00723	444612	1.14e-09	GBPCPCFC_00723-0
GBPCPCFC_00724	2866308	7.23e-80	GBPCPCFC_00724-0
GBPCPCFC_00725	6656	1.83e-191	GBPCPCFC_00725-0
GBPCPCFC_00726	131567	1.70e-23	GBPCPCFC_00726-0
GBPCPCFC_00727	33392	1.22e-22	GBPCPCFC_00727-0
GBPCPCFC_00728	780	3.85e-23	GBPCPCFC_00728-0
GBPCPCFC_00729	2	1.58e-35	GBPCPCFC_00729-0
GBPCPCFC_00730	35572	9.07e-216	GBPCPCFC_00730-0
GBPCPCFC_00731	766	2.17e-20	GBPCPCFC_00731-0
GBPCPCFC_00732	766	1.60e-39	GBPCPCFC_00732-0
GBPCPCFC_00733	1359197	5.14e-111	GBPCPCFC_00733-0
GBPCPCFC_00734	780	4.83e-17	GBPCPCFC_00734-0
GBPCPCFC_00735	780	5.17e-56	GBPCPCFC_00735-0
GBPCPCFC_00736			GBPCPCFC_00736-0
GBPCPCFC_00737			GBPCPCFC_00737-0
GBPCPCFC_00738	2698648	1.07e-30	GBPCPCFC_00738-0
GBPCPCFC_00739	1913988	3.64e-42	GBPCPCFC_00739-0
GBPCPCFC_00740	2698648	2.40e-16	GBPCPCFC_00740-0
GBPCPCFC_00741	2	1.21e-66	GBPCPCFC_00741-0
GBPCPCFC_00742	2698648	1.71e-51	GBPCPCFC_00742-0
GBPCPCFC_00743	2698648	2.43e-262	GBPCPCFC_00743-0
GBPCPCFC_00744			GBPCPCFC_00744-0
GBPCPCFC_00745			GBPCPCFC_00745-0
GBPCPCFC_00746	2	2.11e-193	GBPCPCFC_00746-0
GBPCPCFC_00747	7184	7.42e-84	GBPCPCFC_00747-0
GBPCPCFC_00748	780	1.54e-39	GBPCPCFC_00748-0
GBPCPCFC_00749	780	8.44e-74	GBPCPCFC_00749-0
GBPCPCFC_00750	131567	6.50e-173	GBPCPCFC_00750-0
GBPCPCFC_00751	1359194	2.24e-13	GBPCPCFC_00751-0
GBPCPCFC_00752	6656	7.43e-200	GBPCPCFC_00752-0
GBPCPCFC_00753	2866165	8.86e-38	GBPCPCFC_00753-0
GBPCPCFC_00754	2866165	9.37e-27	GBPCPCFC_00754-0
GBPCPCFC_00755	2	7.05e-73	GBPCPCFC_00755-0
GBPCPCFC_00756	2	1.21e-66	GBPCPCFC_00756-0
GBPCPCFC_00757	6656	1.18e-250	GBPCPCFC_00757-0
GBPCPCFC_00758	33317	8.69e-135	GBPCPCFC_00758-0
GBPCPCFC_00759	131567	7.95e-42	GBPCPCFC_00759-0
GBPCPCFC_00760	7184	1.11e-275	GBPCPCFC_00760-0
GBPCPCFC_00761	28211	2.91e-06	GBPCPCFC_00761-0
GBPCPCFC_00762	766	3.69e-07	GBPCPCFC_00762-0
GBPCPCFC_00763	44471	6.38e-04	GBPCPCFC_00763-0
GBPCPCFC_00764	33392	6.59e-15	GBPCPCFC_00764-0
GBPCPCFC_00765			GBPCPCFC_00765-0
GBPCPCFC_00766			GBPCPCFC_00766-0
GBPCPCFC_00767			GBPCPCFC_00767-0
GBPCPCFC_00768			GBPCPCFC_00768-0
GBPCPCFC_00769			GBPCPCFC_00769-0
GBPCPCFC_00770			GBPCPCFC_00770-0
GBPCPCFC_00771	28211	8.70e-09	GBPCPCFC_00771-0
GBPCPCFC_00772	7184	5.53e-39	GBPCPCFC_00772-0
GBPCPCFC_00773	6656	1.52e-13	GBPCPCFC_00773-0
GBPCPCFC_00774	6656	3.79e-31	GBPCPCFC_00774-0
GBPCPCFC_00775	33340	3.89e-138	GBPCPCFC_00775-0
GBPCPCFC_00808			GBPCPCFC_00808-0
GBPCPCFC_00809			GBPCPCFC_00809-0
GBPCPCFC_00810	1969813	1.16e-10	GBPCPCFC_00810-0
GBPCPCFC_00811	131567	2.98e-85	GBPCPCFC_00811-0
GBPCPCFC_00812			GBPCPCFC_00812-0
GBPCPCFC_00813	287	2.63e-04	GBPCPCFC_00813-0
GBPCPCFC_00814			GBPCPCFC_00814-0
GBPCPCFC_00815			GBPCPCFC_00815-0
GBPCPCFC_00816			GBPCPCFC_00816-0
GBPCPCFC_00817			GBPCPCFC_00817-0
GBPCPCFC_00818	305	3.33e-04	GBPCPCFC_00818-0
GBPCPCFC_00819			GBPCPCFC_00819-0
GBPCPCFC_00820	131567	7.70e-104	GBPCPCFC_00820-0
GBPCPCFC_00821			GBPCPCFC_00821-0
GBPCPCFC_00822			GBPCPCFC_00822-0
GBPCPCFC_00823	2018661	1.21e-12	GBPCPCFC_00823-0
GBPCPCFC_00824	131567	3.85e-75	GBPCPCFC_00824-0
GBPCPCFC_00825	1206794	1.63e-07	GBPCPCFC_00825-0
GBPCPCFC_00826			GBPCPCFC_00826-0
GBPCPCFC_00827			GBPCPCFC_00827-0
GBPCPCFC_00828			GBPCPCFC_00828-0
GBPCPCFC_00829	131567	1.25e-86	GBPCPCFC_00829-0
GBPCPCFC_00830	131567	1.61e-69	GBPCPCFC_00830-0
GBPCPCFC_00831			GBPCPCFC_00831-0
GBPCPCFC_00832	1798265	4.21e-06	GBPCPCFC_00832-0
GBPCPCFC_00833			GBPCPCFC_00833-0
GBPCPCFC_00834			GBPCPCFC_00834-0
GBPCPCFC_00835	131567	1.49e-125	GBPCPCFC_00835-0
GBPCPCFC_00836	131567	5.32e-62	GBPCPCFC_00836-0
GBPCPCFC_00837			GBPCPCFC_00837-0
GBPCPCFC_00838			GBPCPCFC_00838-0
GBPCPCFC_00839	131567	2.17e-91	GBPCPCFC_00839-0
GBPCPCFC_00840	131567	1.06e-104	GBPCPCFC_00840-0
GBPCPCFC_00841			GBPCPCFC_00841-0
GBPCPCFC_00842	2832643	6.32e-12	GBPCPCFC_00842-0
GBPCPCFC_00843			GBPCPCFC_00843-0
GBPCPCFC_00844	10239	4.79e-57	GBPCPCFC_00844-0
GBPCPCFC_00845			GBPCPCFC_00845-0
GBPCPCFC_00846			GBPCPCFC_00846-0
GBPCPCFC_00847			GBPCPCFC_00847-0
GBPCPCFC_00848			GBPCPCFC_00848-0
GBPCPCFC_00849			GBPCPCFC_00849-0
GBPCPCFC_00850			GBPCPCFC_00850-0
GBPCPCFC_00851			GBPCPCFC_00851-0
GBPCPCFC_00852	10239	5.07e-209	GBPCPCFC_00852-0
GBPCPCFC_00853			GBPCPCFC_00853-0
GBPCPCFC_00854	131567	1.52e-148	GBPCPCFC_00854-0
GBPCPCFC_00855	131567	4.04e-155	GBPCPCFC_00855-0
GBPCPCFC_00856	1969813	3.61e-111	GBPCPCFC_00856-0
GBPCPCFC_00857			GBPCPCFC_00857-0
GBPCPCFC_00858	10239	3.37e-114	GBPCPCFC_00858-0
GBPCPCFC_00859	10239	1.03e-240	GBPCPCFC_00859-0
GBPCPCFC_00860			GBPCPCFC_00860-0
GBPCPCFC_00861			GBPCPCFC_00861-0
GBPCPCFC_00862			GBPCPCFC_00862-0
GBPCPCFC_00863			GBPCPCFC_00863-0
GBPCPCFC_00864	287	2.63e-04	GBPCPCFC_00864-0
GBPCPCFC_00865			GBPCPCFC_00865-0
GBPCPCFC_00866			GBPCPCFC_00866-0
GBPCPCFC_00867			GBPCPCFC_00867-0
GBPCPCFC_00868			GBPCPCFC_00868-0
GBPCPCFC_00869	305	9.04e-05	GBPCPCFC_00869-0
GBPCPCFC_00870	131567	1.31e-20	GBPCPCFC_00870-0
GBPCPCFC_00871			GBPCPCFC_00871-0
GBPCPCFC_00872			GBPCPCFC_00872-0
GBPCPCFC_00873	131567	2.40e-28	GBPCPCFC_00873-0
GBPCPCFC_00874			GBPCPCFC_00874-0
GBPCPCFC_00617	2878924	3.87e-09	GBPCPCFC_00617-0
GBPCPCFC_00618	2795736	2.08e-08	GBPCPCFC_00618-0
GBPCPCFC_00619	2	1.85e-17	GBPCPCFC_00619-0
GBPCPCFC_00620	2867440	4.79e-15	GBPCPCFC_00620-0
GBPCPCFC_00621	131567	6.50e-173	GBPCPCFC_00621-0
GBPCPCFC_00622	6656	1.21e-169	GBPCPCFC_00622-0
GBPCPCFC_00623	2	3.11e-49	GBPCPCFC_00623-0
GBPCPCFC_00624	2	1.00e-163	GBPCPCFC_00624-0
GBPCPCFC_00625	6656	1.54e-53	GBPCPCFC_00625-0
GBPCPCFC_00626			GBPCPCFC_00626-0
GBPCPCFC_00627	33340	4.16e-14	GBPCPCFC_00627-0
GBPCPCFC_00628	2	1.22e-66	GBPCPCFC_00628-0
GBPCPCFC_00629	953	3.24e-49	GBPCPCFC_00629-0
GBPCPCFC_00630	1224	4.62e-64	GBPCPCFC_00630-0
GBPCPCFC_00631	2878925	3.96e-25	GBPCPCFC_00631-0
GBPCPCFC_00632	7184	5.06e-05	GBPCPCFC_00632-0
GBPCPCFC_00633			GBPCPCFC_00633-0
GBPCPCFC_00634	2	4.49e-167	GBPCPCFC_00634-0
GBPCPCFC_00635	35572	1.04e-238	GBPCPCFC_00635-0
GBPCPCFC_00636			GBPCPCFC_00636-0
GBPCPCFC_00637	35572	6.69e-13	GBPCPCFC_00637-0
GBPCPCFC_00638	2	6.83e-157	GBPCPCFC_00638-0
GBPCPCFC_00639	28211	1.29e-32	GBPCPCFC_00639-0
GBPCPCFC_00640	766	5.77e-69	GBPCPCFC_00640-0
GBPCPCFC_00641	44747	1.37e-30	GBPCPCFC_00641-0
GBPCPCFC_00642	6656	1.18e-250	GBPCPCFC_00642-0
GBPCPCFC_00643	6656	8.04e-162	GBPCPCFC_00643-0
GBPCPCFC_00644	780	6.43e-21	GBPCPCFC_00644-0
GBPCPCFC_00645	2	1.22e-66	GBPCPCFC_00645-0
GBPCPCFC_00646	2698648	2.02e-06	GBPCPCFC_00646-0
GBPCPCFC_00647	780	6.62e-18	GBPCPCFC_00647-0
GBPCPCFC_00648	766	2.78e-18	GBPCPCFC_00648-0
GBPCPCFC_00649			GBPCPCFC_00649-0
GBPCPCFC_00650	780	0.0	GBPCPCFC_00650-0
GBPCPCFC_00651	775	8.29e-19	GBPCPCFC_00651-0
GBPCPCFC_00652	28211	1.51e-60	GBPCPCFC_00652-0
GBPCPCFC_00653	33392	2.81e-225	GBPCPCFC_00653-0
GBPCPCFC_00654	780	1.75e-194	GBPCPCFC_00654-0
GBPCPCFC_00655	6656	1.18e-250	GBPCPCFC_00655-0
GBPCPCFC_00656	780	2.39e-13	GBPCPCFC_00656-0
GBPCPCFC_00657	775	5.58e-146	GBPCPCFC_00657-0
GBPCPCFC_00658	35572	3.85e-184	GBPCPCFC_00658-0
GBPCPCFC_00659	35572	5.28e-129	GBPCPCFC_00659-0
GBPCPCFC_00660	7184	1.18e-45	GBPCPCFC_00660-0
