g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
GBPCPCFC_00694,gnl|Prokka|GBPCPCFC_13,4,4435,0.002,1059.0,579.4855,0.2325,0.0002,0.6762,2.8006,510,-0.9474,-0.516,0.258,0,0,-0.0094,0.886,0.3493,0.0,0.6686,-0.6982,2.5365
GBPCPCFC_00695,gnl|Prokka|GBPCPCFC_13,4,4435,0.002,1059.0,579.4855,0.2325,0.0002,0.6762,2.8006,1623,0.9733,1.0032,0.9968,1,0,0.1728,0.0072,0.6448,0.0,0.6852,1.2037,2.684
GBPCPCFC_02166,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,504,-1.0956,-0.5242,0.9733,1,0,0.219,0.0005,0.2432,0.0001,0.6369,-2.89,2.2533
GBPCPCFC_02167,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,1593,0.402,0.9622,0.8678,0,0,0.2334,0.0002,0.355,0.0,0.6648,-0.8325,2.5022
GBPCPCFC_02168,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,372,-1.2771,-0.7043,0.5874,0,0,0.1701,0.0081,0.1827,0.0044,0.6613,-1.0903,2.471
GBPCPCFC_02169,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,1392,0.1256,0.6879,0.5293,0,0,0.1738,0.007,0.5626,0.0,0.6688,-0.5345,2.5382
GBPCPCFC_02170,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,2823,2.0936,2.641,0.3096,0,0,0.3325,0.0,0.7573,0.0,0.6879,0.8751,2.7087
GBPCPCFC_02171,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,984,-0.4355,0.131,0.3189,0,0,0.2091,0.0017,0.5106,0.0,0.689,0.9565,2.7185
GBPCPCFC_02172,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,1614,0.4309,0.9909,0.583,0,0,0.2515,0.0002,0.6429,0.0,0.6902,1.0441,2.7291
GBPCPCFC_02173,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,648,-0.8976,-0.3276,0.7066,0,0,0.2437,0.0003,0.4831,0.0,0.6636,-0.9213,2.4914
GBPCPCFC_02174,gnl|Prokka|GBPCPCFC_25,9,12682,0.0056,1300.6667,727.1535,0.4769,0.0,0.676,2.7986,1776,0.6537,1.212,0.9812,1,0,0.1985,0.0023,0.5628,0.0,0.6717,-0.3195,2.5642
GBPCPCFC_02154,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,1293,0.8316,0.5527,0.986,1,0,0.2842,0.0,0.4695,0.0,0.6512,-0.2924,2.3809
GBPCPCFC_02155,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,2037,2.398,1.5682,0.7616,0,0,0.24,0.0002,0.5491,0.0,0.6549,-0.1466,2.4138
GBPCPCFC_02156,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,690,-0.4379,-0.2703,0.405,0,0,0.2118,0.001,0.3867,0.0,0.6464,-0.4831,2.3379
GBPCPCFC_02157,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,690,-0.4379,-0.2703,0.2575,0,0,0.1401,0.0274,0.3527,0.0,0.5812,-3.062,1.7558
GBPCPCFC_02158,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,693,-0.4316,-0.2662,0.1029,0,0,0.3105,0.0,0.4215,0.0,0.684,1.004,2.6735
GBPCPCFC_02159,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,1146,0.5221,0.3521,0.2222,0,0,0.2464,0.0001,0.4591,0.0,0.6667,0.3193,2.519
GBPCPCFC_02160,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,570,-0.6906,-0.4341,0.3114,0,0,-0.011,0.8656,0.1738,0.0068,0.6474,-0.4439,2.3467
GBPCPCFC_02161,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,432,-0.9811,-0.6224,0.4311,0,0,0.0471,0.4777,0.3311,0.0,0.6574,-0.0469,2.4363
GBPCPCFC_02162,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,1446,1.1538,0.7616,0.67,0,0,0.2131,0.0006,0.4524,0.0,0.6708,0.4833,2.556
GBPCPCFC_02163,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,885,-0.0274,-0.0041,0.8277,0,0,0.157,0.0149,0.4124,0.0,0.696,1.481,2.7812
GBPCPCFC_02164,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,573,-0.6843,-0.43,0.9446,0,0,0.1527,0.0192,0.3582,0.0,0.6841,1.0094,2.6747
GBPCPCFC_02165,gnl|Prokka|GBPCPCFC_24,12,12133,0.0053,898.0,474.9711,0.5047,0.0,0.6549,2.6004,321,-1.2148,-0.7739,0.9992,1,0,0.1151,0.0908,0.2457,0.0003,0.6386,-0.7894,2.2687
GBPCPCFC_00895,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,207,-1.1486,-0.9295,0.9651,1,0,-0.0098,0.8838,0.0601,0.3697,0.4444,-4.8857,0.5356
GBPCPCFC_00896,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,321,-0.901,-0.7739,0.5393,0,0,0.2501,0.0001,0.1948,0.0017,0.5888,-1.5569,1.8239
GBPCPCFC_00897,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,477,-0.5623,-0.561,0.5096,0,0,0.1317,0.0415,0.2346,0.0002,0.631,-0.5828,2.2009
GBPCPCFC_00898,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,471,-0.5753,-0.5692,0.3561,0,0,0.1204,0.0583,0.1904,0.0026,0.5308,-2.8945,1.3062
GBPCPCFC_00899,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,489,-0.5362,-0.5446,0.2654,0,0,0.1388,0.0334,0.2014,0.0019,0.6421,-0.3268,2.3
GBPCPCFC_00900,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,288,-0.9727,-0.819,0.2013,0,0,0.1372,0.0425,0.2092,0.0019,0.6458,-0.2413,2.333
GBPCPCFC_00901,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,318,-0.9075,-0.778,0.186,0,0,0.2384,0.0005,0.3284,0.0,0.6887,0.7468,2.7154
GBPCPCFC_00902,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,1395,1.4311,0.692,0.148,0,0,0.2982,0.0,0.3525,0.0,0.6695,0.3053,2.5446
GBPCPCFC_00903,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,390,-0.7512,-0.6798,0.0383,0,0,0.1141,0.09,0.186,0.0054,0.6462,-0.2339,2.3359
GBPCPCFC_00904,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,1593,1.861,0.9622,0.1967,0,0,0.3132,0.0,0.4961,0.0,0.6503,-0.1373,2.3733
GBPCPCFC_00905,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,867,0.2846,-0.0287,0.2724,0,0,0.2094,0.0018,0.3433,0.0,0.6886,0.7445,2.7146
GBPCPCFC_00906,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,282,-0.9857,-0.8272,0.3091,0,0,0.1854,0.0045,0.2255,0.0005,0.6348,-0.4969,2.2341
GBPCPCFC_00907,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,768,0.0696,-0.1638,0.3891,0,0,0.2073,0.0017,0.265,0.0001,0.6992,0.9898,2.8095
GBPCPCFC_00908,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,510,-0.4906,-0.516,0.4384,0,0,0.0798,0.2238,0.1731,0.008,0.6725,0.3748,2.5715
GBPCPCFC_00909,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,957,0.48,0.0941,0.5419,0,0,0.1971,0.0032,0.2408,0.0003,0.7168,1.3958,2.9666
GBPCPCFC_00910,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,1251,1.1184,0.4954,0.648,0,0,0.1977,0.002,0.4032,0.0,0.6659,0.2207,2.5118
GBPCPCFC_00911,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,1569,1.8089,0.9295,0.8061,0,0,0.2219,0.0003,0.3957,0.0,0.6533,-0.0695,2.3995
GBPCPCFC_00912,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,486,-0.5427,-0.5487,0.8526,0,0,0.098,0.1532,0.1712,0.0121,0.6235,-0.7573,2.1333
GBPCPCFC_00913,gnl|Prokka|GBPCPCFC_21,19,20498,0.009,735.9474,460.5346,0.671,0.0,0.6027,2.1098,1344,1.3203,0.6224,0.9877,1,0,0.4015,0.0,0.5103,0.0,0.6704,0.3249,2.5522
GBPCPCFC_02136,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,1764,1.9282,1.1956,0.9917,1,0,0.3551,0.0,0.5756,0.0,0.6451,-0.4808,2.3267
GBPCPCFC_02137,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,666,-0.4009,-0.303,0.7623,0,0,0.1181,0.0671,0.1804,0.005,0.6201,-1.2764,2.1035
GBPCPCFC_02138,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,618,-0.5027,-0.3686,0.6462,0,0,0.06,0.3537,0.1196,0.0637,0.589,-2.2667,1.8258
GBPCPCFC_02139,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,540,-0.6682,-0.475,0.564,0,0,0.084,0.1874,0.2304,0.0003,0.5815,-2.5058,1.7587
GBPCPCFC_02140,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,615,-0.5091,-0.3727,0.5065,0,0,0.1739,0.0075,0.3519,0.0,0.6846,0.7738,2.6786
GBPCPCFC_02141,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,903,0.1018,0.0204,0.4158,0,0,0.2429,0.0002,0.4793,0.0,0.6877,0.8742,2.7068
GBPCPCFC_02142,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,777,-0.1655,-0.1515,0.2962,0,0,0.195,0.0027,0.4515,0.0,0.6512,-0.2867,2.3811
GBPCPCFC_02143,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,384,-0.9991,-0.6879,0.2047,0,0,0.1771,0.0096,0.1395,0.0419,0.6354,-0.7897,2.2401
GBPCPCFC_02144,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,600,-0.5409,-0.3931,0.1507,0,0,0.0528,0.4421,0.2463,0.0003,0.725,2.0608,3.0396
GBPCPCFC_02145,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,210,-1.3682,-0.9254,0.0761,0,0,0.1615,0.028,0.2154,0.0032,0.6857,0.8108,2.689
GBPCPCFC_02146,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,426,-0.91,-0.6306,0.0493,0,0,0.0355,0.6299,0.3376,0.0,0.7254,2.072,3.0428
GBPCPCFC_02147,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,798,-0.1209,-0.1229,0.1016,0,0,0.2153,0.0008,0.4937,0.0,0.6654,0.1648,2.5078
GBPCPCFC_02148,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,942,0.1846,0.0737,0.2227,0,0,0.3222,0.0,0.5691,0.0,0.6837,0.7451,2.6706
GBPCPCFC_02149,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,1830,2.0682,1.2857,0.4466,0,0,0.3031,0.0,0.6626,0.0,0.6563,-0.1257,2.4263
GBPCPCFC_02150,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,663,-0.4073,-0.3071,0.542,0,0,0.2359,0.0002,0.4326,0.0,0.6546,-0.1793,2.4113
GBPCPCFC_02151,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,657,-0.42,-0.3153,0.615,0,0,0.1643,0.0143,0.4649,0.0,0.6865,0.8343,2.6956
GBPCPCFC_02152,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,1785,1.9728,1.2243,0.833,0,0,0.3142,0.0,0.6503,0.0,0.6555,-0.1518,2.419
GBPCPCFC_02153,gnl|Prokka|GBPCPCFC_23,18,16339,0.0072,855.0,471.4149,0.524,0.0,0.6587,2.6364,1212,0.7573,0.4422,0.9974,1,0,0.2802,0.0,0.2439,0.0001,0.6774,0.546,2.6147
GBPCPCFC_00696,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1788,2.016,1.2284,0.974,1,0,0.3015,0.0,0.4709,0.0,0.6756,-0.2445,2.5988
GBPCPCFC_00697,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1338,0.9867,0.6142,0.7146,0,0,0.341,0.0,0.5338,0.0,0.6517,-1.7154,2.3856
GBPCPCFC_00698,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1017,0.2524,0.176,0.4866,0,0,0.1624,0.0104,0.4397,0.0,0.6863,0.4152,2.6945
GBPCPCFC_00699,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1323,0.9524,0.5937,0.3168,0,0,0.2185,0.0006,0.5881,0.0,0.6833,0.2283,2.6674
GBPCPCFC_00700,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1284,0.8632,0.5405,0.1089,0,0,0.2592,0.0001,0.5748,0.0,0.6776,-0.1242,2.6163
GBPCPCFC_00701,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1068,0.3691,0.2456,0.2703,0,0,0.2543,0.0001,0.4581,0.0,0.691,0.7032,2.7363
GBPCPCFC_00702,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,288,-1.4151,-0.819,0.2958,0,0,0.0601,0.4348,0.1877,0.014,0.7083,1.7695,2.8909
GBPCPCFC_00703,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,1164,0.5887,0.3767,0.4821,0,0,0.2022,0.0025,0.5288,0.0,0.7062,1.6373,2.8717
GBPCPCFC_00704,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,906,-0.0015,0.0245,0.6166,0,0,0.0334,0.6154,0.3644,0.0,0.6876,0.4956,2.7061
GBPCPCFC_00705,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,438,-1.072,-0.6142,0.6833,0,0,0.1804,0.0055,0.2942,0.0,0.6553,-1.498,2.4171
GBPCPCFC_00706,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,339,-1.2984,-0.7494,0.7634,0,0,0.0544,0.4476,0.3781,0.0,0.6932,0.8389,2.7559
GBPCPCFC_00707,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,441,-1.0651,-0.6101,0.8061,0,0,0.1096,0.1032,0.2727,0.0,0.6531,-1.6328,2.3975
GBPCPCFC_00708,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,552,-0.8112,-0.4586,0.8793,0,0,0.132,0.0652,0.3019,0.0,0.6576,-1.3529,2.4381
GBPCPCFC_00709,gnl|Prokka|GBPCPCFC_14,14,13410,0.0059,906.6429,437.1746,0.4427,0.0,0.679,2.8266,747,-0.3652,-0.1925,0.9994,1,0,0.0471,0.4607,0.3519,0.0,0.6881,0.5231,2.7101
GBPCPCFC_00878,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,2364,2.8257,2.0146,0.9994,1,0,0.1562,0.0138,0.5407,0.0,0.6802,0.2522,2.6398
GBPCPCFC_00879,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,1260,0.6379,0.5077,0.7358,0,0,0.2332,0.0003,0.3216,0.0,0.6746,0.0453,2.5898
GBPCPCFC_00880,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,477,-0.9138,-0.561,0.6019,0,0,0.0585,0.3883,0.282,0.0,0.6583,-0.5577,2.4441
GBPCPCFC_00881,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,912,-0.0518,0.0327,0.5268,0,0,0.1322,0.0345,0.3198,0.0,0.6557,-0.653,2.4211
GBPCPCFC_00882,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,375,-1.116,-0.7002,0.4191,0,0,-0.0087,0.8996,0.1225,0.0736,0.6613,-0.4449,2.4714
GBPCPCFC_00883,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,1242,0.6022,0.4831,0.3769,0,0,0.14,0.0322,0.2912,0.0,0.6852,0.4363,2.6843
GBPCPCFC_00884,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,1407,0.9292,0.7083,0.2208,0,0,0.1801,0.0038,0.4293,0.0,0.607,-2.4536,1.9861
GBPCPCFC_00885,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,1344,0.8044,0.6224,0.0782,0,0,0.3573,0.0,0.4093,0.0,0.6674,-0.2204,2.5256
GBPCPCFC_00886,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,1125,0.3704,0.3234,0.2027,0,0,0.1084,0.1034,0.3413,0.0,0.6951,0.803,2.7728
GBPCPCFC_00887,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,780,-0.3133,-0.1474,0.3038,0,0,0.1858,0.0062,0.3498,0.0,0.7141,1.5047,2.9424
GBPCPCFC_00888,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,882,-0.1112,-0.0082,0.4525,0,0,0.1553,0.0158,0.366,0.0,0.6871,0.5061,2.7011
GBPCPCFC_00889,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,285,-1.2943,-0.8231,0.4968,0,0,0.0076,0.9129,0.1292,0.0604,0.7123,1.4373,2.9261
GBPCPCFC_00890,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,420,-1.0268,-0.6388,0.5486,0,0,0.1009,0.1295,0.2379,0.0003,0.6405,-1.2155,2.2852
GBPCPCFC_00891,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,867,-0.1409,-0.0287,0.6879,0,0,0.1441,0.0256,0.3256,0.0,0.7151,1.5419,2.9513
GBPCPCFC_00892,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,651,-0.569,-0.3235,0.7691,0,0,0.0895,0.167,0.1485,0.0214,0.6682,-0.1911,2.5327
GBPCPCFC_00893,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,1158,0.4358,0.3685,0.9288,0,0,0.277,0.0,0.4467,0.0,0.6805,0.2626,2.6423
GBPCPCFC_00894,gnl|Prokka|GBPCPCFC_20,17,17902,0.0079,938.1176,504.6065,0.5136,0.0,0.6734,2.7741,399,-1.0684,-0.6675,0.9828,1,0,0.0962,0.1247,0.1374,0.0279,0.6491,-0.896,2.3624
GBPCPCFC_00571,gnl|Prokka|GBPCPCFC_9,9,10852,0.0048,1018.3333,937.2845,0.4658,0.0,0.6049,2.1302,297,-0.7696,-0.8067,0.9956,1,0,0.0387,0.5826,0.2982,0.0,0.6734,1.59,2.5791
GBPCPCFC_00572,gnl|Prokka|GBPCPCFC_9,9,10852,0.0048,1018.3333,937.2845,0.4658,0.0,0.6049,2.1302,948,-0.075,0.0819,0.9091,0,0,0.2701,0.0,0.3586,0.0,0.6508,1.0191,2.3778
GBPCPCFC_00573,gnl|Prokka|GBPCPCFC_9,9,10852,0.0048,1018.3333,937.2845,0.4658,0.0,0.6049,2.1302,474,-0.5808,-0.5651,0.7134,0,0,0.238,0.0003,0.1945,0.0032,0.6793,1.74,2.632
GBPCPCFC_00574,gnl|Prokka|GBPCPCFC_9,9,10852,0.0048,1018.3333,937.2845,0.4658,0.0,0.6049,2.1302,1509,0.5235,0.8476,0.6295,0,0,0.2936,0.0,0.5173,0.0,0.6481,0.9499,2.3534
GBPCPCFC_00575,gnl|Prokka|GBPCPCFC_9,9,10852,0.0048,1018.3333,937.2845,0.4658,0.0,0.6049,2.1302,3366,2.5048,3.3822,0.3574,0,0,0.1483,0.0176,0.626,0.0,0.6016,-0.2273,1.9383
GBPCPCFC_00576,gnl|Prokka|GBPCPCFC_9,9,10852,0.0048,1018.3333,937.2845,0.4658,0.0,0.6049,2.1302,426,-0.632,-0.6306,0.4807,0,0,0.1104,0.0828,0.1811,0.0042,0.5869,-0.6006,1.8066
