g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
LONINKCB_00634,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,840,0.1652,3.9679,0.095,0,0,0.1712,0.006,0.1384,0.0268,0.4131,0.3346,0.736
LONINKCB_00635,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,735,0.1427,3.2388,0.194,0,0,0.2466,0.0001,0.4088,0.0,0.4463,0.5134,1.4175
LONINKCB_00636,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,567,0.1068,2.0724,0.2792,0,0,0.1307,0.0398,0.2792,0.0,0.4621,0.5986,1.7427
LONINKCB_00637,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,828,0.1626,3.8846,0.4063,0,0,0.0629,0.3164,0.2948,0.0,0.4589,0.5817,1.6781
LONINKCB_00638,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,561,0.1055,2.0307,0.4982,0,0,0.0996,0.1168,0.2868,0.0,0.4242,0.3947,0.9651
LONINKCB_00639,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,999,0.1992,5.0719,0.6498,0,0,0.2202,0.0004,0.4554,0.0,0.4494,0.5306,1.4831
LONINKCB_00640,contig_102,13,13011,0.0,667.1538,0.4255,0.3792,0.0,0.4024,4.2734,966,0.1922,4.8427,0.7963,1,0,0.2063,0.0009,0.3549,0.0,0.4306,0.4292,1.0966
LONINKCB_00113,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,246,0.1383,-0.1564,0.8942,1,0,0.1111,0.1004,0.2185,0.0011,0.4472,0.6699,1.4359
LONINKCB_00114,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,318,0.2149,0.3435,0.8588,0,0,0.054,0.4101,0.0948,0.1472,0.3396,0.4354,-0.774
LONINKCB_00115,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,321,0.2181,0.3643,0.8103,0,0,-0.0621,0.3592,0.1442,0.0325,0.3146,0.3809,-1.2874
LONINKCB_00116,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,219,0.1096,-0.3439,0.6603,0,0,0.0857,0.297,0.1662,0.0421,0.2785,0.3022,-2.0293
LONINKCB_00117,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,261,0.1543,-0.0523,0.5439,0,0,0.1697,0.0177,0.2224,0.0018,0.2605,0.2629,-2.3993
LONINKCB_00118,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,171,0.0585,-0.6772,0.4535,0,0,-0.0394,0.5878,0.1036,0.1528,0.3509,0.4599,-0.5427
LONINKCB_00119,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,213,0.1032,-0.3856,0.4269,0,0,0.0342,0.652,0.1477,0.0504,0.338,0.4319,-0.8067
LONINKCB_00120,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,207,0.0968,-0.4272,0.344,0,0,0.0727,0.3062,0.0385,0.5885,0.3188,0.3901,-1.2011
LONINKCB_00121,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,420,0.3234,1.0517,0.305,0,0,0.0689,0.2926,0.3279,0.0,0.3429,0.4424,-0.7075
LONINKCB_00122,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,255,0.1479,-0.0939,0.2189,0,0,0.0013,0.9852,0.1706,0.0122,0.3216,0.396,-1.145
LONINKCB_00123,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,231,0.1223,-0.2606,0.0586,0,0,0.0026,0.9722,0.0225,0.7623,0.2771,0.299,-2.0598
LONINKCB_00124,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,159,0.0457,-0.7605,0.0447,0,0,-0.1183,0.1594,0.1016,0.2272,0.3145,0.3805,-1.291
LONINKCB_00125,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,165,0.0521,-0.7188,0.0461,0,0,-0.0693,0.3382,-0.0913,0.2069,0.3939,0.5538,0.3423
LONINKCB_00126,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,270,0.1638,0.0102,0.0657,0,0,-0.0105,0.8794,0.0481,0.4885,0.2889,0.3248,-1.8166
LONINKCB_00127,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,210,0.1,-0.4064,0.0825,0,0,-0.0704,0.3077,0.0664,0.3356,0.4238,0.619,0.9562
LONINKCB_00128,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,351,0.25,0.5726,0.1147,0,0,0.0862,0.1758,0.1751,0.0057,0.3989,0.5646,0.4434
LONINKCB_00129,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,213,0.1032,-0.3856,0.1503,0,0,0.2496,0.0006,0.2772,0.0001,0.3146,0.3807,-1.2892
LONINKCB_00130,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,210,0.1,-0.4064,0.1838,0,0,0.0379,0.5846,-0.025,0.7189,0.3762,0.5151,-0.0225
LONINKCB_00131,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,213,0.1032,-0.3856,0.2085,0,0,0.1119,0.1093,0.0475,0.498,0.3474,0.4524,-0.6138
LONINKCB_00132,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,255,0.1479,-0.0939,0.2987,0,0,-0.1765,0.0095,-0.1616,0.0178,0.3176,0.3875,-1.2256
LONINKCB_00133,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,237,0.1287,-0.2189,0.3401,0,0,0.0691,0.3169,0.054,0.4342,0.308,0.3665,-1.4235
LONINKCB_00134,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,168,0.0553,-0.698,0.3584,0,0,-0.025,0.7536,-0.1659,0.0361,0.3036,0.3568,-1.5149
LONINKCB_00135,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,189,0.0777,-0.5522,0.4003,0,0,0.0848,0.2566,-0.0709,0.3429,0.3228,0.3986,-1.1207
LONINKCB_00136,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,231,0.1223,-0.2606,0.4456,0,0,0.0605,0.3579,0.1249,0.057,0.3939,0.5538,0.3423
LONINKCB_00137,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,210,0.1,-0.4064,0.5455,0,0,0.194,0.0083,-0.1033,0.1628,0.3095,0.3698,-1.3925
LONINKCB_00138,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,213,0.1032,-0.3856,0.5594,0,0,0.1783,0.0082,0.188,0.0052,0.3662,0.4933,-0.2278
LONINKCB_00139,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,213,0.1032,-0.3856,0.6045,0,0,0.0312,0.6456,0.2112,0.0017,0.3709,0.5036,-0.1313
LONINKCB_00140,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,225,0.116,-0.3022,0.6234,0,0,0.08,0.2159,0.1733,0.007,0.3867,0.538,0.1928
LONINKCB_00141,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,192,0.0809,-0.5314,0.7161,0,0,0.0638,0.4085,0.0654,0.3966,0.3021,0.3535,-1.5455
LONINKCB_00142,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,258,0.1511,-0.0731,0.7888,0,0,-0.033,0.6175,0.0212,0.7479,0.4341,0.6414,1.1678
LONINKCB_00143,contig_1005,31,28325,0.0001,236.5161,0.064,0.4641,0.0,0.3314,-2.3461,288,0.183,0.1352,0.9444,1,0,-0.0339,0.6119,0.0765,0.2512,0.4028,0.5731,0.5239
LONINKCB_00525,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,339,0.1933,0.4893,0.946,1,0,0.0106,0.8654,0.1447,0.0205,0.3687,0.4275,-0.1757
LONINKCB_00526,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,285,0.1521,0.1144,0.9123,0,0,0.1403,0.0433,0.2729,0.0001,0.3719,0.4368,-0.11
LONINKCB_00527,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,174,0.0675,-0.6564,0.8629,0,0,0.102,0.1793,0.1853,0.0141,0.3851,0.4752,0.1598
LONINKCB_00528,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,267,0.1384,-0.0106,0.8323,0,0,0.031,0.6627,0.1171,0.0979,0.3446,0.3568,-0.6723
LONINKCB_00529,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,249,0.1247,-0.1356,0.7586,0,0,0.1621,0.0132,0.1666,0.0108,0.3896,0.4884,0.2523
LONINKCB_00530,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,255,0.1293,-0.0939,0.7059,0,0,0.0558,0.3894,0.1204,0.0625,0.4157,0.5648,0.7892
LONINKCB_00531,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,171,0.0652,-0.6772,0.6707,0,0,-0.1391,0.1697,0.2307,0.0216,0.4094,0.5463,0.6592
LONINKCB_00532,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,213,0.0973,-0.3856,0.5346,0,0,0.247,0.0003,0.1633,0.019,0.3052,0.2416,-1.4821
LONINKCB_00533,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,249,0.1247,-0.1356,0.4743,0,0,-0.0881,0.1667,0.1125,0.077,0.4498,0.6645,1.4903
LONINKCB_00534,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,264,0.1361,-0.0315,0.4481,0,0,0.0556,0.4474,0.1143,0.1172,0.2727,0.1467,-2.1488
LONINKCB_00535,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,258,0.1316,-0.0731,0.4184,0,0,0.005,0.9427,0.0969,0.166,0.3488,0.3693,-0.5846
LONINKCB_00536,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,210,0.095,-0.4064,0.4011,0,0,0.0058,0.9325,0.1337,0.0486,0.3762,0.4493,-0.0225
LONINKCB_00537,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,228,0.1087,-0.2814,0.3774,0,0,0.0946,0.1491,0.1962,0.0026,0.3772,0.4522,-0.0019
LONINKCB_00538,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,321,0.1796,0.3643,0.3646,0,0,0.1089,0.0967,0.1608,0.0138,0.4112,0.5517,0.6973
LONINKCB_00539,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,225,0.1064,-0.3022,0.3286,0,0,0.029,0.6801,0.0505,0.4733,0.3644,0.4149,-0.2639
LONINKCB_00540,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,225,0.1064,-0.3022,0.2685,0,0,0.0486,0.4919,0.1347,0.056,0.3244,0.298,-1.0859
LONINKCB_00541,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,249,0.1247,-0.1356,0.2481,0,0,0.0471,0.4535,0.0502,0.4238,0.4056,0.5354,0.5824
LONINKCB_00542,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,192,0.0812,-0.5314,0.1993,0,0,0.1825,0.0088,0.1887,0.0067,0.3594,0.4001,-0.368
LONINKCB_00543,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,360,0.2093,0.6351,0.1389,0,0,0.1664,0.0139,0.112,0.0991,0.3694,0.4296,-0.1611
LONINKCB_00544,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,192,0.0812,-0.5314,0.0779,0,0,0.0633,0.3498,0.081,0.2313,0.3646,0.4153,-0.261
LONINKCB_00545,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,630,0.4152,2.5098,0.0623,0,0,0.2281,0.0003,0.2779,0.0,0.4159,0.5653,0.7931
LONINKCB_00546,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,273,0.143,0.031,0.0199,0,0,0.1471,0.0263,0.1997,0.0024,0.4359,0.6239,1.2046
LONINKCB_00547,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,141,0.0424,-0.8855,0.0098,0,0,0.119,0.1363,-0.0315,0.6946,0.4184,0.5728,0.8458
LONINKCB_00548,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,240,0.1178,-0.1981,0.0689,0,0,0.0739,0.2625,0.0926,0.1599,0.3917,0.4945,0.2956
LONINKCB_00549,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,294,0.159,0.1768,0.0957,0,0,0.1471,0.027,0.1019,0.1267,0.3605,0.4035,-0.344
LONINKCB_00550,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,348,0.2002,0.5518,0.2048,0,0,0.0141,0.8326,0.1767,0.0076,0.3649,0.4164,-0.2536
LONINKCB_00551,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,261,0.1338,-0.0523,0.2899,0,0,-0.1315,0.0642,0.0823,0.2476,0.3678,0.4248,-0.1946
LONINKCB_00552,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,150,0.0492,-0.823,0.3026,0,0,0.139,0.0778,0.1675,0.0331,0.32,0.285,-1.1772
LONINKCB_00553,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,228,0.1087,-0.2814,0.4468,0,0,0.1714,0.0112,0.1244,0.0667,0.4211,0.5805,0.8995
LONINKCB_00554,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,234,0.1133,-0.2398,0.5179,0,0,0.1884,0.0076,0.0619,0.384,0.3846,0.4739,0.1507
LONINKCB_00555,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,249,0.1247,-0.1356,0.5354,0,0,0.1135,0.1068,0.2742,0.0001,0.3373,0.3357,-0.8207
LONINKCB_00556,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,276,0.1453,0.0519,0.5582,0,0,0.0249,0.7054,0.1113,0.0899,0.3768,0.4511,-0.0097
LONINKCB_00557,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,270,0.1407,0.0102,0.5947,0,0,0.1204,0.076,0.2308,0.0006,0.3556,0.3889,-0.4465
LONINKCB_00558,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,195,0.0835,-0.5105,0.6208,0,0,0.0026,0.9718,0.0354,0.6265,0.3333,0.324,-0.9032
LONINKCB_00559,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,240,0.1178,-0.1981,0.6661,0,0,0.1076,0.091,0.0448,0.4826,0.3667,0.4214,-0.2182
LONINKCB_00560,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,216,0.0995,-0.3647,0.6903,0,0,0.1085,0.1242,0.1967,0.005,0.3519,0.3781,-0.5226
LONINKCB_00561,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,279,0.1476,0.0727,0.793,0,0,-0.0771,0.2412,0.0895,0.1734,0.3871,0.4812,0.2017
LONINKCB_00562,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,216,0.0995,-0.3647,0.9398,0,0,-0.0181,0.8298,0.3074,0.0002,0.3472,0.3646,-0.6178
LONINKCB_00563,contig_1017,39,29917,0.0001,253.6154,0.1,0.5225,0.0,0.3565,-0.0059,225,0.1064,-0.3022,0.9918,1,0,0.0925,0.1649,0.0987,0.1384,0.4178,0.5709,0.8322
LONINKCB_00059,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,231,0.1171,-0.2606,0.9992,1,0,0.1425,0.053,0.2791,0.0001,0.2684,0.2819,-2.2377
LONINKCB_00060,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,255,0.1379,-0.0939,0.9427,0,0,0.1046,0.1051,0.2105,0.001,0.3725,0.5422,-0.0973
LONINKCB_00061,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,294,0.1718,0.1768,0.9115,0,0,0.0341,0.6304,0.0997,0.1592,0.3503,0.4867,-0.5537
LONINKCB_00062,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,192,0.0833,-0.5314,0.8914,0,0,0.1102,0.1302,0.0764,0.2949,0.3594,0.5093,-0.368
LONINKCB_00063,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,186,0.0781,-0.573,0.847,0,0,0.0463,0.5183,0.1647,0.0208,0.3602,0.5114,-0.3508
LONINKCB_00064,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,231,0.1171,-0.2606,0.8023,0,0,0.1758,0.0096,0.2722,0.0001,0.2944,0.3468,-1.7039
LONINKCB_00065,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,297,0.1744,0.1977,0.7599,0,0,0.0012,0.9865,0.0875,0.2043,0.3771,0.5536,-0.0037
LONINKCB_00066,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,219,0.1067,-0.3439,0.6616,0,0,0.0857,0.297,0.0746,0.3643,0.2785,0.3073,-2.0293
LONINKCB_00067,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,228,0.1145,-0.2814,0.6041,0,0,0.1988,0.0064,0.2303,0.0015,0.2544,0.2469,-2.5257
LONINKCB_00068,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,171,0.0651,-0.6772,0.5615,0,0,-0.0394,0.5878,0.0464,0.5231,0.3509,0.4881,-0.5427
LONINKCB_00069,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,258,0.1405,-0.0731,0.5501,0,0,0.0013,0.9859,0.0985,0.1833,0.3295,0.4345,-0.9829
LONINKCB_00070,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,174,0.0677,-0.6564,0.5389,0,0,0.0583,0.4232,0.0903,0.214,0.3103,0.3868,-1.3757
LONINKCB_00071,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,207,0.0963,-0.4272,0.5085,0,0,0.0727,0.3062,0.1076,0.1294,0.3188,0.408,-1.2011
LONINKCB_00072,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,177,0.0703,-0.6355,0.5002,0,0,0.0453,0.5437,0.0274,0.7139,0.2994,0.3595,-1.5999
LONINKCB_00073,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,420,0.281,1.0517,0.4895,0,0,0.0689,0.2926,0.2787,0.0,0.3429,0.468,-0.7075
LONINKCB_00074,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,225,0.1119,-0.3022,0.4763,0,0,0.0573,0.4414,0.0996,0.1796,0.3067,0.3776,-1.4513
LONINKCB_00075,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,243,0.1275,-0.1773,0.4556,0,0,-0.0663,0.3544,0.0999,0.1625,0.2963,0.3517,-1.6644
LONINKCB_00076,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,210,0.0989,-0.4064,0.4467,0,0,-0.0521,0.4749,0.1021,0.1611,0.3143,0.3966,-1.2947
LONINKCB_00077,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,303,0.1796,0.2393,0.3702,0,0,-0.0519,0.4641,0.0676,0.3404,0.297,0.3535,-1.6493
LONINKCB_00078,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,261,0.1432,-0.0523,0.3088,0,0,-0.0633,0.3205,0.0609,0.3395,0.4521,0.741,1.5377
LONINKCB_00079,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,447,0.3044,1.2392,0.3017,0,0,0.0925,0.1462,0.1065,0.0943,0.4161,0.6511,0.7979
LONINKCB_00080,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,213,0.1015,-0.3856,0.2765,0,0,0.246,0.0006,0.1953,0.0065,0.3192,0.409,-1.1927
LONINKCB_00081,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,210,0.0989,-0.4064,0.2602,0,0,0.0379,0.5846,0.0172,0.8042,0.3762,0.5513,-0.0225
LONINKCB_00082,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,213,0.1015,-0.3856,0.2483,0,0,0.1119,0.1093,0.0427,0.5423,0.3474,0.4794,-0.6138
LONINKCB_00083,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,225,0.1119,-0.3022,0.2355,0,0,0.0965,0.1614,0.206,0.0026,0.3244,0.422,-1.0859
LONINKCB_00084,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,306,0.1822,0.2602,0.2077,0,0,-0.1335,0.046,0.0923,0.1687,0.3301,0.436,-0.9704
LONINKCB_00085,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,237,0.1223,-0.2189,0.1854,0,0,0.0691,0.3169,0.0115,0.8683,0.308,0.3809,-1.4235
LONINKCB_00086,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,189,0.0807,-0.5522,0.1546,0,0,0.0848,0.2566,0.0425,0.5696,0.3228,0.4178,-1.1207
LONINKCB_00087,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,231,0.1171,-0.2606,0.1341,0,0,0.0605,0.3579,0.1697,0.0095,0.3939,0.5957,0.3423
LONINKCB_00088,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,180,0.0729,-0.6147,0.0918,0,0,-0.0202,0.8037,0.102,0.2082,0.2778,0.3054,-2.045
LONINKCB_00089,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,213,0.1015,-0.3856,0.0783,0,0,0.2012,0.0028,0.2356,0.0004,0.3709,0.5381,-0.1313
LONINKCB_00090,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,213,0.1015,-0.3856,0.0564,0,0,0.0312,0.6456,0.0859,0.2053,0.3709,0.5381,-0.1313
LONINKCB_00091,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,339,0.2108,0.4893,0.0086,0,0,0.0734,0.2772,0.0707,0.2951,0.3186,0.4074,-1.2063
LONINKCB_00092,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,234,0.1197,-0.2398,0.0449,0,0,0.0949,0.1428,0.0736,0.256,0.3846,0.5724,0.1507
LONINKCB_00093,contig_1003,54,58525,0.0002,243.7778,0.0847,0.5579,0.0,0.3231,-3.1199,534,0.3798,1.8432,0.1856,0,0,0.0919,0.149,0.1931,0.0023,0.3315,0.4395,-0.9417
