g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o,PC_1,PC_2,PC_3,diamond_header,fasta_header,best_hit,best_hitID,bh_pident,bh_evalue,bh_bitscore,lca,lcaID,refined_lca,refined_lcaID,taxon_assignment,taxon_assignmentID,is_target,plot_label,plot_labelID,start,end,upstream_gene,downstream_gene,gene_biotype
None-gene-951,contig_290,9,2443,0.0233,260.4444,149.297,-0.0136,0.8292,0.4302,0.7066,102,-1.0613,-0.73,0.2219,0,0,-0.0841,0.2538,0.2233,0.0022,0.4314,-0.0997,-0.8008,-2.178306015093663,-0.7520942339488914,1.0320825001509146,None-gene-951-0,None-gene-951-0,Priestia megaterium,1404,97.0,1.39e-13,67.8,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,951,1052,,None-gene-2019,mRNA
None-gene-1130,contig_290,9,2443,0.0233,260.4444,149.297,-0.0136,0.8292,0.4302,0.7066,117,-0.9608,-0.6974,0.0753,0,0,0.0956,0.2666,0.1941,0.023,0.359,-1.4149,-1.5477,-1.5736293668588914,-0.9948651238233761,1.3957931889488888,None-gene-1130-0,None-gene-1130-0,Escherichia coli,562,100,3.14e-20,84.3,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,1130,1246,None-gene-1294,None-gene-500,mRNA
None-gene-1269,contig_290,9,2443,0.0233,260.4444,149.297,-0.0136,0.8292,0.4302,0.7066,539,1.8658,0.2184,0.4791,0,0,0.0599,0.3398,0.4324,0.0,0.4249,-0.218,-0.868,-1.2616697959769696,1.071323968631146,-1.2880345071248491,None-gene-1269-0,None-gene-1269-0,Priestia megaterium,1404,100,4.27e-32,120,Bacteria,2,,,Bacteria,2,0,Bacteria,2,1269,1807,None-gene-1945,None-gene-119,mRNA
None-gene-1294,contig_290,9,2443,0.0233,260.4444,149.297,-0.0136,0.8292,0.4302,0.7066,192,-0.4584,-0.5346,0.2154,0,0,0.0491,0.4792,0.273,0.0001,0.4375,0.0116,-0.7376,-1.6572456381538474,-0.45004313815806074,0.7643032444060722,None-gene-1294-0,None-gene-1294-0,Bacteria,2,100,5.08e-35,123,Bacteria,2,,,Bacteria,2,0,Bacteria,2,1294,1485,None-gene-2019,None-gene-1130,mRNA
None-gene-1945,contig_290,9,2443,0.0233,260.4444,149.297,-0.0136,0.8292,0.4302,0.7066,120,-0.9407,-0.6909,0.6896,0,0,0.0961,0.2008,0.2564,0.0005,0.3667,-1.2751,-1.4683,-1.7901704215313434,-0.2800681040678301,0.9744273892710559,None-gene-1945-0,None-gene-1945-0,Escherichia phage Lambda imm434,2918898,85.0,2.10e-15,72.0,Escherichia phage Lambda imm434,2918898,,,Escherichia phage Lambda imm434,2918898,0,Escherichia phage Lambda imm434,2918898,1945,2064,None-gene-500,None-gene-1269,mRNA
None-gene-2019,contig_290,9,2443,0.0233,260.4444,149.297,-0.0136,0.8292,0.4302,0.7066,309,0.3252,-0.2807,0.905,1,0,0.0274,0.6712,0.3099,0.0,0.3463,-1.6455,-1.6787,-2.005890243775307,1.3651017018278877,0.18651793359222932,None-gene-2019-0,None-gene-2019-0,Xanthomonas oryzae,347,98.1,2.85e-65,205,Gammaproteobacteria,1236,,,Gammaproteobacteria,1236,0,Gammaproteobacteria,1236,2019,2327,None-gene-951,None-gene-1294,mRNA
None-gene-69,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,132,-0.8067,-0.6648,0.9845,1,0,-0.2031,0.0041,0.1132,0.1122,0.5379,1.416,0.298,-0.7663808784296194,-0.8014835530919295,0.01276568548764526,None-gene-69-0,None-gene-69-0,Escherichia coli,562,100,4.09e-24,96.7,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,69,200,None-gene-4810,None-gene-4475,mRNA
None-gene-266,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,159,-0.7153,-0.6062,0.9397,0,0,0.1031,0.1098,0.2022,0.0016,0.4969,0.3623,-0.1252,0.38120148056139197,-1.4859845195607098,-0.06076730424190145,None-gene-266-0,None-gene-266-0,Escherichia coli,562,100,1.81e-30,111,Bacteria,2,,,Bacteria,2,0,Bacteria,2,266,424,None-gene-577,None-gene-2181,mRNA
None-gene-461,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,111,-0.8778,-0.7104,0.8953,0,0,0.1797,0.0363,0.1002,0.2456,0.3874,-2.4494,-1.2546,0.5609800065053931,-1.917398604643036,0.36466366098383934,None-gene-461-0,None-gene-461-0,Escherichia coli,562,100,3.05e-17,77.0,Enterobacteriaceae,543,,,Enterobacteriaceae,543,0,Enterobacteriaceae,543,461,571,None-gene-2874,None-gene-577,mRNA
None-gene-577,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,546,0.5952,0.2336,0.8689,0,0,-0.1161,0.0637,0.4274,0.0,0.5293,1.1957,0.2096,0.1751828124790241,-0.21225792958258216,-1.799632574109752,None-gene-577-0,None-gene-577-0,Escherichia albertii,208962,99.5,4.77e-126,363,root,1,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,577,1122,None-gene-461,None-gene-266,mRNA
None-gene-581,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,123,-0.8372,-0.6844,0.868,0,0,-0.0394,0.6058,0.1938,0.0104,0.5447,1.5916,0.3685,-0.05313442321401471,-1.5733679897920276,-0.16581661315813978,None-gene-581-0,None-gene-581-0,Salmonella enterica subsp. enterica serovar Uganda str. R8-3404,913083,90.2,4.82e-19,81.3,Salmonella enterica subsp. enterica,59201,,,Salmonella enterica subsp. enterica,59201,0,Salmonella enterica subsp. enterica,59201,581,703,None-gene-2181,None-gene-6456,mRNA
None-gene-1157,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,733,1.2284,0.6395,0.737,0,0,0.0208,0.7406,0.4053,0.0,0.4543,-0.7308,-0.5643,0.8129623864333458,-0.144138838487468,-1.9872921182406211,None-gene-1157-0,None-gene-1157-0,Streptomyces cocklensis,887465,97.1,9.75e-40,144,root,1,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,1157,1889,None-gene-2798,None-gene-2604,mRNA
None-gene-1837,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,153,-0.7356,-0.6193,0.5823,0,0,0.109,0.1569,0.2931,0.0001,0.4444,-0.9839,-0.6659,0.5445257564096746,-1.552661076492415,0.04573698161996575,None-gene-1837-0,None-gene-1837-0,Escherichia coli J53,1144303,100,6.80e-32,114,Escherichia coli,562,,,Escherichia coli,562,0,Escherichia coli,562,1837,1989,None-gene-7115,None-gene-7992,mRNA
None-gene-2001,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,579,0.7069,0.3052,0.5449,0,0,0.0465,0.4657,0.2824,0.0,0.4974,0.3765,-0.1195,0.7891994040460203,-0.9113216828034899,-1.2465849846708839,None-gene-2001-0,None-gene-2001-0,Escherichia coli,562,98.4,3.35e-128,369,root,1,Opisthokonta,33154,Opisthokonta,33154,1,Opisthokonta,33154,2001,2579,None-gene-5355,None-gene-4348,mRNA
None-gene-2181,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,129,-0.8168,-0.6714,0.504,0,0,0.11,0.1349,0.0564,0.4447,0.5349,1.3391,0.2671,0.5115045090485639,-2.323747938714066,0.4525589153223452,None-gene-2181-0,None-gene-2181-0,Xenorhabdus bovienii,40576,64.3,4.81e-06,49.3,Xenorhabdus bovienii,40576,,,Xenorhabdus bovienii,40576,0,Xenorhabdus bovienii,40576,2181,2309,None-gene-266,None-gene-581,mRNA
None-gene-2604,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,210,-0.5426,-0.4956,0.4077,0,0,0.0723,0.2854,0.2466,0.0002,0.519,0.9323,0.1037,0.5491104531608706,-1.7293132454923215,-0.031172103722546265,None-gene-2604-0,None-gene-2604-0,Escherichia coli,562,100,3.98e-44,146,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,2604,2813,None-gene-1157,None-gene-3956,mRNA
None-gene-2798,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,228,-0.4816,-0.4565,0.3636,0,0,0.0797,0.2308,0.3029,0.0,0.4956,0.3304,-0.138,0.6155694812884298,-1.583733166744805,-0.11542267857630543,None-gene-2798-0,None-gene-2798-0,Salmonella enterica subsp. enterica serovar Choleraesuis,119912,96.1,1.20e-45,152,Salmonella enterica subsp. enterica serovar Choleraesuis,119912,,,Salmonella enterica subsp. enterica serovar Choleraesuis,119912,0,Salmonella enterica subsp. enterica serovar Choleraesuis,119912,2798,3025,None-gene-7992,None-gene-1157,mRNA
None-gene-2874,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,1083,2.4136,1.399,0.3463,0,0,0.0944,0.132,0.4903,0.0,0.4691,-0.3514,-0.4119,1.5394632403650326,0.2849669164309778,-2.7475938707663117,None-gene-2874-0,None-gene-2874-0,Streptococcus uberis,1349,98.0,6.35e-151,434,Bacteria,2,,,Bacteria,2,0,Bacteria,2,2874,3956,None-gene-6853,None-gene-461,mRNA
None-gene-3956,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,459,0.3006,0.0448,0.1001,0,0,-0.0211,0.7374,0.2306,0.0002,0.4989,0.4151,-0.104,0.6292236076053825,-1.6074152236566082,-0.7232325464990134,None-gene-3956-0,None-gene-3956-0,Escherichia coli,562,98.7,4.54e-104,304,root,1,Opisthokonta,33154,Opisthokonta,33154,1,Opisthokonta,33154,3956,4414,None-gene-2604,None-gene-4810,mRNA
None-gene-4348,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,96,-0.9286,-0.743,0.0109,0,0,0.0902,0.2382,-0.0028,0.9708,0.4271,-1.4298,-0.845,0.5964916349930799,-2.962387050764294,0.8490965168383374,None-gene-4348-0,None-gene-4348-0,Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594,476213,84.8,6.10e-09,55.5,Salmonella enterica,28901,,,Salmonella enterica,28901,0,Salmonella enterica,28901,4348,4443,None-gene-2001,None-gene-7115,mRNA
None-gene-4475,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,271,-0.336,-0.3632,0.0792,0,0,-0.0226,0.7385,0.2281,0.0007,0.5351,1.3435,0.2689,0.4474877968084585,-1.9317434039848305,-0.17627843950544028,None-gene-4475-0,None-gene-4475-0,Escherichia coli,562,76.1,4.02e-31,114,Escherichia coli,562,,,Escherichia coli,562,0,Escherichia coli,562,4475,4745,None-gene-69,,mRNA
None-gene-4810,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,207,-0.5527,-0.5021,0.1408,0,0,0.0573,0.3679,0.157,0.0131,0.5072,0.6292,-0.018,0.5867148247555531,-2.2112063384505314,0.20509256759334427,None-gene-4810-0,None-gene-4810-0,Escherichia coli,562,100,1.49e-40,142,root,1,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,4810,5016,None-gene-3956,None-gene-69,mRNA
None-gene-5355,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,984,2.0783,1.1842,0.4416,0,0,0.1048,0.0943,0.3255,0.0,0.4898,0.182,-0.1976,1.4077246186349843,-0.2570025641669359,-2.292926396652106,None-gene-5355-0,None-gene-5355-0,N/A,,75.0,9.09e-154,457,root,1,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,5355,6338,None-gene-5470,None-gene-2001,mRNA
None-gene-5470,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,321,-0.1667,-0.2547,0.317,0,0,0.0245,0.7098,0.1789,0.0061,0.5639,2.0834,0.5661,0.538072046117672,-1.8023799880711868,-0.30019785849194913,None-gene-5470-0,None-gene-5470-0,Bacteria,2,68.1,3.18e-37,132,Bacteria,2,,,Bacteria,2,0,Bacteria,2,5470,5790,None-gene-6456,None-gene-5355,mRNA
None-gene-6456,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,153,-0.7356,-0.6193,0.5031,0,0,-0.0626,0.4185,0.1189,0.1237,0.4837,0.0234,-0.2613,0.032212071009465174,-2.043200773602199,-0.003850568952901017,None-gene-6456-0,None-gene-6456-0,Escherichia coli,562,67.9,7.39e-12,65.1,root,1,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,6456,6608,None-gene-581,None-gene-5470,mRNA
None-gene-6853,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,102,-0.9083,-0.73,0.5818,0,0,0.0628,0.4628,-0.0736,0.3895,0.451,-0.816,-0.5985,0.2917087469980073,-2.6458011659914766,0.5645018036944704,None-gene-6853-0,None-gene-6853-0,Escherichia coli,562,97.1,1.69e-14,70.1,root,1,cellular organisms,131567,cellular organisms,131567,1,cellular organisms,131567,6853,6954,,None-gene-2874,mRNA
None-gene-7115,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,612,0.8187,0.3769,0.7575,0,0,-0.0114,0.8559,0.3247,0.0,0.4559,-0.6901,-0.5479,0.5760010948228848,-0.5329577490476457,-1.6114180344236912,None-gene-7115-0,None-gene-7115-0,Bifidobacterium bifidum,1681,63.5,1.88e-70,226,root,1,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,7115,7726,None-gene-4348,None-gene-1837,mRNA
None-gene-7992,contig_291,22,8792,0.0839,370.2273,295.318,0.0685,0.2749,0.4769,1.1309,754,1.2995,0.685,0.9893,1,0,0.0241,0.7011,0.3931,0.0,0.4151,-1.7371,-0.9685,0.5698431830165741,0.8912882240354764,-1.700273343101515,None-gene-7992-0,None-gene-7992-0,Escherichia coli,562,31.4,4.47e-09,67.8,cellular organisms,131567,Neoptera,33340,Neoptera,33340,1,Neoptera,33340,7992,8745,None-gene-1837,None-gene-2798,mRNA
