g_name,c_name,c_num_of_genes,c_len,c_pct_assemby_len,c_genelenm,c_genelensd,c_pearson_r,c_pearson_p,c_gc_cont,c_gcdev,g_len,g_lendev_c,g_lendev_o,g_abspos,g_terminal,g_single,g_pearson_r_o,g_pearson_p_o,g_pearson_r_c,g_pearson_p_c,g_gc_cont,g_gcdev_c,g_gcdev_o
None-gene-12324,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,873,0.0915,-0.3574,0.1813,0,0,0.1093,0.0809,0.0644,0.3049,0.394,0.245,0.1735
None-gene-15198,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,488,0.0642,-0.4596,0.0421,0,0,0.0305,0.6316,0.27,0.0,0.4303,0.2971,1.229
None-gene-18923,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,435,0.0604,-0.4737,0.286,0,0,-0.0591,0.3541,0.0198,0.7566,0.4299,0.2965,1.2162
None-gene-19410,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,273,0.0489,-0.5167,0.3076,0,0,0.0449,0.4814,0.2165,0.0006,0.4835,0.3734,2.7764
None-gene-19742,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,255,0.0476,-0.5215,0.3285,0,0,0.037,0.5673,0.0707,0.2741,0.4471,0.3211,1.7158
None-gene-22171,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,1348,0.1252,-0.2313,0.5625,0,0,0.1471,0.0185,0.1654,0.008,0.4525,0.3289,1.8747
None-gene-23907,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,315,0.0519,-0.5056,0.6092,0,0,-0.0032,0.9605,0.1811,0.0042,0.473,0.3583,2.4709
None-gene-24232,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,180,0.0423,-0.5414,0.6218,0,0,0.1063,0.1166,0.1693,0.0121,0.4833,0.3731,2.771
None-gene-28273,contig_374,11,30103,0.0001,666.7273,0.0294,0.5183,0.0,0.3783,1.8927,726,0.0811,-0.3964,0.9266,1,0,0.2426,0.0001,0.2823,0.0,0.449,0.3239,1.7733
None-gene-12564,contig_406,2,29153,0.0001,4683.5,0.0861,0.5504,0.0,0.365,0.7382,3000,0.036,0.2073,0.1381,1,0,0.1328,0.0336,0.394,0.0,0.3947,0.2068,0.1916
None-gene-22153,contig_406,2,29153,0.0001,4683.5,0.0861,0.5504,0.0,0.365,0.7382,6367,0.1177,1.1013,0.9565,1,0,0.3968,0.0,0.568,0.0,0.439,0.3189,1.4808
None-gene-35295,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,803,0.0671,-0.376,0.5307,1,0,0.1142,0.0681,0.1464,0.0191,0.3537,0.1718,-1.0009
None-gene-44667,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,237,0.0433,-0.5263,0.4061,0,0,0.1263,0.047,0.0956,0.1334,0.384,0.234,-0.1197
None-gene-52707,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,2033,0.1188,-0.0494,0.2992,0,0,0.0827,0.1873,0.0989,0.1143,0.4014,0.2698,0.3868
None-gene-58185,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,3129,0.1649,0.2416,0.2263,0,0,0.2014,0.0012,0.2129,0.0006,0.4305,0.3296,1.2337
None-gene-60227,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,204,0.0419,-0.535,0.1992,0,0,0.0372,0.5768,0.0832,0.2118,0.4216,0.3113,0.9742
None-gene-61890,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,434,0.0516,-0.474,0.1771,0,0,-0.0051,0.9366,-0.0343,0.5899,0.3963,0.2594,0.2395
None-gene-67342,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,2465,0.137,0.0653,0.1046,0,0,0.2365,0.0001,0.1276,0.0413,0.3923,0.2511,0.1225
None-gene-69978,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,165,0.0403,-0.5454,0.0695,0,0,0.1316,0.0826,0.055,0.47,0.3515,0.1674,-1.0637
None-gene-70685,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,636,0.0601,-0.4203,0.0601,0,0,0.0497,0.4281,0.1869,0.0027,0.3978,0.2625,0.2827
None-gene-99704,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,712,0.0633,-0.4002,0.3352,0,0,0.0452,0.4714,0.0312,0.6195,0.434,0.3368,1.3355
None-gene-137148,contig_381,11,150416,0.0004,1035.2727,0.0496,0.5107,0.0,0.3688,1.0715,570,0.0573,-0.4379,0.8311,1,0,0.0396,0.5286,0.1019,0.1039,0.4579,0.3859,2.031
None-gene-3402,contig_424,2,9727,0.0,623.0,0.0213,0.3997,0.0,0.3342,-1.9313,204,0.036,-0.535,0.3006,1,0,0.0673,0.3362,0.061,0.3837,0.3824,0.1648,-0.1666
None-gene-8640,contig_424,2,9727,0.0,623.0,0.0213,0.3997,0.0,0.3342,-1.9313,1042,0.1177,-0.3125,0.9905,1,0,0.1567,0.0133,0.3729,0.0,0.4242,0.3061,1.0503
None-gene-1388,contig_419,2,24624,0.0001,2394.0,0.0483,0.4444,0.0,0.3253,-2.7068,1448,0.036,-0.2047,0.8873,1,0,0.2569,0.0,0.2834,0.0,0.3474,0.2036,-1.1842
None-gene-14540,contig_419,2,24624,0.0001,2394.0,0.0483,0.4444,0.0,0.3253,-2.7068,3340,0.1177,0.2976,0.4521,1,0,0.2129,0.0006,0.5325,0.0,0.3647,0.3174,-0.681
None-gene-9123,contig_416,2,27163,0.0001,2361.5,0.1088,0.537,0.0,0.3408,-1.3577,233,0.036,-0.5273,0.3283,1,0,-0.0034,0.9588,0.0928,0.1624,0.4206,0.5125,0.9461
None-gene-18448,contig_416,2,27163,0.0001,2361.5,0.1088,0.537,0.0,0.3408,-1.3577,4490,0.1177,0.6029,0.6888,1,0,0.3493,0.0,0.5536,0.0,0.3559,0.2711,-0.9361
None-gene-9425,contig_417,3,27490,0.0001,1586.0,0.0973,0.5364,0.0,0.3378,-1.6212,342,0.0501,-0.4984,0.3143,1,0,-0.0177,0.7843,0.0716,0.2684,0.4444,0.4208,1.6397
None-gene-18740,contig_417,3,27490,0.0001,1586.0,0.0973,0.5364,0.0,0.3378,-1.6212,4275,0.1346,0.5459,0.6743,0,0,0.383,0.0,0.4525,0.0,0.3574,0.2656,-0.8917
None-gene-22423,contig_417,3,27490,0.0001,1586.0,0.0973,0.5364,0.0,0.3378,-1.6212,141,0.0458,-0.5518,0.6415,1,0,0.2281,0.0012,0.1106,0.12,0.4752,0.4755,2.5338
None-gene-518,contig_431,4,5107,0.0,368.5,0.0071,0.2197,0.0004,0.3595,0.2638,572,0.1354,-0.4373,0.7975,1,0,0.0843,0.1987,0.1599,0.0144,0.3497,0.248,-1.118
None-gene-1329,contig_431,4,5107,0.0,368.5,0.0071,0.2197,0.0004,0.3595,0.2638,337,0.0678,-0.4997,0.4798,0,0,0.1122,0.0779,0.1836,0.0037,0.362,0.2695,-0.7582
None-gene-1680,contig_431,4,5107,0.0,368.5,0.0071,0.2197,0.0004,0.3595,0.2638,391,0.0833,-0.4854,0.3423,0,0,0.1483,0.0195,0.3614,0.0,0.3708,0.2849,-0.5014
None-gene-3493,contig_431,4,5107,0.0,368.5,0.0071,0.2197,0.0004,0.3595,0.2638,174,0.0209,-0.543,0.4356,1,0,-0.0251,0.7033,0.2524,0.0001,0.4483,0.42,1.7512
None-gene-12762,contig_418,3,48125,0.0001,6507.0,0.3986,0.472,0.0,0.3311,-2.2047,561,0.0456,-0.4402,0.4697,1,0,-0.0058,0.9272,0.0777,0.2217,0.4135,0.5868,0.7409
None-gene-17058,contig_418,3,48125,0.0001,6507.0,0.3986,0.472,0.0,0.3311,-2.2047,1452,0.0503,-0.2037,0.2911,0,0,0.2664,0.0,0.2428,0.0001,0.3485,0.2805,-1.1519
None-gene-30420,contig_418,3,48125,0.0001,6507.0,0.3986,0.472,0.0,0.3311,-2.2047,17508,0.1346,4.0593,0.9918,1,0,0.2786,0.0,0.7481,0.0,0.347,0.2735,-1.1955
None-gene-1339,contig_437,3,31370,0.0001,1232.6667,0.0552,0.5778,0.0,0.3418,-1.2715,2720,0.1331,0.133,0.9147,1,0,0.1835,0.0032,0.3649,0.0,0.3651,0.2614,-0.6693
None-gene-4255,contig_437,3,31370,0.0001,1232.6667,0.0552,0.5778,0.0,0.3418,-1.2715,792,0.0602,-0.3789,0.7288,0,0,0.0281,0.6542,0.1795,0.004,0.4003,0.3788,0.3541
None-gene-8505,contig_437,3,31370,0.0001,1232.6667,0.0552,0.5778,0.0,0.3418,-1.2715,186,0.0372,-0.5398,0.4578,1,0,0.2036,0.0046,0.1316,0.0688,0.3441,0.1913,-1.2799
None-gene-11706,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,5980,0.1779,0.9986,0.8962,1,0,0.3828,0.0,0.3395,0.0,0.3814,0.2401,-0.1932
None-gene-21071,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,4691,0.1481,0.6563,0.8131,0,0,0.2802,0.0,0.3215,0.0,0.3965,0.2733,0.2451
None-gene-35101,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,1045,0.0637,-0.3117,0.6887,0,0,0.222,0.0003,0.2378,0.0001,0.4057,0.2937,0.5138
None-gene-42542,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,600,0.0534,-0.4299,0.6227,0,0,0.0597,0.3414,0.0674,0.283,0.4067,0.2957,0.5407
None-gene-67798,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,3323,0.1164,0.2931,0.3986,0,0,0.3121,0.0,0.266,0.0,0.4406,0.3705,1.5269
None-gene-75206,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,837,0.0589,-0.367,0.3329,0,0,0.0781,0.2128,0.1049,0.0941,0.411,0.3053,0.6665
None-gene-84999,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,2678,0.1015,0.1218,0.2461,0,0,0.1717,0.0059,0.2131,0.0006,0.3712,0.2175,-0.4919
None-gene-101797,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,303,0.0466,-0.5087,0.0971,0,0,0.1571,0.0198,0.087,0.1986,0.3729,0.2214,-0.4405
None-gene-106538,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,351,0.0477,-0.496,0.055,0,0,0.1374,0.0302,0.1461,0.0211,0.4302,0.3477,1.2253
None-gene-113923,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,562,0.0526,-0.44,0.0155,0,0,0.0599,0.3399,0.1069,0.0879,0.4413,0.3721,1.5477
None-gene-117326,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,617,0.0538,-0.4254,0.0461,0,0,0.0233,0.7112,0.0447,0.476,0.4279,0.3425,1.1577
None-gene-117366,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,243,0.0452,-0.5247,0.0432,0,0,0.0292,0.6573,0.0371,0.5723,0.4115,0.3065,0.682
None-gene-117942,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,940,0.0613,-0.3396,0.0545,0,0,0.2826,0.0,0.2296,0.0002,0.4096,0.3022,0.6253
None-gene-134066,contig_413,14,225480,0.0007,1612.5,0.0904,0.8617,0.0,0.3488,-0.6663,405,0.0489,-0.4817,0.1927,1,0,0.197,0.0018,0.1851,0.0034,0.4395,0.3682,1.496
None-gene-768,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,3897,0.175,0.4455,0.9483,1,0,0.3597,0.0,0.3772,0.0,0.4347,0.3062,1.356
None-gene-7142,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,1344,0.0777,-0.2324,0.5183,0,0,0.2534,0.0,0.3139,0.0,0.4062,0.2068,0.5286
None-gene-9739,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,2348,0.1159,0.0342,0.3431,0,0,0.2623,0.0,0.4573,0.0,0.4135,0.2323,0.7408
None-gene-14740,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,369,0.0405,-0.4912,0.0191,0,0,0.0487,0.4514,0.1575,0.0144,0.4499,0.3592,1.7974
None-gene-15193,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,785,0.0563,-0.3808,0.0777,0,0,0.1363,0.0292,0.2643,0.0,0.4395,0.3229,1.4956
None-gene-16618,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,765,0.0556,-0.3861,0.1725,0,0,0.1101,0.0786,0.2535,0.0,0.4144,0.2352,0.7651
None-gene-20803,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,1130,0.0695,-0.2892,0.4794,0,0,0.2506,0.0001,0.2866,0.0,0.4274,0.2808,1.1448
None-gene-28264,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,927,0.0617,-0.3431,0.969,0,0,0.1161,0.0636,0.2232,0.0003,0.4595,0.393,2.0791
None-gene-28658,contig_433,9,29649,0.0001,1323.0,0.0547,0.6566,0.0,0.3799,2.0383,342,0.0394,-0.4984,0.9562,1,0,-0.0169,0.7878,0.0105,0.8674,0.4357,0.3096,1.3845
None-gene-4241,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,620,0.0541,-0.4246,0.926,1,0,-0.0366,0.5599,-0.0865,0.1674,0.4452,0.394,1.6606
None-gene-6587,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,2946,0.1441,0.193,0.885,0,0,0.1829,0.0033,0.2297,0.0002,0.4223,0.3518,0.9946
None-gene-15903,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,1675,0.0949,-0.1445,0.7223,0,0,0.3999,0.0,0.3795,0.0,0.3439,0.2075,-1.2858
None-gene-25748,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,955,0.0671,-0.3356,0.5504,0,0,0.1756,0.0048,0.2148,0.0005,0.3874,0.2877,-0.0188
None-gene-27111,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,677,0.0563,-0.4094,0.5266,0,0,-0.0492,0.4331,-0.0064,0.9185,0.4165,0.3413,0.828
None-gene-28516,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,2296,0.119,0.0204,0.502,0,0,0.1994,0.0013,0.2408,0.0001,0.4007,0.3121,0.367
None-gene-34631,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,1382,0.0836,-0.2223,0.3952,0,0,0.2137,0.0006,0.2447,0.0001,0.3748,0.2645,-0.3858
None-gene-39179,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,3825,0.1782,0.4264,0.3158,0,0,0.1258,0.0443,0.2405,0.0001,0.3595,0.2362,-0.8321
None-gene-41845,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,147,0.0358,-0.5502,0.2693,0,0,0.0618,0.457,0.0319,0.7015,0.4014,0.3133,0.3863
None-gene-51483,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,1052,0.0708,-0.3099,0.1009,0,0,0.2416,0.0001,0.2458,0.0001,0.3964,0.3042,0.2417
None-gene-52585,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,405,0.0458,-0.4817,0.0817,0,0,0.0089,0.8891,0.01,0.8752,0.3802,0.2745,-0.2279
None-gene-60196,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,2396,0.1228,0.047,0.093,0,0,0.2711,0.0,0.2607,0.0,0.3919,0.2959,0.1112
None-gene-76343,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,1941,0.1052,-0.0738,0.3671,0,0,0.1774,0.0044,0.2839,0.0,0.3519,0.2223,-1.0531
None-gene-81764,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,412,0.046,-0.4798,0.4351,0,0,0.0767,0.2286,0.0937,0.1411,0.3835,0.2805,-0.1334
None-gene-83629,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,464,0.0481,-0.466,0.4685,0,0,-0.0768,0.2351,-0.0392,0.5443,0.3534,0.2251,-1.0075
None-gene-89308,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,207,0.0381,-0.5342,0.5632,0,0,0.0967,0.1586,0.046,0.5036,0.3865,0.2859,-0.0467
None-gene-91159,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,195,0.0376,-0.5374,0.5953,0,0,0.1272,0.0677,0.0901,0.1967,0.4718,0.443,2.4354
None-gene-110468,contig_421,18,114525,0.0003,1207.8889,0.0539,0.8132,0.0,0.344,-1.0822,147,0.0358,-0.5502,0.9317,1,0,0.0803,0.2457,0.0873,0.2063,0.415,0.3384,0.7821
None-gene-9087,contig_448,2,10385,0.0,536.5,0.016,0.3168,0.0,0.3481,-0.7267,852,0.1177,-0.363,0.9139,1,0,0.0178,0.777,0.2658,0.0,0.4413,0.2564,1.5487
None-gene-10135,contig_448,2,10385,0.0,536.5,0.016,0.3168,0.0,0.3481,-0.7267,221,0.036,-0.5305,0.9942,1,0,0.2638,0.0001,0.2085,0.0026,0.4525,0.3857,1.8737
None-gene-23547,contig_447,1,25594,0.0001,518.0,0.18,0.5537,0.0,0.3401,-1.4195,518,0.0769,-0.4517,0.8804,1,1,0.1448,0.0204,0.0697,0.2664,0.3822,0.3178,-0.1699
None-gene-25217,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,555,0.0514,-0.4418,0.8072,1,0,0.0791,0.2135,0.1112,0.0799,0.4324,0.357,1.2903
None-gene-33096,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,6213,0.193,1.0604,0.7469,0,0,0.4291,0.0,0.3789,0.0,0.3808,0.2363,-0.2114
None-gene-47724,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,4702,0.1552,0.6592,0.635,0,0,0.3147,0.0,0.2692,0.0,0.3949,0.2693,0.1995
None-gene-55936,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,2556,0.1015,0.0894,0.5722,0,0,0.1212,0.0527,0.1679,0.0071,0.4296,0.3503,1.2072
None-gene-62154,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,1042,0.0636,-0.3125,0.5247,0,0,0.1845,0.0035,0.182,0.004,0.404,0.2906,0.464
None-gene-63891,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,1690,0.0798,-0.1405,0.5114,0,0,0.2761,0.0,0.281,0.0,0.3893,0.2563,0.0369
None-gene-69190,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,570,0.0518,-0.4379,0.4709,0,0,0.0135,0.8303,0.0622,0.3216,0.4035,0.2894,0.4488
None-gene-76324,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,258,0.044,-0.5207,0.4163,0,0,0.201,0.0575,0.2261,0.0321,0.3488,0.1615,-1.1416
None-gene-91039,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,285,0.0446,-0.5135,0.3038,0,0,-0.0325,0.6351,-0.0384,0.5758,0.3825,0.2401,-0.1636
None-gene-95950,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,2495,0.0999,0.0732,0.2662,0,0,0.2424,0.0001,0.3178,0.0,0.4381,0.3702,1.4544
None-gene-112585,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,2309,0.0953,0.0239,0.139,0,0,0.1737,0.0053,0.1791,0.004,0.3755,0.2238,-0.3663
None-gene-114971,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,339,0.046,-0.4992,0.1207,0,0,0.0715,0.2679,0.1431,0.026,0.3864,0.2494,-0.048
None-gene-127515,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,305,0.0451,-0.5082,0.0248,0,0,0.177,0.0074,0.0679,0.3072,0.3803,0.2352,-0.2255
None-gene-132460,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,876,0.0594,-0.3566,0.0197,0,0,0.2247,0.0003,0.2717,0.0,0.4155,0.3175,0.7984
None-gene-138883,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,570,0.0518,-0.4379,0.0665,0,0,0.0936,0.1353,0.1327,0.0339,0.4421,0.3796,1.5717
None-gene-155320,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,405,0.0476,-0.4817,0.1909,0,0,0.1948,0.0021,0.1699,0.0073,0.4346,0.362,1.3524
None-gene-173256,contig_414,17,261515,0.0008,1572.6471,0.0835,0.8952,0.0,0.3464,-0.8704,1565,0.0767,-0.1737,0.337,1,0,0.191,0.0021,0.2634,0.0,0.4134,0.3125,0.7371
None-gene-678,contig_442,6,146712,0.0004,4463.5,0.2853,0.8321,0.0,0.3389,-1.5216,6284,0.0902,1.0793,0.9908,1,0,0.3238,0.0,0.4743,0.0,0.3561,0.276,-0.9291
